ID,time,distance,start_x,start_y,end_x,end_y,state,free_flow_time_lower_bound,delay_above_free_flow,time_to_free_flow_ratio
1,157.5,136.402,202.264,305.852,248.744,184.897,0,85.2512,72.2492,1.84749
2,141.099,166.393,308.744,680.888,312.855,817.988,0,103.996,37.1036,1.35678
3,32.6001,34.0292,146.764,660.143,149.541,693.238,0,21.2683,11.3318,1.5328
4,4.6,3.2034,603.198,811.794,606.027,812.802,0,2.00212,2.59787,2.29756
5,178.402,208.334,485.858,439.588,615.542,540.154,0,130.209,48.1927,1.37012
6,31.0001,39.3782,177.228,672.555,149.77,693.163,0,24.6114,6.38871,1.25958
7,56.8997,67.6439,562.248,782.831,611.187,755.159,0,42.2774,14.6223,1.34586
8,7.5,7.58435,360.535,180.118,355.81,174.261,0,4.74022,2.75978,1.5822
9,18.7,21.2766,260.058,203.659,252.556,184.017,0,13.2979,5.40215,1.40624
10,85.4993,93.9398,365.973,200.914,349.806,174.696,0,58.7124,26.7869,1.45624
11,126.599,153.496,527.329,177.611,648.323,190.863,0,95.9351,30.6635,1.31963
12,35.5,44.379,599.321,320.547,630.263,334.047,0,27.7369,7.76315,1.27989
13,24.8001,32.1485,175.361,624.853,144.831,615.857,0,20.0928,4.70724,1.23427
14,51.4998,47.0118,115.22,399.661,67.8361,405.358,0,29.3824,22.1174,1.75274
15,201.003,170.636,503.955,200.292,356.122,173.478,0,106.647,94.3558,1.88475
16,25.8001,28.9635,253.562,213.464,249.8,185.107,0,18.1022,7.69786,1.42524
17,0,0,621.536,612.772,621.536,612.772,0,0,0,0
18,14.7,18.4671,404.915,96.4033,405.917,78.1993,0,11.542,3.15806,1.27362
19,93.4991,94.528,168.288,534.019,139.734,611.117,0,59.08,34.4191,1.58258
20,78.3994,84.3112,557.847,352.917,630.352,333.94,0,52.6945,25.7049,1.48781
21,111.699,138.403,531.258,188.603,647.599,191.913,0,86.5018,25.1971,1.29129
22,169.301,156.579,320.564,305.96,250.361,184.946,0,97.8617,71.4394,1.73
23,296.309,243.519,423.164,613.997,595.846,614.309,1,152.199,144.11,1.94685
24,105.199,107.926,558.957,376.819,630.442,334.397,0,67.4535,37.7455,1.55958
25,131.199,181.466,482.236,698.3,612.315,752.35,0,113.416,17.7826,1.15679
26,111.199,114.535,257.389,632.895,144.843,616.195,0,71.5841,39.6148,1.5534
27,187.202,228.003,496.358,505.548,615.565,539.975,0,142.502,44.7006,1.31368
28,6,5.91346,605.919,752.248,611.598,753.897,0,3.69591,2.30409,1.62341
29,27.1001,30.1023,572.31,832.479,602.428,833.339,0,18.8139,8.28612,1.44042
30,154,132.072,510.94,653.921,613.312,613.164,0,82.5447,71.4555,1.86566
31,47.5998,61.8371,596.22,229.778,648.435,198.203,0,38.6482,8.95169,1.23162
32,242.506,220.066,393.289,338.21,349.53,174.601,0,137.541,104.965,1.76315
33,131.199,136.491,531.456,147.664,653.558,130.043,0,85.3068,45.892,1.53796
34,142.9,142.047,277.441,644.519,144.733,615.719,0,88.7795,54.12,1.6096
35,151.4,133.85,298.569,295.744,250.23,185.001,0,83.6561,67.7439,1.80979
36,110.199,124.656,276.222,297.235,250.256,184.938,0,77.9102,32.2886,1.41443
37,88.2992,88.0394,439.351,179,355.819,174.317,0,55.0246,33.2746,1.60472
38,227.805,204.399,476.17,399.089,630.272,334.051,0,127.749,100.055,1.78322
