generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,1688.1210267533465,1612.5270267533465,755.94,nan,0,0,0
2,14,1684.1129777831782,1609.3609777831782,747.5200000000001,0.0023742663628074077,0,0,0
3,17,1684.1129777831782,1609.3609777831782,747.5200000000001,0.0,1,1,1
4,21,1684.1129777831782,1609.3609777831782,747.5200000000001,0.0,1,1,2
5,27,1684.1129777831782,1609.3609777831782,747.5200000000001,0.0,1,1,3
6,32,1684.1129777831782,1609.3609777831782,747.5200000000001,0.0,1,1,4
7,35,1684.1129777831782,1609.3609777831782,747.5200000000001,0.0,1,1,5
8,38,1684.1129777831782,1609.3609777831782,747.5200000000001,0.0,1,1,6
