generation,evaluation,sim_call,cached,fitness,evac,cost,widths
1,9,8,1,1884.7879582742555,1884.7879582742555,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,9,8,0,1888.1583552764837,1888.1583552764837,0.0,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0]"
1,9,8,0,1700.290781925344,1644.6787819253439,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
1,9,8,0,1688.1210267533465,1612.5270267533465,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
1,9,8,0,1876.3069784611023,1508.3359784611023,3679.71,"[4,4,4,0,2,0,2,0,4,0,2,0,4,4,4,0]"
1,9,8,0,1909.1022859920604,1868.9152859920603,401.87000000000006,"[0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0]"
1,9,8,0,1762.1415678407227,1703.2685678407227,588.73,"[0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0]"
1,9,8,0,1729.9686722353847,1586.7416722353846,1432.2700000000002,"[0,4,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,1,1688.1210267533465,1612.5270267533465,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,14,1,1700.290781925344,1644.6787819253439,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,0,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
2,17,14,0,1827.9866510591762,1713.0346510591762,1149.5200000000002,"[0,0,0,0,2,0,0,0,2,0,2,0,2,4,0,2]"
2,17,14,0,1729.7123998339512,1586.485399833951,1432.2700000000002,"[0,4,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,14,0,1687.9812957044778,1612.3872957044778,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,0,1794.3245252414797,1640.4145252414796,1539.1000000000001,"[0,0,4,0,4,0,0,0,2,0,4,0,0,4,0,0]"
2,17,14,0,1690.712220786585,1590.991220786585,997.21,"[0,0,4,0,0,0,0,0,2,0,4,0,2,4,0,0]"
3,25,17,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
3,25,17,1,1687.9812957044778,1612.3872957044778,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,17,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
3,25,17,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
3,25,17,1,1688.1210267533465,1612.5270267533465,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
3,25,17,0,1691.282343108267,1591.561343108267,997.21,"[0,0,4,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,17,0,1732.0860817351504,1619.6160817351504,1124.7,"[0,0,4,4,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,17,0,1736.9482704443274,1623.0072704443273,1139.41,"[0,0,4,0,2,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,0,1749.7005663089694,1558.9275663089695,1907.73,"[0,4,4,0,0,0,0,0,0,0,4,0,4,4,0,0]"
4,33,21,0,1708.699138844448,1579.536138844448,1291.63,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,4,0]"
4,33,21,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,0,1760.4775992223415,1623.5095992223414,1369.6800000000003,"[0,0,4,0,0,4,0,0,2,0,2,0,0,4,0,0]"
4,33,21,0,1883.3367935993517,1883.3367935993517,0.0,"[0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0]"
5,41,27,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
5,41,27,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
5,41,27,0,1759.6689332307255,1623.5429332307256,1361.2600000000002,"[0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0]"
5,41,27,0,1807.9858623210416,1642.0528623210416,1659.33,"[0,0,4,0,0,2,0,4,0,0,4,0,0,4,0,0]"
5,41,27,0,1702.1874013528293,1604.0194013528292,981.6800000000002,"[0,0,4,0,0,0,2,0,0,0,4,0,0,4,0,0]"
5,41,27,0,1730.0110899040214,1552.4600899040215,1775.5100000000002,"[0,0,4,0,0,0,0,0,0,0,4,0,4,4,4,0]"
5,41,27,0,1780.907801267643,1619.757801267643,1611.5,"[2,0,4,0,0,0,0,0,0,0,4,4,0,4,0,0]"
5,41,27,0,1775.4174006803546,1593.7924006803546,1816.25,"[0,0,4,0,0,2,0,0,0,2,4,0,0,4,4,0]"
6,49,32,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
6,49,32,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
6,49,32,0,1685.9139681228103,1611.1619681228103,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,2,0,0,4,0,0]"
6,49,32,1,1736.9482704443274,1623.0072704443273,1139.41,"[0,0,4,0,2,0,0,0,0,0,4,0,0,4,0,0]"
6,49,32,0,1806.990611185356,1630.5066111853562,1764.8400000000001,"[0,0,4,0,4,0,2,0,0,0,4,0,0,4,0,0]"
6,49,32,0,1772.829219972053,1639.722219972053,1331.0700000000002,"[0,0,4,0,0,0,0,2,0,0,4,2,0,4,0,0]"
6,49,32,0,1758.523453512627,1626.214453512627,1323.0900000000001,"[0,0,4,2,2,0,0,0,0,0,4,0,0,4,0,0]"
6,49,32,0,1715.4872185341947,1601.2712185341948,1142.16,"[0,0,4,0,0,0,2,0,0,0,4,0,0,4,0,2]"
7,57,35,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
7,57,35,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
7,57,35,0,1876.1461993966268,1631.8681993966268,2442.78,"[2,0,4,0,4,4,0,0,0,0,4,0,0,4,0,0]"
7,57,35,0,1736.550870290853,1699.031870290853,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0]"
7,57,35,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
7,57,35,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
7,57,35,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
7,57,35,0,1730.8052212726316,1625.7332212726317,1050.72,"[0,0,4,0,0,0,0,2,0,0,4,0,0,4,0,0]"
8,65,38,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
8,65,38,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
8,65,38,0,1704.9758107697605,1581.8358107697604,1231.4,"[0,0,4,0,0,0,0,0,0,0,4,0,4,4,0,0]"
8,65,38,0,1793.4974392807242,1640.4294392807242,1530.6800000000003,"[0,0,4,0,4,0,0,0,0,0,4,0,0,4,0,0]"
8,65,38,0,1732.1903028615404,1598.8553028615404,1333.3500000000001,"[0,0,4,0,0,2,0,0,0,0,2,0,0,4,2,0]"
8,65,38,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
8,65,38,1,1684.1129777831782,1609.3609777831782,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
8,65,38,1,1708.699138844448,1579.536138844448,1291.63,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,4,0]"
