generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,2084.1290336013612,2028.5170336013612,556.1200000000001,nan,0,0,0
2,13,2069.9648946473053,1990.2258946473053,797.3900000000001,0.006796190987071661,0,0,0
3,15,2069.9648946473053,1990.2258946473053,797.3900000000001,0.0,1,1,1
4,19,2069.9648946473053,1990.2258946473053,797.3900000000001,0.0,1,1,2
5,25,2069.9648946473053,1990.2258946473053,797.3900000000001,0.0,1,1,3
6,30,2068.5958058002716,1988.8568058002716,797.3900000000001,0.0006614067951461483,1,1,4
7,33,2068.5958058002716,1988.8568058002716,797.3900000000001,0.0,1,1,5
8,37,2068.5958058002716,1988.8568058002716,797.3900000000001,0.0,1,1,6
