generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,1687.120662211151,1611.526662211151,755.94,nan,0,0,0
2,12,1687.120662211151,1611.526662211151,755.94,0.0,1,1,1
3,18,1687.120662211151,1611.526662211151,755.94,0.0,1,1,2
4,23,1687.120662211151,1611.526662211151,755.94,0.0,1,1,3
5,28,1686.562355712174,1610.968355712174,755.94,0.0003309226847150324,1,1,4
6,34,1686.562355712174,1610.968355712174,755.94,0.0,1,1,5
7,38,1686.562355712174,1610.968355712174,755.94,0.0,1,1,6
8,41,1686.562355712174,1610.968355712174,755.94,0.0,1,1,7
