generation,evaluation,sim_call,cached,fitness,evac,cost,widths
4,33,23,1,1700.4994080975434,1644.8874080975434,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,0,1801.7506998906485,1656.0096998906486,1457.41,"[0,2,2,0,0,0,0,0,2,0,2,4,0,4,0,0]"
4,33,23,0,1880.5359754141523,1748.3629754141523,1321.7300000000002,"[0,0,0,0,2,0,0,0,4,0,2,4,0,4,0,0]"
4,33,23,0,1781.0470955708122,1686.9530955708121,940.94,"[4,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,0,1774.6726874455717,1658.5286874455717,1161.4400000000003,"[0,0,2,0,0,4,0,0,0,0,2,0,0,4,0,0]"
4,33,23,0,1773.1950766209047,1599.9060766209047,1732.8900000000003,"[4,0,4,0,2,0,0,0,2,0,2,0,0,4,0,0]"
5,41,28,1,1687.120662211151,1611.526662211151,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
5,41,28,1,1700.4994080975434,1644.8874080975434,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
5,41,28,0,1686.562355712174,1610.968355712174,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
5,41,28,1,1700.4994080975434,1644.8874080975434,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
5,41,28,0,1699.9753767443744,1644.3633767443744,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,4,0,0,4,0,0]"
5,41,28,0,1759.4813028615404,1623.3553028615404,1361.2600000000002,"[0,0,4,0,0,4,0,0,0,0,2,0,0,4,0,0]"
5,41,28,0,1720.6110028148478,1580.5810028148478,1400.3000000000002,"[0,0,4,0,0,0,0,0,2,0,4,0,4,4,0,2]"
5,41,28,0,1770.1390513194401,1667.8580513194402,1022.8100000000001,"[0,0,2,2,0,0,0,0,2,0,4,2,0,4,0,0]"
6,49,34,1,1686.562355712174,1610.968355712174,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
6,49,34,1,1687.120662211151,1611.526662211151,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
6,49,34,0,1691.3884024869376,1591.6674024869376,997.21,"[0,0,4,0,0,0,0,0,2,0,0,0,2,4,0,0]"
6,49,34,0,1810.496907205638,1676.568907205638,1339.2800000000002,"[0,0,2,0,4,0,0,0,2,0,2,0,0,4,0,0]"
6,49,34,0,1738.9201651342703,1620.9071651342704,1180.13,"[0,0,4,0,0,0,0,0,2,4,2,0,0,4,0,0]"
6,49,34,0,1735.5329019401356,1645.2389019401355,902.94,"[0,0,2,2,0,0,0,0,2,0,2,0,0,4,0,2]"
6,49,34,0,1695.3076153752686,1592.1636153752686,1031.4400000000003,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,2,0]"
6,49,34,0,1737.8962893191301,1623.1132893191302,1147.8300000000002,"[0,0,4,0,2,0,0,0,2,0,2,0,0,4,0,0]"
7,57,38,1,1686.562355712174,1610.968355712174,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
7,57,38,1,1687.120662211151,1611.526662211151,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
7,57,38,1,1687.120662211151,1611.526662211151,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
7,57,38,0,1772.5966111347389,1701.9126111347389,706.8400000000001,"[2,0,4,0,0,0,0,0,2,0,4,0,0,0,0,0]"
7,57,38,0,1686.800057476153,1611.2060574761529,755.94,"[0,0,4,0,0,0,0,0,2,0,0,0,0,4,0,0]"
7,57,38,0,1776.7481721714828,1633.9581721714828,1427.9,"[0,0,4,4,0,0,0,2,2,0,2,0,0,4,0,0]"
7,57,38,0,1691.6903588237676,1591.9693588237676,997.21,"[0,0,4,0,0,0,0,0,2,0,4,0,2,4,0,0]"
7,57,38,1,1687.120662211151,1611.526662211151,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
8,65,41,1,1686.562355712174,1610.968355712174,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
8,65,41,1,1686.800057476153,1611.2060574761529,755.94,"[0,0,4,0,0,0,0,0,2,0,0,0,0,4,0,0]"
8,65,41,0,1769.6990844015145,1608.6040844015145,1610.95,"[0,0,4,0,0,4,0,0,2,0,2,0,2,4,0,0]"
8,65,41,1,1686.800057476153,1611.2060574761529,755.94,"[0,0,4,0,0,0,0,0,2,0,0,0,0,4,0,0]"
8,65,41,1,1691.3884024869376,1591.6674024869376,997.21,"[0,0,4,0,0,0,0,0,2,0,0,0,2,4,0,0]"
8,65,41,1,1686.562355712174,1610.968355712174,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
8,65,41,0,1746.888284117373,1618.3702841173729,1285.1800000000003,"[0,0,4,4,0,0,0,0,2,0,0,0,0,4,0,2]"
8,65,41,0,1782.121480317512,1619.2954803175119,1628.2600000000002,"[2,0,4,0,0,0,0,0,4,0,0,4,0,4,0,0]"
