generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,1003.149773681972,947.537773681972,556.1200000000001,nan,0,0,0
2,14,1003.149773681972,947.537773681972,556.1200000000001,0.0,1,1,1
3,18,1003.149773681972,947.537773681972,556.1200000000001,0.0,1,1,2
4,22,1003.149773681972,947.537773681972,556.1200000000001,0.0,1,1,3
5,28,1003.149773681972,947.537773681972,556.1200000000001,0.0,1,1,4
6,33,1003.149773681972,947.537773681972,556.1200000000001,0.0,1,1,5
7,36,1003.149773681972,947.537773681972,556.1200000000001,0.0,1,1,6
8,38,1003.149773681972,947.537773681972,556.1200000000001,0.0,1,1,7
