generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,2016.678149514917,1961.066149514917,556.1200000000001,nan,0,0,0
2,14,2016.678149514917,1961.066149514917,556.1200000000001,0.0,1,1,1
3,16,2016.678149514917,1961.066149514917,556.1200000000001,0.0,1,1,2
4,20,2016.678149514917,1961.066149514917,556.1200000000001,0.0,1,1,3
5,26,2016.678149514917,1961.066149514917,556.1200000000001,0.0,1,1,4
6,32,2016.678149514917,1961.066149514917,556.1200000000001,0.0,1,1,5
7,35,2016.678149514917,1961.066149514917,556.1200000000001,0.0,1,1,6
8,37,2016.678149514917,1961.066149514917,556.1200000000001,0.0,1,1,7
