generation,evaluation,sim_call,cached,fitness,evac,cost,widths
1,9,8,1,1021.4935082033624,1021.4935082033624,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,9,8,0,1021.5390216730808,1021.5390216730808,0.0,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0]"
1,9,8,0,983.2053404897413,927.5933404897413,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
1,9,8,0,989.3591639427264,913.7651639427263,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
1,9,8,0,1218.3042759772466,850.3332759772464,3679.71,"[4,4,4,0,2,0,2,0,4,0,2,0,4,4,4,0]"
1,9,8,0,1034.0516912762555,1006.5016912762554,275.5,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0]"
1,9,8,0,1046.586098760431,1004.167098760431,424.19000000000005,"[0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0]"
1,9,8,0,1054.5381092816492,937.5521092816492,1169.8600000000001,"[0,0,2,0,0,4,0,0,2,0,2,0,0,4,0,0]"
2,17,13,1,983.2053404897413,927.5933404897413,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,13,1,989.3591639427264,913.7651639427263,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,13,0,1133.8838053941322,914.352805394132,2195.3100000000004,"[0,0,2,0,0,4,0,0,2,4,0,0,0,4,2,4]"
2,17,13,0,1000.5739996759297,965.8279996759297,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
2,17,13,0,1065.1159720089927,1004.9339720089928,601.82,"[4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0]"
2,17,13,0,982.4403056326332,927.6703056326332,547.7,"[0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0]"
2,17,13,1,983.2053404897413,927.5933404897413,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,13,0,1005.9943148770708,906.9843148770708,990.1,"[0,0,4,0,0,0,2,0,2,0,4,0,0,4,0,0]"
3,25,19,1,982.4403056326332,927.6703056326332,547.7,"[0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0]"
3,25,19,1,983.2053404897413,927.5933404897413,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,19,0,1033.5570702930397,914.3510702930397,1192.0600000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0,2]"
3,25,19,0,1056.163533414338,947.6825334143379,1084.8100000000002,"[0,4,4,0,0,0,0,0,2,0,4,0,0,0,0,0]"
3,25,19,0,1077.5710739195595,976.5750739195594,1009.96,"[0,0,4,0,0,0,0,4,2,0,2,0,0,0,0,0]"
3,25,19,0,1008.3721731680641,940.1751731680641,681.9700000000001,"[2,0,2,0,0,0,0,0,2,0,4,0,0,2,0,0]"
3,25,19,0,1011.3662543896955,917.4072543896956,939.59,"[0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0]"
3,25,19,0,1053.0857089333092,960.9357089333091,921.5,"[0,0,0,0,0,0,0,0,2,0,2,4,0,4,0,0]"
4,33,24,1,982.4403056326332,927.6703056326332,547.7,"[0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0]"
4,33,24,1,983.2053404897413,927.5933404897413,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
