generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,881.859746744172,826.247746744172,556.1200000000001,nan,0,0,0
2,12,881.859746744172,826.247746744172,556.1200000000001,0.0,1,1,1
3,18,881.859746744172,826.247746744172,556.1200000000001,0.0,1,1,2
4,23,881.859746744172,826.247746744172,556.1200000000001,0.0,1,1,3
5,26,881.859746744172,826.247746744172,556.1200000000001,0.0,1,1,4
6,32,881.859746744172,826.247746744172,556.1200000000001,0.0,1,1,5
7,36,881.859746744172,826.247746744172,556.1200000000001,0.0,1,1,6
8,39,881.859746744172,826.247746744172,556.1200000000001,0.0,1,1,7
