generation,evaluation,sim_call,cached,fitness,evac,cost,widths
1,9,8,1,2291.5308588211465,2291.5308588211465,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,9,8,0,2286.7726048207414,2286.7726048207414,0.0,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0]"
1,9,8,0,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
1,9,8,0,2033.7533859489238,1958.1593859489237,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
1,9,8,0,2258.984836312476,1891.013836312476,3679.71,"[4,4,4,0,2,0,2,0,4,0,2,0,4,4,4,0]"
1,9,8,0,2334.53889986227,2294.35189986227,401.87000000000006,"[0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0]"
1,9,8,0,2099.991161748324,2041.118161748324,588.73,"[0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0]"
1,9,8,0,2104.8837543486625,1961.6567543486624,1432.2700000000002,"[0,4,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,1,2033.7533859489238,1958.1593859489237,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,14,0,2030.2824797780343,1955.5304797780343,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
2,17,14,0,2167.9707836688403,2053.01878366884,1149.5200000000002,"[0,0,0,0,2,0,0,0,2,0,2,0,2,4,0,2]"
2,17,14,0,2116.9508928376163,1973.7238928376162,1432.2700000000002,"[0,4,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,14,0,2034.7153115418112,1959.121311541811,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,0,2141.7806165498805,2007.8526165498806,1339.2800000000002,"[0,0,2,0,4,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,0,2025.462535249205,1945.723535249205,797.3900000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,16,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,16,1,2025.462535249205,1945.723535249205,797.3900000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,16,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,16,1,2025.462535249205,1945.723535249205,797.3900000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,16,1,2025.462535249205,1945.723535249205,797.3900000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,16,1,2025.462535249205,1945.723535249205,797.3900000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,16,0,2083.098870572511,1970.6288705725108,1124.7,"[0,0,4,4,0,0,0,0,2,0,4,0,0,4,0,0]"
3,25,16,0,2075.0212721712537,1956.0932721712538,1189.2800000000002,"[0,0,2,0,2,0,0,0,2,0,2,0,2,4,0,0]"
4,33,20,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,20,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,20,0,2123.7513962741723,1952.1183962741725,1716.33,"[0,4,2,0,0,0,0,0,2,0,2,0,4,4,0,0]"
4,33,20,0,2036.2535223079572,1926.230522307957,1100.2300000000002,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,4,0]"
4,33,20,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,20,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,20,0,2116.9356540089516,2000.7916540089516,1161.4400000000003,"[0,0,2,0,0,4,0,0,0,0,4,0,0,4,0,0]"
4,33,20,0,2291.6968713793804,2290.8548713793803,8.42,"[0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0]"
5,41,26,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
5,41,26,1,2016.678149514917,1961.066149514917,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
