generation,evaluation,sim_call,cached,fitness,evac,cost,widths
1,9,8,1,1102.6961717642293,1102.6961717642293,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,9,8,0,1105.4626189993924,1105.4626189993924,0.0,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0]"
1,9,8,0,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
1,9,8,0,1004.6171484294307,929.0231484294306,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
1,9,8,0,1229.1327340431992,861.1617340431992,3679.71,"[4,4,4,0,2,0,2,0,4,0,2,0,4,4,4,0]"
1,9,8,0,1113.305929594296,1085.755929594296,275.5,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0]"
1,9,8,0,1125.3922338167383,1082.9732338167382,424.19000000000005,"[0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0]"
1,9,8,0,1075.4672362030904,958.4812362030904,1169.8600000000001,"[0,0,2,0,0,4,0,0,2,0,2,0,0,4,0,0]"
2,17,12,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,12,1,1004.6171484294307,929.0231484294306,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,12,0,1155.1746586077027,979.2596586077026,1759.15,"[0,0,2,0,0,4,0,0,2,4,2,0,0,2,0,4]"
2,17,12,0,1075.4227316766917,958.4367316766917,1169.8600000000001,"[0,0,2,0,0,4,0,0,2,0,0,0,0,4,0,0]"
2,17,12,0,1048.2943456265064,933.3423456265062,1149.5200000000002,"[4,0,2,0,0,0,0,0,4,0,2,0,0,4,0,0]"
2,17,12,1,1075.4672362030904,958.4812362030904,1169.8600000000001,"[0,0,2,0,0,4,0,0,2,0,2,0,0,4,0,0]"
2,17,12,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,12,0,1022.4783664789987,923.4683664789987,990.1,"[0,0,4,0,0,0,2,0,2,0,4,0,0,4,0,0]"
3,25,18,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,18,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,18,0,1052.488792280119,933.2827922801191,1192.0600000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0,2]"
3,25,18,0,1095.8508055893074,987.3698055893074,1084.8100000000002,"[0,4,4,0,0,0,0,0,2,0,4,0,0,0,0,0]"
3,25,18,0,1141.837822269027,1040.8418222690268,1009.96,"[0,0,4,0,0,0,0,4,2,0,2,0,0,0,0,0]"
3,25,18,0,1036.2269145299147,968.0299145299145,681.9700000000001,"[2,0,2,0,0,0,0,0,2,0,4,0,0,2,0,0]"
3,25,18,0,1085.5601405775383,931.4191405775383,1541.41,"[4,0,2,0,2,0,0,0,4,0,2,0,0,4,0,0]"
3,25,18,0,1061.8798245741946,949.7058245741945,1121.7400000000002,"[0,0,2,0,0,0,0,0,2,0,2,4,0,4,0,0]"
4,33,23,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,0,1083.3721105261027,937.6311105261026,1457.41,"[0,2,2,0,0,0,0,0,2,0,2,4,0,4,0,0]"
4,33,23,0,1062.7839786725538,999.1609786725538,636.23,"[0,0,0,0,0,0,0,0,2,0,2,2,0,4,0,0]"
4,33,23,0,1036.507367252694,1000.9193672526939,355.88000000000005,"[0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,0,1075.8573685724125,959.7133685724124,1161.4400000000003,"[0,0,2,0,0,4,0,0,0,0,2,0,0,4,0,0]"
4,33,23,0,1062.809020718148,949.8010207181482,1130.0800000000002,"[0,0,2,0,0,0,0,0,4,0,2,4,0,4,0,0]"
5,41,26,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
5,41,26,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
5,41,26,0,1003.166888299273,947.554888299273,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,4,0,0,4,0,0]"
5,41,26,1,1003.1134177789479,947.5014177789479,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
