generation,evaluation,sim_call,cached,fitness,evac,cost,widths
1,9,8,1,1433.187482276686,1433.187482276686,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,9,8,0,1431.8944196880695,1431.8944196880695,0.0,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0]"
1,9,8,0,1283.1550802260347,1227.5430802260346,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
1,9,8,0,1274.082658687243,1198.488658687243,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
1,9,8,0,1487.109616166319,1119.138616166319,3679.71,"[4,4,4,0,2,0,2,0,4,0,2,0,4,4,4,0]"
1,9,8,0,1436.2471501488726,1408.6971501488727,275.5,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0]"
1,9,8,0,1448.8964467309406,1406.4774467309405,424.19000000000005,"[0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0]"
1,9,8,0,1355.6299334102923,1238.6439334102922,1169.8600000000001,"[0,0,2,0,0,4,0,0,2,0,2,0,0,4,0,0]"
2,17,12,1,1274.082658687243,1198.488658687243,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,12,1,1283.1550802260347,1227.5430802260346,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,12,0,1455.9166806382375,1280.0016806382375,1759.15,"[0,0,2,0,0,4,0,0,2,4,2,0,0,2,0,4]"
2,17,12,0,1354.2664848411205,1237.2804848411204,1169.8600000000001,"[0,0,2,0,0,4,0,0,2,0,0,0,0,4,0,0]"
2,17,12,0,1319.4477976385767,1204.4957976385767,1149.5200000000002,"[4,0,2,0,0,0,0,0,4,0,2,0,0,4,0,0]"
2,17,12,1,1355.6299334102923,1238.6439334102922,1169.8600000000001,"[0,0,2,0,0,4,0,0,2,0,2,0,0,4,0,0]"
2,17,12,1,1283.1550802260347,1227.5430802260346,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,12,0,1296.1324533192922,1197.1224533192922,990.1,"[0,0,4,0,0,0,2,0,2,0,4,0,0,4,0,0]"
3,25,18,1,1274.082658687243,1198.488658687243,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
3,25,18,1,1283.1550802260347,1227.5430802260346,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,18,0,1319.6544142078938,1180.4664142078936,1391.88,"[0,0,4,0,0,0,0,0,0,0,4,0,4,4,0,2]"
3,25,18,0,1401.9516418112964,1313.4526418112964,884.99,"[0,4,2,0,0,0,0,0,2,0,2,0,0,0,0,0]"
3,25,18,0,1440.3590695668022,1359.3450695668023,810.1400000000001,"[0,0,2,0,0,0,0,4,2,0,4,0,0,0,0,0]"
3,25,18,0,1318.5732444003402,1230.39424440034,881.79,"[2,0,4,0,0,0,0,0,2,0,2,0,0,2,0,0]"
3,25,18,0,1343.4004774227515,1169.2774774227514,1741.23,"[4,0,4,0,2,0,0,0,4,0,2,0,0,4,0,0]"
3,25,18,0,1350.7417238390344,1238.5677238390344,1121.7400000000002,"[0,0,2,0,0,0,0,0,2,0,4,4,0,4,0,0]"
4,33,23,1,1274.082658687243,1198.488658687243,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
4,33,23,1,1283.1550802260347,1227.5430802260346,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,1,1283.1550802260347,1227.5430802260346,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,0,1376.1402952897818,1230.3992952897818,1457.41,"[0,2,2,0,0,0,0,0,2,0,2,4,0,4,0,0]"
4,33,23,0,1433.542395277249,1301.369395277249,1321.7300000000002,"[0,0,0,0,2,0,0,0,4,0,2,4,0,4,0,0]"
4,33,23,0,1361.9846879721326,1267.8906879721326,940.94,"[4,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0]"
4,33,23,0,1356.4395424590396,1240.2955424590396,1161.4400000000003,"[0,0,2,0,0,4,0,0,0,0,2,0,0,4,0,0]"
4,33,23,0,1342.4596050297655,1169.1706050297655,1732.8900000000003,"[4,0,4,0,2,0,0,0,2,0,2,0,0,4,0,0]"
5,41,28,1,1274.082658687243,1198.488658687243,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
5,41,28,1,1283.1550802260347,1227.5430802260346,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
