generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,984.5845457233711,928.9725457233711,556.1200000000001,nan,0,0,0
2,13,984.5845457233711,928.9725457233711,556.1200000000001,0.0,1,1,1
3,19,983.3092636866303,927.6972636866303,556.1200000000001,0.001295248886731062,1,1,2
4,22,983.3092636866303,927.6972636866303,556.1200000000001,0.0,1,1,3
5,27,983.3092636866303,927.6972636866303,556.1200000000001,0.0,1,1,4
6,32,983.3092636866303,927.6972636866303,556.1200000000001,0.0,1,1,5
7,35,983.3092636866303,927.6972636866303,556.1200000000001,0.0,1,1,6
8,39,983.3092636866303,927.6972636866303,556.1200000000001,0.0,1,1,7
