generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,1276.8451088158456,1201.2511088158456,755.94,nan,0,0,0
2,14,1273.2293578791744,1198.4773578791744,747.5200000000001,0.002831785086308956,0,0,0
3,17,1273.2293578791744,1198.4773578791744,747.5200000000001,0.0,1,1,1
4,21,1273.2293578791744,1198.4773578791744,747.5200000000001,0.0,1,1,2
5,27,1273.2293578791744,1198.4773578791744,747.5200000000001,0.0,1,1,3
6,32,1273.2067258845211,1198.4547258845212,747.5200000000001,1.7775269249946257e-05,1,1,4
7,35,1273.2067258845211,1198.4547258845212,747.5200000000001,0.0,1,1,5
8,39,1273.2067258845211,1198.4547258845212,747.5200000000001,0.0,1,1,6
