generation,sim_calls,best_fitness,best_evac,best_cost,relative_improvement,objective_stable,road_set_stable,stagnant
1,8,2026.1468181136968,1950.5528181136967,755.94,nan,0,0,0
2,12,2026.1468181136968,1950.5528181136967,755.94,0.0,1,1,1
3,18,2026.1468181136968,1950.5528181136967,755.94,0.0,1,1,2
4,23,2026.1468181136968,1950.5528181136967,755.94,0.0,1,1,3
5,28,2024.0216181217977,1948.4276181217977,755.94,0.0010488874611157746,1,1,4
6,34,2024.0216181217977,1948.4276181217977,755.94,0.0,1,1,5
7,38,2024.0216181217977,1948.4276181217977,755.94,0.0,1,1,6
8,41,2024.0216181217977,1948.4276181217977,755.94,0.0,1,1,7
