generation,evaluation,sim_call,cached,fitness,evac,cost,widths
1,9,8,1,969.082894470326,969.082894470326,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,9,8,0,966.1025319019648,966.1025319019648,0.0,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0]"
1,9,8,0,884.4526315192514,828.8406315192515,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
1,9,8,0,884.9850120096401,809.39101200964,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
1,9,8,0,1120.3694088746736,752.3984088746736,3679.71,"[4,4,4,0,2,0,2,0,4,0,2,0,4,4,4,0]"
1,9,8,0,975.5671446163818,935.3801446163818,401.87000000000006,"[0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0]"
1,9,8,0,924.8776179085735,866.0046179085734,588.73,"[0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0]"
1,9,8,0,925.9125091833223,782.6855091833222,1432.2700000000002,"[0,4,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,1,884.4526315192514,828.8406315192515,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,1,884.9850120096401,809.39101200964,755.94,"[0,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,14,0,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
2,17,14,0,987.652494147191,872.700494147191,1149.5200000000002,"[0,0,0,0,2,0,0,0,2,0,2,0,2,4,0,2]"
2,17,14,0,924.3783678796347,781.1513678796347,1432.2700000000002,"[0,4,4,0,0,0,0,0,2,0,4,0,0,4,0,0]"
2,17,14,0,883.7913590943152,808.1973590943152,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,0,978.5377857345377,844.6097857345377,1339.2800000000002,"[0,0,2,0,4,0,0,0,2,0,2,0,0,4,0,0]"
2,17,14,0,902.7735099945319,823.0345099945318,797.3900000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,17,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
3,25,17,1,883.7913590943152,808.1973590943152,755.94,"[0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,17,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
3,25,17,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
3,25,17,1,884.4526315192514,828.8406315192515,556.1200000000001,"[0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,17,0,902.1510498197579,802.4300498197579,997.21,"[0,0,4,0,0,0,0,0,2,0,2,0,2,4,0,0]"
3,25,17,0,919.5641898377853,807.0941898377853,1124.7,"[0,0,4,4,0,0,0,0,2,0,2,0,0,4,0,0]"
3,25,17,0,934.8953622665965,820.9543622665965,1139.41,"[0,0,4,0,2,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,0,962.6727671593441,771.899767159344,1907.73,"[0,4,4,0,0,0,0,0,0,0,4,0,4,4,0,0]"
4,33,21,0,936.8106133579051,807.6476133579051,1291.63,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,4,0]"
4,33,21,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
4,33,21,0,958.2727449320562,821.3047449320561,1369.6800000000003,"[0,0,4,0,0,4,0,0,2,0,2,0,0,4,0,0]"
4,33,21,0,970.1240024306259,970.1240024306259,0.0,"[0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0]"
5,41,27,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
5,41,27,1,882.9468275512891,808.1948275512891,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0]"
5,41,27,0,957.4438780453229,821.3178780453229,1361.2600000000002,"[0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0]"
5,41,27,0,998.7719628009638,832.8389628009638,1659.33,"[0,0,4,0,0,2,0,4,0,0,4,0,0,4,0,0]"
5,41,27,0,897.969875329094,799.801875329094,981.6800000000002,"[0,0,4,0,0,0,2,0,0,0,4,0,0,4,0,0]"
5,41,27,0,973.2345135463491,795.6835135463491,1775.5100000000002,"[0,0,4,0,0,0,0,0,0,0,4,0,4,4,4,0]"
