step,time,alive,remaining_fraction
996,996.0,9541,0.19082
997,997.0,9526,0.19052
998,998.0,9512,0.19024
999,999.0,9496,0.18992
1000,1000.0,9481,0.18962
1001,1001.0,9466,0.18932
1002,1002.0,9451,0.18902
1003,1003.0,9438,0.18876
1004,1004.0,9423,0.18846
1005,1005.0,9411,0.18822
1006,1006.0,9394,0.18788
1007,1007.0,9381,0.18762
1008,1008.0,9367,0.18734
1009,1009.0,9352,0.18704
1010,1010.0,9336,0.18672
1011,1011.0,9322,0.18644
1012,1012.0,9308,0.18616
1013,1013.0,9292,0.18584
1014,1014.0,9281,0.18562
1015,1015.0,9267,0.18534
1016,1016.0,9256,0.18512
1017,1017.0,9245,0.1849
1018,1018.0,9229,0.18458
1019,1019.0,9218,0.18436
1020,1020.0,9206,0.18412
1021,1021.0,9192,0.18384
1022,1022.0,9184,0.18368
1023,1023.0,9171,0.18342
1024,1024.0,9157,0.18314
1025,1025.0,9145,0.1829
1026,1026.0,9132,0.18264
1027,1027.0,9122,0.18244
1028,1028.0,9109,0.18218
1029,1029.0,9098,0.18196
1030,1030.0,9084,0.18168
1031,1031.0,9073,0.18146
1032,1032.0,9059,0.18118
1033,1033.0,9047,0.18094
1034,1034.0,9037,0.18074
1035,1035.0,9023,0.18046
1036,1036.0,9012,0.18024
1037,1037.0,8996,0.17992
1038,1038.0,8986,0.17972
1039,1039.0,8975,0.1795
1040,1040.0,8965,0.1793
1041,1041.0,8955,0.1791
1042,1042.0,8945,0.1789
1043,1043.0,8934,0.17868
1044,1044.0,8923,0.17846
1045,1045.0,8913,0.17826
1046,1046.0,8901,0.17802
1047,1047.0,8890,0.1778
1048,1048.0,8880,0.1776
1049,1049.0,8870,0.1774
1050,1050.0,8856,0.17712
1051,1051.0,8844,0.17688
1052,1052.0,8834,0.17668
1053,1053.0,8824,0.17648
1054,1054.0,8813,0.17626
1055,1055.0,8801,0.17602
1056,1056.0,8789,0.17578
1057,1057.0,8780,0.1756
1058,1058.0,8770,0.1754
1059,1059.0,8759,0.17518
1060,1060.0,8747,0.17494
1061,1061.0,8739,0.17478
1062,1062.0,8725,0.1745
1063,1063.0,8714,0.17428
1064,1064.0,8703,0.17406
1065,1065.0,8691,0.17382
1066,1066.0,8681,0.17362
1067,1067.0,8671,0.17342
1068,1068.0,8661,0.17322
1069,1069.0,8649,0.17298
1070,1070.0,8639,0.17278
1071,1071.0,8628,0.17256
1072,1072.0,8619,0.17238
1073,1073.0,8608,0.17216
1074,1074.0,8597,0.17194
1075,1075.0,8586,0.17172
1076,1076.0,8574,0.17148
1077,1077.0,8566,0.17132
1078,1078.0,8555,0.1711
1079,1079.0,8543,0.17086
1080,1080.0,8533,0.17066
1081,1081.0,8522,0.17044
1082,1082.0,8513,0.17026
1083,1083.0,8500,0.17
1084,1084.0,8490,0.1698
1085,1085.0,8482,0.16964
1086,1086.0,8471,0.16942
1087,1087.0,8462,0.16924
1088,1088.0,8450,0.169
1089,1089.0,8440,0.1688
1090,1090.0,8430,0.1686
1091,1091.0,8421,0.16842
1092,1092.0,8411,0.16822
1093,1093.0,8402,0.16804
1094,1094.0,8391,0.16782
1095,1095.0,8380,0.1676
1096,1096.0,8370,0.1674
1097,1097.0,8361,0.16722
1098,1098.0,8349,0.16698
1099,1099.0,8340,0.1668
1100,1100.0,8331,0.16662
1101,1101.0,8321,0.16642
1102,1102.0,8310,0.1662
1103,1103.0,8301,0.16602
1104,1104.0,8290,0.1658
1105,1105.0,8282,0.16564
1106,1106.0,8271,0.16542
1107,1107.0,8263,0.16526
1108,1108.0,8251,0.16502
1109,1109.0,8243,0.16486
1110,1110.0,8234,0.16468
1111,1111.0,8224,0.16448
1112,1112.0,8215,0.1643
1113,1113.0,8204,0.16408
1114,1114.0,8194,0.16388
1115,1115.0,8185,0.1637
1116,1116.0,8175,0.1635
1117,1117.0,8166,0.16332
1118,1118.0,8156,0.16312
1119,1119.0,8144,0.16288
1120,1120.0,8134,0.16268
1121,1121.0,8126,0.16252
1122,1122.0,8118,0.16236
1123,1123.0,8107,0.16214
1124,1124.0,8100,0.162
1125,1125.0,8088,0.16176
1126,1126.0,8079,0.16158
1127,1127.0,8068,0.16136
1128,1128.0,8059,0.16118
1129,1129.0,8052,0.16104
1130,1130.0,8043,0.16086
1131,1131.0,8032,0.16064
1132,1132.0,8021,0.16042
1133,1133.0,8012,0.16024
1134,1134.0,8004,0.16008
1135,1135.0,7994,0.15988
1136,1136.0,7985,0.1597
1137,1137.0,7976,0.15952
1138,1138.0,7965,0.1593
1139,1139.0,7955,0.1591
1140,1140.0,7945,0.1589
1141,1141.0,7934,0.15868
1142,1142.0,7926,0.15852
1143,1143.0,7916,0.15832
1144,1144.0,7906,0.15812
1145,1145.0,7894,0.15788
1146,1146.0,7886,0.15772
1147,1147.0,7875,0.1575
1148,1148.0,7864,0.15728
1149,1149.0,7855,0.1571
1150,1150.0,7846,0.15692
1151,1151.0,7837,0.15674
1152,1152.0,7827,0.15654
1153,1153.0,7819,0.15638
1154,1154.0,7807,0.15614
1155,1155.0,7801,0.15602
1156,1156.0,7791,0.15582
1157,1157.0,7781,0.15562
1158,1158.0,7772,0.15544
1159,1159.0,7760,0.1552
1160,1160.0,7752,0.15504
1161,1161.0,7741,0.15482
1162,1162.0,7734,0.15468
1163,1163.0,7723,0.15446
1164,1164.0,7713,0.15426
1165,1165.0,7705,0.1541
1166,1166.0,7697,0.15394
1167,1167.0,7688,0.15376
1168,1168.0,7677,0.15354
1169,1169.0,7669,0.15338
1170,1170.0,7659,0.15318
1171,1171.0,7652,0.15304
1172,1172.0,7640,0.1528
1173,1173.0,7631,0.15262
1174,1174.0,7619,0.15238
1175,1175.0,7609,0.15218
1176,1176.0,7599,0.15198
1177,1177.0,7591,0.15182
1178,1178.0,7580,0.1516
1179,1179.0,7571,0.15142
1180,1180.0,7565,0.1513
1181,1181.0,7553,0.15106
1182,1182.0,7541,0.15082
1183,1183.0,7533,0.15066
1184,1184.0,7522,0.15044
1185,1185.0,7513,0.15026
1186,1186.0,7506,0.15012
1187,1187.0,7498,0.14996
1188,1188.0,7487,0.14974
1189,1189.0,7477,0.14954
1190,1190.0,7467,0.14934
1191,1191.0,7457,0.14914
1192,1192.0,7449,0.14898
1193,1193.0,7440,0.1488
1194,1194.0,7428,0.14856
1195,1195.0,7421,0.14842
1196,1196.0,7410,0.1482
1197,1197.0,7401,0.14802
1198,1198.0,7394,0.14788
1199,1199.0,7383,0.14766
1200,1200.0,7373,0.14746
1201,1201.0,7366,0.14732
1202,1202.0,7358,0.14716
1203,1203.0,7347,0.14694
1204,1204.0,7340,0.1468
1205,1205.0,7329,0.14658
1206,1206.0,7319,0.14638
1207,1207.0,7310,0.1462
1208,1208.0,7302,0.14604
1209,1209.0,7292,0.14584
1210,1210.0,7281,0.14562
1211,1211.0,7271,0.14542
1212,1212.0,7265,0.1453
1213,1213.0,7257,0.14514
1214,1214.0,7249,0.14498
1215,1215.0,7239,0.14478
1216,1216.0,7232,0.14464
1217,1217.0,7223,0.14446
1218,1218.0,7215,0.1443
1219,1219.0,7207,0.14414
1220,1220.0,7200,0.144
1221,1221.0,7190,0.1438
1222,1222.0,7185,0.1437
1223,1223.0,7176,0.14352
1224,1224.0,7167,0.14334
1225,1225.0,7160,0.1432
1226,1226.0,7153,0.14306
1227,1227.0,7145,0.1429
1228,1228.0,7137,0.14274
1229,1229.0,7130,0.1426
1230,1230.0,7121,0.14242
1231,1231.0,7116,0.14232
1232,1232.0,7107,0.14214
1233,1233.0,7099,0.14198
1234,1234.0,7092,0.14184
1235,1235.0,7083,0.14166
1236,1236.0,7078,0.14156
1237,1237.0,7068,0.14136
1238,1238.0,7061,0.14122
1239,1239.0,7052,0.14104
1240,1240.0,7046,0.14092
1241,1241.0,7038,0.14076
1242,1242.0,7030,0.1406
1243,1243.0,7021,0.14042
1244,1244.0,7015,0.1403
1245,1245.0,7008,0.14016
1246,1246.0,7002,0.14004
1247,1247.0,6994,0.13988
1248,1248.0,6985,0.1397
1249,1249.0,6976,0.13952
1250,1250.0,6968,0.13936
1251,1251.0,6961,0.13922
1252,1252.0,6953,0.13906
1253,1253.0,6945,0.1389
1254,1254.0,6938,0.13876
1255,1255.0,6930,0.1386
1256,1256.0,6922,0.13844
1257,1257.0,6913,0.13826
1258,1258.0,6905,0.1381
1259,1259.0,6896,0.13792
1260,1260.0,6889,0.13778
1261,1261.0,6882,0.13764
1262,1262.0,6874,0.13748
1263,1263.0,6866,0.13732
1264,1264.0,6860,0.1372
1265,1265.0,6852,0.13704
1266,1266.0,6842,0.13684
1267,1267.0,6835,0.1367
1268,1268.0,6826,0.13652
1269,1269.0,6818,0.13636
1270,1270.0,6811,0.13622
1271,1271.0,6803,0.13606
1272,1272.0,6797,0.13594
1273,1273.0,6789,0.13578
1274,1274.0,6780,0.1356
1275,1275.0,6773,0.13546
1276,1276.0,6767,0.13534
1277,1277.0,6757,0.13514
1278,1278.0,6752,0.13504
1279,1279.0,6742,0.13484
1280,1280.0,6735,0.1347
1281,1281.0,6727,0.13454
1282,1282.0,6721,0.13442
1283,1283.0,6713,0.13426
1284,1284.0,6704,0.13408
1285,1285.0,6696,0.13392
1286,1286.0,6688,0.13376
1287,1287.0,6681,0.13362
1288,1288.0,6673,0.13346
1289,1289.0,6667,0.13334
1290,1290.0,6658,0.13316
1291,1291.0,6650,0.133
1292,1292.0,6643,0.13286
1293,1293.0,6634,0.13268
1294,1294.0,6627,0.13254
1295,1295.0,6621,0.13242
1296,1296.0,6612,0.13224
1297,1297.0,6605,0.1321
1298,1298.0,6595,0.1319
1299,1299.0,6589,0.13178
1300,1300.0,6582,0.13164
1301,1301.0,6573,0.13146
1302,1302.0,6564,0.13128
1303,1303.0,6557,0.13114
1304,1304.0,6550,0.131
1305,1305.0,6542,0.13084
1306,1306.0,6532,0.13064
1307,1307.0,6526,0.13052
1308,1308.0,6519,0.13038
1309,1309.0,6509,0.13018
1310,1310.0,6503,0.13006
1311,1311.0,6495,0.1299
1312,1312.0,6486,0.12972
1313,1313.0,6477,0.12954
1314,1314.0,6469,0.12938
1315,1315.0,6462,0.12924
1316,1316.0,6453,0.12906
1317,1317.0,6445,0.1289
1318,1318.0,6439,0.12878
1319,1319.0,6431,0.12862
1320,1320.0,6422,0.12844
1321,1321.0,6415,0.1283
1322,1322.0,6408,0.12816
1323,1323.0,6401,0.12802
1324,1324.0,6391,0.12782
1325,1325.0,6384,0.12768
1326,1326.0,6376,0.12752
1327,1327.0,6368,0.12736
1328,1328.0,6360,0.1272
1329,1329.0,6355,0.1271
1330,1330.0,6345,0.1269
1331,1331.0,6340,0.1268
1332,1332.0,6331,0.12662
1333,1333.0,6324,0.12648
1334,1334.0,6315,0.1263
1335,1335.0,6309,0.12618
1336,1336.0,6301,0.12602
1337,1337.0,6296,0.12592
1338,1338.0,6287,0.12574
1339,1339.0,6278,0.12556
1340,1340.0,6271,0.12542
1341,1341.0,6263,0.12526
1342,1342.0,6256,0.12512
1343,1343.0,6250,0.125
1344,1344.0,6241,0.12482
1345,1345.0,6234,0.12468
1346,1346.0,6227,0.12454
1347,1347.0,6217,0.12434
1348,1348.0,6210,0.1242
1349,1349.0,6202,0.12404
1350,1350.0,6194,0.12388
1351,1351.0,6185,0.1237
1352,1352.0,6178,0.12356
1353,1353.0,6170,0.1234
1354,1354.0,6162,0.12324
1355,1355.0,6156,0.12312
1356,1356.0,6147,0.12294
1357,1357.0,6140,0.1228
1358,1358.0,6131,0.12262
1359,1359.0,6124,0.12248
1360,1360.0,6117,0.12234
1361,1361.0,6107,0.12214
1362,1362.0,6100,0.122
1363,1363.0,6093,0.12186
1364,1364.0,6085,0.1217
1365,1365.0,6077,0.12154
1366,1366.0,6069,0.12138
1367,1367.0,6061,0.12122
1368,1368.0,6055,0.1211
1369,1369.0,6047,0.12094
1370,1370.0,6041,0.12082
1371,1371.0,6034,0.12068
1372,1372.0,6025,0.1205
1373,1373.0,6017,0.12034
1374,1374.0,6011,0.12022
1375,1375.0,6003,0.12006
1376,1376.0,5996,0.11992
1377,1377.0,5988,0.11976
1378,1378.0,5980,0.1196
1379,1379.0,5973,0.11946
1380,1380.0,5966,0.11932
1381,1381.0,5956,0.11912
1382,1382.0,5948,0.11896
1383,1383.0,5941,0.11882
1384,1384.0,5934,0.11868
1385,1385.0,5926,0.11852
1386,1386.0,5917,0.11834
1387,1387.0,5910,0.1182
1388,1388.0,5901,0.11802
1389,1389.0,5895,0.1179
1390,1390.0,5886,0.11772
1391,1391.0,5879,0.11758
1392,1392.0,5869,0.11738
1393,1393.0,5861,0.11722
1394,1394.0,5857,0.11714
1395,1395.0,5849,0.11698
1396,1396.0,5842,0.11684
1397,1397.0,5833,0.11666
1398,1398.0,5826,0.11652
1399,1399.0,5818,0.11636
1400,1400.0,5809,0.11618
1401,1401.0,5802,0.11604
1402,1402.0,5794,0.11588
1403,1403.0,5786,0.11572
1404,1404.0,5778,0.11556
1405,1405.0,5772,0.11544
1406,1406.0,5764,0.11528
1407,1407.0,5755,0.1151
1408,1408.0,5748,0.11496
1409,1409.0,5742,0.11484
1410,1410.0,5734,0.11468
1411,1411.0,5727,0.11454
1412,1412.0,5718,0.11436
1413,1413.0,5712,0.11424
1414,1414.0,5702,0.11404
1415,1415.0,5696,0.11392
1416,1416.0,5689,0.11378
1417,1417.0,5682,0.11364
1418,1418.0,5674,0.11348
1419,1419.0,5667,0.11334
1420,1420.0,5659,0.11318
1421,1421.0,5650,0.113
1422,1422.0,5645,0.1129
1423,1423.0,5636,0.11272
1424,1424.0,5630,0.1126
1425,1425.0,5621,0.11242
1426,1426.0,5612,0.11224
1427,1427.0,5606,0.11212
1428,1428.0,5598,0.11196
1429,1429.0,5590,0.1118
1430,1430.0,5582,0.11164
1431,1431.0,5574,0.11148
1432,1432.0,5567,0.11134
1433,1433.0,5559,0.11118
1434,1434.0,5551,0.11102
1435,1435.0,5544,0.11088
1436,1436.0,5535,0.1107
1437,1437.0,5527,0.11054
1438,1438.0,5520,0.1104
1439,1439.0,5512,0.11024
1440,1440.0,5505,0.1101
1441,1441.0,5496,0.10992
1442,1442.0,5488,0.10976
1443,1443.0,5482,0.10964
1444,1444.0,5472,0.10944
1445,1445.0,5467,0.10934
1446,1446.0,5458,0.10916
1447,1447.0,5449,0.10898
1448,1448.0,5443,0.10886
1449,1449.0,5437,0.10874
1450,1450.0,5429,0.10858
1451,1451.0,5420,0.1084
1452,1452.0,5411,0.10822
1453,1453.0,5404,0.10808
1454,1454.0,5396,0.10792
1455,1455.0,5389,0.10778
1456,1456.0,5381,0.10762
1457,1457.0,5374,0.10748
1458,1458.0,5365,0.1073
1459,1459.0,5357,0.10714
1460,1460.0,5351,0.10702
1461,1461.0,5340,0.1068
1462,1462.0,5335,0.1067
1463,1463.0,5326,0.10652
1464,1464.0,5320,0.1064
1465,1465.0,5310,0.1062
1466,1466.0,5304,0.10608
1467,1467.0,5297,0.10594
1468,1468.0,5287,0.10574
1469,1469.0,5283,0.10566
1470,1470.0,5273,0.10546
1471,1471.0,5267,0.10534
1472,1472.0,5259,0.10518
1473,1473.0,5251,0.10502
1474,1474.0,5243,0.10486
1475,1475.0,5235,0.1047
1476,1476.0,5228,0.10456
1477,1477.0,5221,0.10442
1478,1478.0,5212,0.10424
1479,1479.0,5205,0.1041
1480,1480.0,5196,0.10392
1481,1481.0,5190,0.1038
1482,1482.0,5183,0.10366
1483,1483.0,5174,0.10348
1484,1484.0,5168,0.10336
1485,1485.0,5159,0.10318
1486,1486.0,5153,0.10306
1487,1487.0,5143,0.10286
1488,1488.0,5137,0.10274
1489,1489.0,5129,0.10258
1490,1490.0,5122,0.10244
1491,1491.0,5115,0.1023
1492,1492.0,5109,0.10218
1493,1493.0,5101,0.10202
1494,1494.0,5094,0.10188
1495,1495.0,5086,0.10172
1496,1496.0,5077,0.10154
1497,1497.0,5069,0.10138
1498,1498.0,5062,0.10124
1499,1499.0,5055,0.1011
1500,1500.0,5047,0.10094
1501,1501.0,5041,0.10082
1502,1502.0,5035,0.1007
1503,1503.0,5025,0.1005
1504,1504.0,5018,0.10036
1505,1505.0,5010,0.1002
1506,1506.0,5004,0.10008
1507,1507.0,4996,0.09992
1508,1508.0,4986,0.09972
1509,1509.0,4979,0.09958
1510,1510.0,4972,0.09944
1511,1511.0,4963,0.09926
1512,1512.0,4956,0.09912
1513,1513.0,4950,0.099
1514,1514.0,4942,0.09884
1515,1515.0,4937,0.09874
1516,1516.0,4930,0.0986
1517,1517.0,4925,0.0985
1518,1518.0,4919,0.09838
1519,1519.0,4913,0.09826
1520,1520.0,4910,0.0982
1521,1521.0,4904,0.09808
1522,1522.0,4898,0.09796
1523,1523.0,4890,0.0978
1524,1524.0,4886,0.09772
1525,1525.0,4881,0.09762
1526,1526.0,4874,0.09748
1527,1527.0,4868,0.09736
1528,1528.0,4862,0.09724
1529,1529.0,4857,0.09714
1530,1530.0,4851,0.09702
1531,1531.0,4845,0.0969
1532,1532.0,4839,0.09678
1533,1533.0,4835,0.0967
1534,1534.0,4829,0.09658
1535,1535.0,4821,0.09642
1536,1536.0,4816,0.09632
1537,1537.0,4811,0.09622
1538,1538.0,4807,0.09614
1539,1539.0,4801,0.09602
1540,1540.0,4794,0.09588
1541,1541.0,4789,0.09578
1542,1542.0,4783,0.09566
1543,1543.0,4776,0.09552
1544,1544.0,4771,0.09542
1545,1545.0,4765,0.0953
1546,1546.0,4760,0.0952
1547,1547.0,4754,0.09508
1548,1548.0,4748,0.09496
1549,1549.0,4743,0.09486
1550,1550.0,4737,0.09474
1551,1551.0,4731,0.09462
1552,1552.0,4726,0.09452
1553,1553.0,4721,0.09442
1554,1554.0,4713,0.09426
1555,1555.0,4708,0.09416
1556,1556.0,4704,0.09408
1557,1557.0,4700,0.094
1558,1558.0,4692,0.09384
1559,1559.0,4688,0.09376
1560,1560.0,4682,0.09364
1561,1561.0,4675,0.0935
1562,1562.0,4669,0.09338
1563,1563.0,4664,0.09328
1564,1564.0,4657,0.09314
1565,1565.0,4654,0.09308
1566,1566.0,4647,0.09294
1567,1567.0,4643,0.09286
1568,1568.0,4635,0.0927
1569,1569.0,4630,0.0926
1570,1570.0,4623,0.09246
1571,1571.0,4617,0.09234
1572,1572.0,4612,0.09224
1573,1573.0,4605,0.0921
1574,1574.0,4601,0.09202
1575,1575.0,4595,0.0919
1576,1576.0,4589,0.09178
1577,1577.0,4583,0.09166
1578,1578.0,4577,0.09154
1579,1579.0,4572,0.09144
1580,1580.0,4567,0.09134
1581,1581.0,4562,0.09124
1582,1582.0,4556,0.09112
1583,1583.0,4550,0.091
1584,1584.0,4544,0.09088
1585,1585.0,4540,0.0908
1586,1586.0,4536,0.09072
1587,1587.0,4529,0.09058
1588,1588.0,4523,0.09046
1589,1589.0,4518,0.09036
1590,1590.0,4512,0.09024
1591,1591.0,4507,0.09014
1592,1592.0,4501,0.09002
1593,1593.0,4495,0.0899
1594,1594.0,4490,0.0898
1595,1595.0,4483,0.08966
1596,1596.0,4479,0.08958
1597,1597.0,4472,0.08944
1598,1598.0,4466,0.08932
1599,1599.0,4461,0.08922
1600,1600.0,4454,0.08908
1601,1601.0,4449,0.08898
1602,1602.0,4442,0.08884
1603,1603.0,4438,0.08876
1604,1604.0,4432,0.08864
1605,1605.0,4427,0.08854
1606,1606.0,4422,0.08844
1607,1607.0,4414,0.08828
1608,1608.0,4409,0.08818
1609,1609.0,4403,0.08806
1610,1610.0,4399,0.08798
1611,1611.0,4391,0.08782
1612,1612.0,4386,0.08772
1613,1613.0,4380,0.0876
1614,1614.0,4374,0.08748
1615,1615.0,4370,0.0874
1616,1616.0,4363,0.08726
1617,1617.0,4357,0.08714
1618,1618.0,4350,0.087
1619,1619.0,4345,0.0869
1620,1620.0,4339,0.08678
1621,1621.0,4334,0.08668
1622,1622.0,4328,0.08656
1623,1623.0,4322,0.08644
1624,1624.0,4316,0.08632
1625,1625.0,4309,0.08618
1626,1626.0,4305,0.0861
1627,1627.0,4300,0.086
1628,1628.0,4293,0.08586
1629,1629.0,4288,0.08576
1630,1630.0,4281,0.08562
1631,1631.0,4276,0.08552
1632,1632.0,4270,0.0854
1633,1633.0,4263,0.08526
1634,1634.0,4257,0.08514
1635,1635.0,4251,0.08502
1636,1636.0,4246,0.08492
1637,1637.0,4240,0.0848
1638,1638.0,4235,0.0847
1639,1639.0,4229,0.08458
1640,1640.0,4224,0.08448
1641,1641.0,4218,0.08436
1642,1642.0,4210,0.0842
1643,1643.0,4204,0.08408
1644,1644.0,4199,0.08398
1645,1645.0,4193,0.08386
1646,1646.0,4189,0.08378
1647,1647.0,4182,0.08364
1648,1648.0,4177,0.08354
1649,1649.0,4170,0.0834
1650,1650.0,4165,0.0833
1651,1651.0,4159,0.08318
1652,1652.0,4153,0.08306
1653,1653.0,4147,0.08294
1654,1654.0,4142,0.08284
1655,1655.0,4136,0.08272
1656,1656.0,4130,0.0826
1657,1657.0,4124,0.08248
1658,1658.0,4120,0.0824
1659,1659.0,4112,0.08224
1660,1660.0,4108,0.08216
1661,1661.0,4102,0.08204
1662,1662.0,4097,0.08194
1663,1663.0,4090,0.0818
1664,1664.0,4085,0.0817
1665,1665.0,4078,0.08156
1666,1666.0,4072,0.08144
1667,1667.0,4066,0.08132
1668,1668.0,4060,0.0812
1669,1669.0,4055,0.0811
1670,1670.0,4048,0.08096
1671,1671.0,4043,0.08086
1672,1672.0,4035,0.0807
1673,1673.0,4031,0.08062
1674,1674.0,4025,0.0805
1675,1675.0,4020,0.0804
1676,1676.0,4014,0.08028
1677,1677.0,4009,0.08018
1678,1678.0,4003,0.08006
1679,1679.0,3997,0.07994
1680,1680.0,3990,0.0798
1681,1681.0,3986,0.07972
1682,1682.0,3978,0.07956
1683,1683.0,3974,0.07948
1684,1684.0,3968,0.07936
1685,1685.0,3964,0.07928
1686,1686.0,3955,0.0791
1687,1687.0,3950,0.079
1688,1688.0,3943,0.07886
1689,1689.0,3938,0.07876
1690,1690.0,3933,0.07866
1691,1691.0,3926,0.07852
1692,1692.0,3920,0.0784
1693,1693.0,3915,0.0783
1694,1694.0,3909,0.07818
1695,1695.0,3904,0.07808
1696,1696.0,3897,0.07794
1697,1697.0,3893,0.07786
1698,1698.0,3887,0.07774
1699,1699.0,3881,0.07762
1700,1700.0,3875,0.0775
1701,1701.0,3868,0.07736
1702,1702.0,3865,0.0773
1703,1703.0,3859,0.07718
1704,1704.0,3854,0.07708
1705,1705.0,3847,0.07694
1706,1706.0,3840,0.0768
1707,1707.0,3836,0.07672
1708,1708.0,3831,0.07662
1709,1709.0,3826,0.07652
1710,1710.0,3818,0.07636
1711,1711.0,3812,0.07624
1712,1712.0,3807,0.07614
1713,1713.0,3801,0.07602
1714,1714.0,3795,0.0759
1715,1715.0,3790,0.0758
1716,1716.0,3784,0.07568
1717,1717.0,3778,0.07556
1718,1718.0,3773,0.07546
1719,1719.0,3767,0.07534
1720,1720.0,3760,0.0752
1721,1721.0,3755,0.0751
1722,1722.0,3750,0.075
1723,1723.0,3743,0.07486
1724,1724.0,3739,0.07478
1725,1725.0,3731,0.07462
1726,1726.0,3726,0.07452
1727,1727.0,3722,0.07444
1728,1728.0,3716,0.07432
1729,1729.0,3710,0.0742
1730,1730.0,3704,0.07408
1731,1731.0,3697,0.07394
1732,1732.0,3693,0.07386
1733,1733.0,3687,0.07374
1734,1734.0,3681,0.07362
1735,1735.0,3674,0.07348
1736,1736.0,3668,0.07336
1737,1737.0,3664,0.07328
1738,1738.0,3657,0.07314
1739,1739.0,3652,0.07304
1740,1740.0,3644,0.07288
1741,1741.0,3639,0.07278
1742,1742.0,3633,0.07266
1743,1743.0,3629,0.07258
1744,1744.0,3623,0.07246
1745,1745.0,3616,0.07232
1746,1746.0,3610,0.0722
1747,1747.0,3605,0.0721
1748,1748.0,3599,0.07198
1749,1749.0,3593,0.07186
1750,1750.0,3587,0.07174
1751,1751.0,3581,0.07162
1752,1752.0,3576,0.07152
1753,1753.0,3569,0.07138
1754,1754.0,3563,0.07126
1755,1755.0,3560,0.0712
1756,1756.0,3553,0.07106
1757,1757.0,3546,0.07092
1758,1758.0,3540,0.0708
1759,1759.0,3534,0.07068
1760,1760.0,3528,0.07056
1761,1761.0,3523,0.07046
1762,1762.0,3517,0.07034
1763,1763.0,3511,0.07022
1764,1764.0,3506,0.07012
1765,1765.0,3501,0.07002
1766,1766.0,3493,0.06986
1767,1767.0,3487,0.06974
1768,1768.0,3481,0.06962
1769,1769.0,3475,0.0695
1770,1770.0,3470,0.0694
1771,1771.0,3462,0.06924
1772,1772.0,3457,0.06914
1773,1773.0,3451,0.06902
1774,1774.0,3444,0.06888
1775,1775.0,3440,0.0688
1776,1776.0,3435,0.0687
1777,1777.0,3428,0.06856
1778,1778.0,3423,0.06846
1779,1779.0,3416,0.06832
1780,1780.0,3409,0.06818
1781,1781.0,3404,0.06808
1782,1782.0,3399,0.06798
1783,1783.0,3392,0.06784
1784,1784.0,3386,0.06772
1785,1785.0,3381,0.06762
1786,1786.0,3374,0.06748
1787,1787.0,3369,0.06738
1788,1788.0,3364,0.06728
1789,1789.0,3358,0.06716
1790,1790.0,3350,0.067
1791,1791.0,3346,0.06692
1792,1792.0,3341,0.06682
1793,1793.0,3335,0.0667
1794,1794.0,3327,0.06654
1795,1795.0,3320,0.0664
1796,1796.0,3314,0.06628
1797,1797.0,3309,0.06618
1798,1798.0,3302,0.06604
1799,1799.0,3297,0.06594
1800,1800.0,3290,0.0658
1801,1801.0,3284,0.06568
1802,1802.0,3278,0.06556
1803,1803.0,3273,0.06546
1804,1804.0,3267,0.06534
1805,1805.0,3260,0.0652
1806,1806.0,3255,0.0651
1807,1807.0,3247,0.06494
1808,1808.0,3242,0.06484
1809,1809.0,3237,0.06474
1810,1810.0,3231,0.06462
1811,1811.0,3224,0.06448
1812,1812.0,3218,0.06436
1813,1813.0,3213,0.06426
1814,1814.0,3205,0.0641
1815,1815.0,3200,0.064
1816,1816.0,3194,0.06388
1817,1817.0,3189,0.06378
1818,1818.0,3183,0.06366
1819,1819.0,3177,0.06354
1820,1820.0,3172,0.06344
1821,1821.0,3167,0.06334
1822,1822.0,3161,0.06322
1823,1823.0,3154,0.06308
1824,1824.0,3148,0.06296
1825,1825.0,3141,0.06282
1826,1826.0,3135,0.0627
1827,1827.0,3130,0.0626
1828,1828.0,3124,0.06248
1829,1829.0,3117,0.06234
1830,1830.0,3112,0.06224
1831,1831.0,3107,0.06214
1832,1832.0,3101,0.06202
1833,1833.0,3094,0.06188
1834,1834.0,3087,0.06174
1835,1835.0,3083,0.06166
1836,1836.0,3076,0.06152
1837,1837.0,3070,0.0614
1838,1838.0,3064,0.06128
1839,1839.0,3059,0.06118
1840,1840.0,3053,0.06106
1841,1841.0,3046,0.06092
1842,1842.0,3039,0.06078
1843,1843.0,3034,0.06068
1844,1844.0,3029,0.06058
1845,1845.0,3022,0.06044
1846,1846.0,3017,0.06034
1847,1847.0,3010,0.0602
1848,1848.0,3005,0.0601
1849,1849.0,2998,0.05996
1850,1850.0,2993,0.05986
1851,1851.0,2989,0.05978
1852,1852.0,2982,0.05964
1853,1853.0,2977,0.05954
1854,1854.0,2973,0.05946
1855,1855.0,2965,0.0593
1856,1856.0,2959,0.05918
1857,1857.0,2954,0.05908
1858,1858.0,2947,0.05894
1859,1859.0,2940,0.0588
1860,1860.0,2934,0.05868
1861,1861.0,2929,0.05858
1862,1862.0,2923,0.05846
1863,1863.0,2918,0.05836
1864,1864.0,2911,0.05822
1865,1865.0,2903,0.05806
1866,1866.0,2899,0.05798
1867,1867.0,2893,0.05786
1868,1868.0,2886,0.05772
1869,1869.0,2880,0.0576
1870,1870.0,2875,0.0575
