gen,id,evac,cost,rank,widths
1,1,1103.8,3212.83,0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
1,2,1401.72,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,3,1141.96,2308.42,0,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
1,4,1163.16,1532.9,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1,5,1241.91,375.19,0,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
1,6,1323.0,174.95,0,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
1,7,1187.76,747.52,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1,8,1270.81,347.46,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
1,9,1300.25,200.24,0,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
1,10,1175.5,1303.37,0,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
1,11,1176.51,1023.02,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1,12,1182.5,908.0,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
