gen,id,evac,cost,rank,widths
1,1,1545.04,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1469.55,174.95,0,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
1,3,1444.4,200.24,0,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
1,4,1382.3,375.19,0,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
1,5,1294.34,1532.9,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1,6,1242.13,3212.83,0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
1,7,1408.94,347.46,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
1,8,1316.44,908.0,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1,9,1313.37,988.79,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1,10,1310.16,1023.02,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1,11,1322.95,747.52,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1,12,1284.7,2308.42,0,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
