gen,id,evac,cost,rank,widths
1,1,1619.97,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1527.39,174.95,0,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
1,3,1501.53,200.24,0,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
1,4,1434.13,375.19,0,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
1,5,1283.05,3212.83,0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
1,6,1466.7,347.46,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
1,7,1366.06,908.0,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1,8,1362.02,988.79,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1,9,1373.74,747.52,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1,10,1344.56,1532.9,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1,11,1331.27,2308.42,0,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
1,12,1620.37,0.0,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
