gen,id,evac,cost,rank,widths
1,1,1367.38,174.95,0,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
1,2,1345.07,200.24,0,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
1,3,1285.77,375.19,0,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
1,4,1146.06,3212.83,0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
1,5,1313.55,347.46,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
1,6,1222.56,908.0,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1,7,1221.0,988.79,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1,8,1217.35,1023.02,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1,9,1202.85,1532.9,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1,10,1229.74,747.52,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1,11,1445.39,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,12,1185.24,2308.42,0,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
