gen,id,evac,cost,rank,widths
1,1,1655.82,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1562.09,174.95,0,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
1,3,1542.97,200.24,0,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
1,4,1475.91,375.19,0,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
1,5,1411.55,747.52,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1,6,1382.16,1532.9,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1,7,1336.34,3212.83,0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
1,8,1407.39,908.0,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1,9,1401.09,988.79,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1,10,1497.98,347.46,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
1,11,1377.6,1940.62,0,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
1,12,1544.41,200.24,1,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
