gen,id,evac,cost,rank,widths
1,1,1591.89,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1275.85,3212.83,0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
1,3,1314.88,1940.62,0,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
1,4,1503.53,174.95,0,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
1,5,1332.87,1532.9,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1,6,1380.81,547.7,0,"[0,0,2,0,0,0,0,0,0,0,0,0,4,0,0]"
1,7,1423.86,375.19,0,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
1,8,1480.12,200.24,0,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
1,9,1445.96,347.46,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
1,10,1349.77,1023.02,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1,11,1360.62,747.52,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1,12,1354.0,908.0,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
