gen,id,evac,cost,rank,widths
1,1,1345.68,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1268.45,174.95,0,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
1,3,1238.77,200.24,0,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
1,4,1188.19,375.19,0,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
1,5,1112.78,1532.9,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1,6,1063.91,3212.83,0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
1,7,1127.63,988.79,0,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1,8,1122.9,1023.02,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1,9,1129.7,908.0,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1,10,1214.11,347.46,0,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
1,11,1132.42,747.52,0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1,12,1113.11,2132.91,1,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
