Generation,Run_ID,Final_Fitness,Evac_Score,Cost_Score,Solution_Widths
1,1,911.1258106137329,568.754810613733,3423.71,"[0.0, 2.0, 0.0, 4.0, 4.0, 0.0, 4.0, 2.0, 2.0, 4.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0]"
1,2,982.6548140147167,542.6348140147168,4400.2,"[4.0, 4.0, 4.0, 2.0, 4.0, 0.0, 2.0, 0.0, 0.0, 4.0, 4.0, 2.0, 4.0, 0.0, 0.0, 4.0]"
1,3,976.5564504084803,567.2394504084801,4093.1700000000005,"[0.0, 4.0, 0.0, 4.0, 2.0, 4.0, 0.0, 4.0, 2.0, 4.0, 2.0, 2.0, 0.0, 2.0, 4.0, 0.0]"
1,4,992.9695041857955,561.3115041857953,4316.580000000001,"[4.0, 2.0, 2.0, 2.0, 2.0, 4.0, 0.0, 4.0, 4.0, 0.0, 0.0, 4.0, 4.0, 0.0, 0.0, 4.0]"
1,5,980.9108964423143,557.3178964423142,4235.93,"[4.0, 0.0, 4.0, 0.0, 2.0, 4.0, 2.0, 4.0, 4.0, 4.0, 0.0, 4.0, 2.0, 0.0, 0.0, 2.0]"
1,6,969.7551922765326,541.8211922765325,4279.34,"[2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 4.0, 0.0, 4.0, 4.0, 0.0, 2.0, 4.0, 0.0, 4.0, 0.0]"
1,7,896.3371498885964,546.9801498885963,3493.5700000000006,"[0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 4.0, 4.0, 2.0, 2.0, 4.0, 2.0, 4.0, 0.0, 4.0, 2.0]"
1,8,924.9644886233206,552.0334886233205,3729.31,"[0.0, 4.0, 0.0, 4.0, 0.0, 4.0, 2.0, 0.0, 0.0, 4.0, 4.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
1,9,926.8369880494228,531.0069880494227,3958.3,"[4.0, 0.0, 2.0, 0.0, 0.0, 4.0, 2.0, 4.0, 4.0, 4.0, 0.0, 0.0, 2.0, 4.0, 4.0, 2.0]"
1,10,857.9546030652895,530.7886030652894,3271.6600000000003,"[4.0, 2.0, 2.0, 0.0, 2.0, 0.0, 4.0, 0.0, 2.0, 2.0, 0.0, 2.0, 0.0, 4.0, 2.0, 2.0]"
