Run_ID,steps,T_total,N0,N_end
992,899,898.0,49382,10000
993,894,893.0,49387,10003
994,883,882.0,49387,10018
995,896,895.0,49386,10012
996,923,922.0,49379,10012
997,896,895.0,49387,10009
998,897,896.0,49382,10017
999,880,879.0,49386,10011
1000,889,888.0,49385,10014
1001,902,901.0,49379,10004
1002,900,899.0,49379,10020
1003,861,860.0,49384,10006
1004,894,893.0,49392,10016
1005,863,862.0,49395,9999
1006,885,884.0,49384,10014
1007,888,887.0,49383,10007
1008,894,893.0,49387,10013
1009,857,856.0,49394,10021
1010,902,901.0,49381,10009
1011,880,879.0,49387,10004
1012,901,900.0,49380,10011
1013,881,880.0,49389,10012
1014,888,887.0,49383,10005
1015,878,877.0,49388,10017
1016,907,906.0,49381,10013
1017,900,899.0,49380,10013
1018,924,923.0,49377,10008
1019,945,944.0,49384,10017
1020,894,893.0,49387,10007
1021,899,898.0,49379,10015
1022,884,883.0,49386,9999
1023,897,896.0,49385,10002
1024,883,882.0,49384,10014
1025,912,911.0,49383,10022
1026,901,900.0,49380,10012
1027,900,899.0,49380,10016
1028,907,906.0,49385,10013
1029,892,891.0,49385,10003
1030,885,884.0,49385,10000
1031,894,893.0,49384,10015
1032,883,882.0,49384,10018
1033,951,950.0,49377,10000
1034,914,913.0,49383,10011
1035,875,874.0,49384,10016
1036,909,908.0,49391,10000
1037,888,887.0,49386,10004
1038,905,904.0,49389,10005
1039,892,891.0,49388,10014
1040,889,888.0,49383,9997
1041,879,878.0,49394,10009
1042,902,901.0,49384,10008
1043,895,894.0,49384,10004
1044,870,869.0,49384,10000
1045,868,867.0,49386,10009
1046,913,912.0,49385,10010
1047,914,913.0,49378,10003
1048,871,870.0,49383,10006
1049,929,928.0,49382,10002
1050,870,869.0,49390,10024
1051,901,900.0,49381,10020
1052,902,901.0,49381,9999
1053,908,907.0,49387,10000
1054,888,887.0,49388,10010
1055,898,897.0,49381,10001
1056,947,946.0,49377,10005
1057,902,901.0,49380,9999
1058,876,875.0,49386,10011
1059,889,888.0,49383,10015
1060,889,888.0,49386,10017
1061,902,901.0,49380,10002
1062,906,905.0,49387,10009
1063,890,889.0,49386,10004
1064,897,896.0,49386,10006
1065,883,882.0,49385,10009
1066,901,900.0,49380,10006
1067,957,956.0,49384,10001
1068,922,921.0,49378,10004
1069,877,876.0,49390,10020
1070,904,903.0,49388,10006
1071,901,900.0,49379,10016
1072,878,877.0,49388,10010
1073,909,908.0,49391,10020
1074,859,858.0,49388,10018
1075,941,940.0,49382,10017
1076,913,912.0,49385,10004
1077,903,902.0,49393,10013
1078,869,868.0,49388,10013
1079,918,917.0,49382,10004
1080,889,888.0,49383,10001
1081,895,894.0,49384,9998
1082,906,905.0,49384,10009
1083,893,892.0,49388,10012
1084,888,887.0,49384,10012
1085,875,874.0,49386,10018
1086,873,872.0,49396,10011
1087,883,882.0,49388,10005
1088,945,944.0,49383,10006
1089,918,917.0,49385,10010
1090,868,867.0,49390,10017
1091,937,936.0,49385,10014
1092,852,851.0,49392,10001
1093,892,891.0,49385,10000
1094,909,908.0,49382,10020
1095,871,870.0,49389,9999
1096,934,933.0,49386,10012
1097,888,887.0,49384,10016
1098,902,901.0,49380,10003
1099,873,872.0,49392,10000
1100,913,912.0,49380,10011
1101,901,900.0,49381,10008
1102,901,900.0,49380,10011
1103,895,894.0,49385,10019
1104,902,901.0,49382,10005
1105,889,888.0,49383,10005
1106,912,911.0,49386,10004
1107,941,940.0,49377,10012
1108,852,851.0,49394,10016
1109,895,894.0,49386,10000
1110,913,912.0,49392,10015
1111,902,901.0,49380,10012
1112,923,922.0,49380,10007
1113,877,876.0,49384,10002
1114,902,901.0,49384,10004
1115,883,882.0,49384,10015
1116,897,896.0,49384,10004
1117,880,879.0,49382,10003
1118,869,868.0,49386,10024
1119,889,888.0,49393,10013
1120,950,949.0,49377,10017
1121,880,879.0,49384,10018
1122,917,916.0,49386,10006
1123,944,943.0,49385,10008
1124,887,886.0,49383,10019
1125,915,914.0,49386,10004
1126,1010,1009.0,49381,10011
1127,913,912.0,49385,10002
1128,889,888.0,49386,10006
1129,889,888.0,49383,9999
1130,900,899.0,49381,10014
1131,883,882.0,49387,9998
1132,901,900.0,49380,10006
1133,874,873.0,49391,10019
1134,886,885.0,49392,10002
1135,876,875.0,49385,10011
1136,890,889.0,49395,10015
1137,902,901.0,49381,10008
1138,877,876.0,49392,10016
1139,927,926.0,49382,10015
1140,844,843.0,49392,10017
1141,889,888.0,49393,10004
1142,863,862.0,49389,10017
1143,935,934.0,49381,9997
1144,933,932.0,49379,9999
1145,923,922.0,49380,10003
1146,884,883.0,49385,10007
1147,898,897.0,49385,9999
1148,879,878.0,49387,10015
1149,886,885.0,49386,10000
1150,884,883.0,49387,10010
1151,902,901.0,49379,10007
1152,902,901.0,49380,10010
1153,883,882.0,49384,10013
1154,907,906.0,49386,10015
1155,889,888.0,49385,10005
1156,897,896.0,49377,10010
1157,935,934.0,49381,10008
1158,881,880.0,49386,10013
1159,901,900.0,49381,10000
1160,901,900.0,49381,10010
1161,871,870.0,49386,10019
1162,932,931.0,49380,10019
1163,869,868.0,49393,10016
1164,829,828.0,49390,10024
1165,881,880.0,49384,10013
1166,901,900.0,49385,9999
1167,893,892.0,49384,10015
1168,867,866.0,49385,10005
1169,950,949.0,49386,10017
1170,900,899.0,49380,10017
1171,912,911.0,49391,10016
1172,884,883.0,49385,10015
1173,928,927.0,49385,10007
1174,887,886.0,49385,10004
1175,902,901.0,49391,10005
1176,903,902.0,49378,10005
1177,895,894.0,49383,10000
1178,896,895.0,49384,10014
1179,933,932.0,49381,10017
1180,924,923.0,49379,10012
1181,909,908.0,49379,10020
1182,877,876.0,49383,10007
1183,924,923.0,49380,10001
1184,901,900.0,49380,10019
1185,916,915.0,49387,10013
1186,923,922.0,49380,10007
1187,942,941.0,49383,10015
1188,906,905.0,49386,10008
1189,938,937.0,49385,10010
1190,894,893.0,49383,10004
1191,889,888.0,49385,10004
1192,880,879.0,49387,10007
1193,887,886.0,49384,10018
1194,886,885.0,49393,10011
1195,906,905.0,49387,10003
1196,897,896.0,49385,10009
1197,903,902.0,49379,10015
1198,882,881.0,49391,10014
1199,910,909.0,49382,10010
1200,903,902.0,49379,10010
1201,901,900.0,49380,10020
1202,900,899.0,49381,10004
1203,928,927.0,49380,10019
1204,900,899.0,49380,10013
1205,876,875.0,49384,10008
1206,901,900.0,49379,10000
1207,900,899.0,49380,10017
1208,901,900.0,49381,10014
1209,871,870.0,49384,10019
1210,901,900.0,49380,10008
1211,938,937.0,49385,10009
1212,902,901.0,49382,10009
1213,901,900.0,49385,10004
1214,992,991.0,49377,10000
1215,907,906.0,49390,10017
1216,918,917.0,49389,10013
1217,897,896.0,49385,10009
1218,881,880.0,49386,10002
1219,893,892.0,49383,10000
1220,929,928.0,49385,10005
1221,875,874.0,49383,10011
1222,923,922.0,49380,10009
1223,897,896.0,49386,10017
1224,887,886.0,49385,10008
1225,892,891.0,49387,10008
1226,874,873.0,49390,10002
1227,901,900.0,49379,10003
1228,885,884.0,49387,10010
1229,901,900.0,49390,10001
1230,922,921.0,49387,10004
1231,903,902.0,49389,10002
1232,943,942.0,49384,10000
1233,884,883.0,49385,10015
1234,864,863.0,49391,10007
1235,859,858.0,49385,10007
1236,863,862.0,49393,10016
1237,896,895.0,49386,10011
1238,938,937.0,49386,10004
1239,901,900.0,49387,10009
1240,871,870.0,49388,10012
1241,922,921.0,49379,10022
1242,893,892.0,49389,10011
1243,901,900.0,49381,10008
1244,888,887.0,49385,10011
1245,940,939.0,49381,10008
1246,890,889.0,49383,10009
1247,881,880.0,49388,10003
1248,901,900.0,49381,10005
1249,886,885.0,49386,10014
1250,897,896.0,49378,10022
1251,901,900.0,49380,10011
1252,901,900.0,49381,10015
1253,894,893.0,49384,10002
1254,884,883.0,49382,10015
1255,913,912.0,49385,10003
1256,894,893.0,49388,10021
1257,875,874.0,49385,10011
1258,940,939.0,49381,10013
1259,892,891.0,49388,10003
1260,900,899.0,49380,10003
1261,890,889.0,49386,10016
1262,898,897.0,49394,10011
1263,940,939.0,49379,10001
1264,897,896.0,49384,10004
1265,876,875.0,49385,10017
1266,906,905.0,49385,10019
1267,922,921.0,49379,10005
1268,914,913.0,49381,10013
1269,888,887.0,49384,10005
1270,931,930.0,49384,10019
1271,893,892.0,49384,10001
1272,845,844.0,49391,10017
1273,900,899.0,49379,10007
1274,902,901.0,49381,10013
1275,866,865.0,49392,10009
1276,876,875.0,49385,10004
1277,885,884.0,49384,10016
1278,895,894.0,49378,10016
1279,896,895.0,49379,10009
1280,902,901.0,49383,10019
1281,879,878.0,49387,10003
1282,859,858.0,49391,10006
1283,875,874.0,49384,10008
1284,942,941.0,49380,10004
1285,881,880.0,49385,10013
1286,900,899.0,49379,10019
1287,923,922.0,49379,10005
1288,894,893.0,49386,10003
1289,893,892.0,49386,10002
1290,883,882.0,49381,10010
1291,901,900.0,49380,10005
1292,912,911.0,49386,10014
1293,888,887.0,49384,10006
1294,862,861.0,49387,10004
1295,877,876.0,49387,10010
1296,889,888.0,49385,9998
1297,901,900.0,49379,10008
1298,901,900.0,49381,10005
1299,924,923.0,49379,10010
1300,930,929.0,49379,10000
1301,902,901.0,49380,10015
1302,900,899.0,49380,10014
1303,892,891.0,49386,10017
1304,900,899.0,49380,10007
1305,890,889.0,49386,10000
1306,889,888.0,49386,10004
1307,893,892.0,49387,10016
1308,892,891.0,49389,10019
1309,915,914.0,49381,9997
1310,896,895.0,49383,10001
1311,910,909.0,49383,10011
1312,885,884.0,49384,10007
1313,875,874.0,49385,10016
1314,900,899.0,49391,10001
1315,874,873.0,49392,9999
1316,890,889.0,49385,10001
1317,950,949.0,49377,10009
1318,886,885.0,49386,9998
1319,927,926.0,49382,10019
1320,920,919.0,49381,9999
1321,887,886.0,49384,10019
1322,883,882.0,49383,10018
1323,883,882.0,49384,10006
1324,915,914.0,49384,10005
1325,950,949.0,49386,10001
1326,902,901.0,49380,10001
1327,880,879.0,49393,10015
1328,896,895.0,49378,9999
1329,908,907.0,49383,10007
1330,870,869.0,49382,10007
1331,906,905.0,49385,10005
1332,902,901.0,49381,10003
1333,889,888.0,49386,10012
1334,902,901.0,49380,10002
1335,902,901.0,49379,10011
1336,906,905.0,49385,10019
1337,901,900.0,49380,10014
1338,902,901.0,49380,10004
1339,901,900.0,49384,10006
1340,892,891.0,49385,10019
1341,929,928.0,49389,10014
1342,895,894.0,49387,9999
1343,886,885.0,49385,10003
1344,928,927.0,49380,10013
1345,884,883.0,49384,10009
1346,877,876.0,49386,10010
1347,888,887.0,49384,10020
1348,876,875.0,49389,10019
1349,924,923.0,49381,10012
1350,943,942.0,49384,10015
1351,903,902.0,49379,9999
1352,902,901.0,49379,10005
1353,885,884.0,49383,10016
1354,920,919.0,49382,10013
1355,901,900.0,49380,10010
1356,901,900.0,49381,10005
1357,896,895.0,49383,10002
1358,900,899.0,49382,10001
1359,940,939.0,49379,10018
1360,893,892.0,49383,10018
1361,889,888.0,49387,10009
1362,874,873.0,49393,10019
1363,893,892.0,49384,10012
1364,874,873.0,49388,10003
1365,890,889.0,49382,10002
1366,901,900.0,49381,10003
1367,913,912.0,49385,10007
1368,892,891.0,49386,10004
1369,902,901.0,49381,10010
1370,926,925.0,49379,10013
1371,899,898.0,49386,10011
1372,886,885.0,49385,10015
1373,915,914.0,49379,10013
1374,931,930.0,49381,10002
1375,900,899.0,49384,10016
1376,948,947.0,49385,10007
1377,894,893.0,49384,10009
1378,888,887.0,49387,10015
1379,878,877.0,49387,10001
1380,895,894.0,49385,10009
1381,916,915.0,49381,10015
1382,952,951.0,49378,10012
1383,900,899.0,49380,10018
1384,866,865.0,49389,10017
1385,936,935.0,49379,10001
1386,901,900.0,49380,10000
1387,850,849.0,49393,10004
1388,898,897.0,49384,10018
1389,932,931.0,49388,10000
1390,891,890.0,49384,9999
1391,900,899.0,49380,10013
1392,901,900.0,49380,10006
1393,886,885.0,49383,9999
1394,889,888.0,49385,10002
1395,888,887.0,49387,10022
1396,887,886.0,49384,10015
1397,902,901.0,49379,10008
1398,900,899.0,49381,10014
1399,879,878.0,49387,10002
1400,889,888.0,49387,10017
1401,900,899.0,49380,9998
1402,901,900.0,49380,10009
1403,899,898.0,49380,10019
1404,900,899.0,49379,10016
1405,912,911.0,49386,10000
1406,882,881.0,49385,10007
1407,918,917.0,49385,10001
1408,900,899.0,49381,10012
1409,902,901.0,49380,10007
1410,894,893.0,49384,10016
1411,901,900.0,49381,10015
1412,985,984.0,49377,10008
1413,901,900.0,49381,10000
1414,893,892.0,49385,10007
1415,903,902.0,49392,10018
1416,917,916.0,49384,10005
1417,902,901.0,49380,10001
1418,901,900.0,49380,10001
1419,876,875.0,49384,10001
1420,887,886.0,49384,10000
1421,889,888.0,49381,10016
1422,907,906.0,49383,10016
1423,882,881.0,49391,10002
1424,868,867.0,49390,10011
1425,937,936.0,49388,10010
1426,904,903.0,49379,10001
1427,897,896.0,49393,10005
1428,922,921.0,49393,9996
1429,891,890.0,49383,10000
1430,945,944.0,49378,9996
1431,877,876.0,49385,10013
1432,884,883.0,49384,9998
1433,922,921.0,49386,10004
1434,886,885.0,49386,10012
1435,902,901.0,49381,10016
1436,881,880.0,49383,10019
1437,880,879.0,49392,10008
1438,883,882.0,49386,10016
1439,888,887.0,49382,10012
1440,882,881.0,49390,10000
1441,894,893.0,49384,10016
1442,905,904.0,49388,10002
1443,916,915.0,49391,10002
1444,925,924.0,49387,10010
1445,898,897.0,49381,10003
1446,942,941.0,49379,10005
1447,927,926.0,49385,10010
1448,913,912.0,49390,10002
1449,903,902.0,49380,10006
1450,893,892.0,49387,10007
1451,900,899.0,49381,10016
1452,902,901.0,49381,10015
1453,902,901.0,49382,10011
1454,889,888.0,49385,10012
1455,885,884.0,49393,10012
1456,940,939.0,49379,10000
1457,908,907.0,49383,10014
1458,897,896.0,49378,10007
1459,906,905.0,49386,10010
1460,874,873.0,49393,10005
1461,901,900.0,49382,10013
1462,864,863.0,49389,10015
1463,875,874.0,49388,10004
1464,864,863.0,49390,10012
1465,950,949.0,49377,10014
1466,902,901.0,49386,10013
1467,903,902.0,49381,10011
1468,885,884.0,49385,10019
1469,890,889.0,49383,10000
1470,918,917.0,49386,10019
1471,876,875.0,49385,10012
1472,895,894.0,49386,10002
1473,962,961.0,49378,10002
1474,924,923.0,49387,10009
1475,905,904.0,49385,10018
1476,886,885.0,49385,10016
1477,943,942.0,49378,10003
1478,884,883.0,49386,10010
1479,873,872.0,49384,9999
1480,921,920.0,49378,10016
1481,901,900.0,49380,10005
1482,891,890.0,49391,10015
1483,890,889.0,49387,10019
1484,873,872.0,49386,10019
1485,897,896.0,49385,10014
1486,883,882.0,49384,10009
1487,888,887.0,49384,10016
1488,887,886.0,49382,10011
1489,928,927.0,49385,10017
1490,895,894.0,49386,10002
1491,894,893.0,49384,9998
1492,899,898.0,49386,10012
1493,891,890.0,49382,10012
1494,882,881.0,49388,10006
1495,857,856.0,49391,10009
1496,900,899.0,49380,10018
1497,901,900.0,49380,10013
1498,955,954.0,49381,10010
1499,928,927.0,49384,10002
1500,902,901.0,49380,10003
1501,901,900.0,49380,10005
1502,901,900.0,49380,10005
1503,934,933.0,49384,10017
1504,885,884.0,49385,10003
1505,887,886.0,49384,10017
1506,898,897.0,49378,10010
1507,876,875.0,49392,10006
1508,889,888.0,49384,10004
1509,887,886.0,49387,10003
1510,907,906.0,49386,10002
1511,906,905.0,49385,10016
1512,888,887.0,49384,9998
1513,894,893.0,49386,10008
1514,901,900.0,49381,10005
1515,861,860.0,49387,10007
1516,902,901.0,49381,10019
1517,871,870.0,49384,10013
1518,860,859.0,49391,10002
1519,899,898.0,49379,10017
1520,914,913.0,49385,10016
1521,875,874.0,49386,10020
1522,910,909.0,49385,10003
1523,908,907.0,49385,9999
1524,894,893.0,49384,10015
1525,856,855.0,49394,9998
1526,885,884.0,49386,10006
1527,892,891.0,49387,10020
1528,900,899.0,49380,10005
1529,897,896.0,49377,10005
1530,901,900.0,49379,10014
1531,902,901.0,49380,10007
1532,942,941.0,49379,10019
1533,901,900.0,49380,10012
1534,902,901.0,49378,10012
1535,955,954.0,49379,10010
1536,937,936.0,49381,10018
1537,955,954.0,49380,10006
1538,880,879.0,49392,10011
1539,942,941.0,49385,10011
1540,940,939.0,49381,10011
1541,890,889.0,49385,10008
1542,914,913.0,49384,10018
1543,870,869.0,49384,9999
1544,881,880.0,49384,10018
1545,890,889.0,49384,10016
1546,901,900.0,49382,10012
1547,898,897.0,49382,10002
1548,888,887.0,49386,10006
1549,896,895.0,49377,10013
1550,957,956.0,49380,9999
1551,901,900.0,49380,10016
1552,900,899.0,49381,10012
1553,888,887.0,49383,10015
1554,969,968.0,49384,10004
1555,904,903.0,49386,10001
1556,898,897.0,49383,10014
1557,944,943.0,49380,10008
1558,850,849.0,49391,10010
1559,861,860.0,49390,10017
1560,875,874.0,49383,10014
1561,907,906.0,49384,10006
1562,888,887.0,49384,10011
1563,901,900.0,49381,10011
1564,906,905.0,49386,10017
1565,901,900.0,49380,10016
1566,896,895.0,49378,10010
1567,914,913.0,49385,10012
1568,901,900.0,49380,10003
1569,902,901.0,49380,10004
1570,880,879.0,49392,10012
1571,902,901.0,49380,10004
1572,886,885.0,49386,10011
1573,870,869.0,49384,10002
1574,906,905.0,49383,10013
1575,896,895.0,49383,10020
1576,901,900.0,49381,10014
1577,855,854.0,49392,9997
1578,886,885.0,49388,10010
1579,895,894.0,49386,10009
1580,891,890.0,49387,10001
1581,870,869.0,49382,10010
1582,872,871.0,49381,10004
1583,916,915.0,49379,10002
1584,891,890.0,49384,10014
1585,903,902.0,49381,10002
1586,911,910.0,49385,10010
1587,907,906.0,49386,10017
1588,875,874.0,49387,10008
1589,895,894.0,49378,10015
1590,853,852.0,49395,10010
1591,947,946.0,49379,10005
1592,887,886.0,49385,10008
1593,898,897.0,49378,10009
1594,895,894.0,49393,10003
1595,894,893.0,49383,10008
1596,903,902.0,49394,10009
1597,905,904.0,49387,10003
1598,901,900.0,49379,10020
1599,878,877.0,49392,9998
1600,889,888.0,49386,10000
1601,900,899.0,49380,10018
1602,900,899.0,49381,10010
1603,905,904.0,49386,10014
1604,888,887.0,49386,10010
1605,907,906.0,49384,10016
1606,896,895.0,49392,10009
1607,950,949.0,49382,10003
1608,884,883.0,49387,9996
1609,901,900.0,49380,10007
1610,890,889.0,49387,10013
1611,898,897.0,49389,10016
1612,879,878.0,49392,9998
1613,888,887.0,49384,10017
1614,901,900.0,49386,10017
1615,883,882.0,49386,10017
1616,891,890.0,49386,10001
1617,924,923.0,49379,10009
1618,901,900.0,49381,10011
1619,899,898.0,49386,10008
1620,889,888.0,49384,10002
1621,903,902.0,49385,10010
1622,910,909.0,49386,10015
1623,897,896.0,49381,10000
1624,923,922.0,49377,10017
1625,887,886.0,49385,10012
1626,913,912.0,49382,10016
1627,902,901.0,49379,10005
1628,895,894.0,49385,10007
1629,900,899.0,49381,10007
1630,884,883.0,49384,10005
1631,888,887.0,49384,10005
1632,919,918.0,49386,10011
1633,889,888.0,49385,10010
1634,871,870.0,49384,10005
1635,902,901.0,49383,10005
1636,891,890.0,49386,10009
1637,859,858.0,49388,10005
1638,906,905.0,49385,10012
1639,888,887.0,49384,10007
1640,892,891.0,49387,10023
1641,900,899.0,49381,10010
1642,888,887.0,49391,10002
1643,900,899.0,49382,10010
1644,889,888.0,49383,10012
1645,901,900.0,49383,10002
1646,905,904.0,49387,10012
1647,904,903.0,49383,10013
1648,901,900.0,49381,10015
1649,898,897.0,49384,10008
1650,902,901.0,49385,10000
1651,901,900.0,49379,10002
1652,901,900.0,49381,10007
1653,912,911.0,49385,10001
1654,871,870.0,49388,10010
1655,888,887.0,49385,10016
1656,898,897.0,49384,10003
1657,871,870.0,49385,10002
1658,884,883.0,49389,9999
1659,912,911.0,49385,10001
1660,876,875.0,49386,9998
1661,912,911.0,49386,10005
1662,877,876.0,49384,10008
1663,912,911.0,49388,10014
1664,923,922.0,49379,10010
1665,843,842.0,49389,10010
1666,850,849.0,49393,10016
1667,896,895.0,49386,10004
1668,882,881.0,49382,10024
1669,888,887.0,49385,10010
1670,889,888.0,49384,10014
1671,914,913.0,49387,10013
1672,894,893.0,49386,10001
1673,888,887.0,49386,10008
1674,902,901.0,49380,10010
1675,875,874.0,49384,10005
1676,901,900.0,49381,9998
1677,949,948.0,49386,10008
1678,896,895.0,49378,10010
1679,893,892.0,49385,10010
1680,914,913.0,49380,10014
1681,901,900.0,49380,10012
1682,898,897.0,49384,10005
1683,887,886.0,49384,10022
1684,858,857.0,49389,10003
1685,882,881.0,49382,10017
1686,886,885.0,49392,10015
1687,886,885.0,49384,10010
1688,901,900.0,49382,10007
1689,888,887.0,49383,10002
1690,899,898.0,49380,10015
1691,887,886.0,49386,10002
1692,888,887.0,49385,10015
1693,893,892.0,49386,10019
1694,894,893.0,49385,10016
1695,867,866.0,49392,10000
1696,892,891.0,49384,10019
1697,894,893.0,49385,10003
1698,851,850.0,49385,10010
1699,897,896.0,49383,10012
1700,901,900.0,49385,10000
1701,900,899.0,49380,10000
1702,900,899.0,49380,10018
1703,886,885.0,49384,10016
1704,866,865.0,49384,10004
1705,913,912.0,49383,10018
1706,863,862.0,49388,10013
1707,900,899.0,49380,10017
1708,897,896.0,49383,10013
1709,887,886.0,49385,10001
1710,871,870.0,49383,10015
1711,890,889.0,49389,10007
1712,879,878.0,49385,10013
1713,902,901.0,49380,10002
1714,877,876.0,49386,10017
1715,870,869.0,49390,10014
1716,882,881.0,49387,10016
1717,922,921.0,49384,10009
1718,886,885.0,49387,10008
1719,892,891.0,49386,10000
1720,881,880.0,49387,10009
1721,901,900.0,49381,10014
1722,883,882.0,49387,10002
1723,906,905.0,49385,10006
1724,950,949.0,49384,10005
1725,871,870.0,49384,10008
1726,910,909.0,49388,10001
1727,883,882.0,49388,10004
1728,899,898.0,49386,9999
1729,899,898.0,49384,10012
1730,898,897.0,49383,10008
1731,878,877.0,49384,10004
1732,901,900.0,49380,10003
1733,900,899.0,49381,10003
1734,902,901.0,49379,10009
1735,888,887.0,49384,10003
1736,909,908.0,49388,10018
1737,955,954.0,49380,10003
1738,915,914.0,49387,10001
1739,885,884.0,49383,10008
1740,894,893.0,49386,10006
1741,876,875.0,49386,10008
1742,901,900.0,49380,10004
1743,899,898.0,49385,10021
1744,898,897.0,49384,10011
1745,902,901.0,49381,10013
1746,881,880.0,49384,10009
1747,888,887.0,49384,10018
1748,900,899.0,49382,10014
1749,887,886.0,49385,10018
1750,877,876.0,49386,10011
1751,900,899.0,49380,10012
1752,901,900.0,49380,10018
1753,952,951.0,49377,10000
1754,890,889.0,49386,10017
1755,901,900.0,49381,10013
1756,913,912.0,49384,10005
1757,885,884.0,49383,9999
1758,896,895.0,49378,10001
1759,897,896.0,49387,10002
1760,919,918.0,49381,10011
1761,963,962.0,49386,10009
1762,888,887.0,49382,10010
1763,898,897.0,49382,10001
1764,872,871.0,49383,10017
1765,889,888.0,49382,10016
1766,909,908.0,49386,10015
1767,859,858.0,49390,9999
1768,901,900.0,49380,10001
1769,901,900.0,49380,10011
1770,895,894.0,49385,10004
1771,885,884.0,49387,10012
1772,874,873.0,49388,10006
1773,887,886.0,49384,10019
1774,890,889.0,49384,10000
1775,905,904.0,49388,10019
1776,940,939.0,49380,10014
1777,894,893.0,49385,10013
1778,881,880.0,49386,10014
1779,900,899.0,49380,10016
1780,900,899.0,49384,10019
1781,898,897.0,49382,10012
1782,938,937.0,49384,10004
1783,898,897.0,49386,10010
1784,928,927.0,49380,10006
1785,888,887.0,49384,10019
1786,863,862.0,49392,10010
1787,876,875.0,49392,10005
1788,896,895.0,49383,10014
1789,890,889.0,49383,10000
1790,901,900.0,49380,10019
1791,889,888.0,49383,10011
1792,876,875.0,49387,10006
1793,890,889.0,49386,10007
1794,876,875.0,49383,10009
1795,905,904.0,49385,10010
1796,947,946.0,49384,10001
1797,887,886.0,49384,10005
1798,864,863.0,49394,10011
1799,875,874.0,49384,10007
1800,883,882.0,49392,10020
1801,902,901.0,49380,10008
1802,900,899.0,49380,10016
1803,892,891.0,49386,10005
1804,894,893.0,49383,10019
1805,915,914.0,49384,10000
1806,935,934.0,49387,10010
1807,883,882.0,49381,10004
1808,903,902.0,49380,10008
1809,932,931.0,49393,10014
1810,899,898.0,49390,10000
1811,881,880.0,49396,10007
1812,879,878.0,49384,10007
1813,900,899.0,49380,10007
1814,890,889.0,49381,10014
1815,879,878.0,49390,10017
1816,879,878.0,49389,10017
1817,896,895.0,49386,10004
1818,889,888.0,49384,9998
1819,900,899.0,49390,10010
1820,889,888.0,49384,10004
1821,928,927.0,49384,10013
1822,901,900.0,49381,10011
1823,888,887.0,49384,10010
1824,894,893.0,49387,10024
1825,882,881.0,49388,10004
1826,903,902.0,49388,10016
1827,881,880.0,49386,10018
1828,879,878.0,49389,10004
1829,891,890.0,49385,10012
1830,919,918.0,49386,10013
1831,895,894.0,49384,10002
1832,973,972.0,49379,10007
1833,881,880.0,49392,10016
1834,918,917.0,49386,10014
1835,898,897.0,49384,10017
1836,897,896.0,49383,9999
1837,891,890.0,49387,10014
1838,894,893.0,49386,10004
1839,896,895.0,49378,10019
1840,913,912.0,49385,10002
1841,902,901.0,49390,10006
1842,889,888.0,49383,10014
1843,907,906.0,49388,10014
1844,929,928.0,49386,10001
1845,870,869.0,49385,10004
1846,852,851.0,49393,10018
1847,884,883.0,49384,10015
1848,922,921.0,49384,10016
1849,862,861.0,49386,10000
1850,901,900.0,49380,10009
1851,902,901.0,49379,9999
1852,903,902.0,49380,9999
1853,900,899.0,49381,10005
1854,884,883.0,49392,10002
1855,882,881.0,49386,9997
1856,905,904.0,49386,10005
1857,951,950.0,49377,10014
1858,886,885.0,49387,10001
1859,907,906.0,49386,10011
1860,879,878.0,49387,10003
1861,904,903.0,49384,10004
1862,889,888.0,49383,10011
1863,900,899.0,49380,10007
1864,903,902.0,49385,10003
1865,916,915.0,49382,10003
1866,870,869.0,49385,10014
1867,900,899.0,49381,10018
1868,896,895.0,49386,10005
1869,857,856.0,49395,10000
1870,915,914.0,49393,10012
1871,888,887.0,49392,10007
1872,887,886.0,49392,10006
1873,870,869.0,49391,10014
1874,947,946.0,49381,10006
1875,923,922.0,49386,9998
1876,892,891.0,49386,10015
1877,902,901.0,49383,10016
1878,888,887.0,49384,10002
1879,896,895.0,49378,10006
1880,970,969.0,49379,10009
1881,915,914.0,49392,10010
1882,905,904.0,49391,10010
1883,901,900.0,49380,10019
1884,882,881.0,49387,10001
1885,870,869.0,49385,10006
1886,905,904.0,49385,10010
1887,911,910.0,49382,10016
1888,901,900.0,49380,9999
1889,881,880.0,49390,10004
1890,851,850.0,49395,10001
1891,888,887.0,49386,10012
1892,924,923.0,49386,10016
1893,878,877.0,49392,10007
1894,892,891.0,49387,10019
1895,894,893.0,49396,10017
1896,877,876.0,49388,10015
1897,894,893.0,49385,10006
1898,881,880.0,49388,10008
1899,908,907.0,49391,10007
1900,889,888.0,49382,10008
1901,901,900.0,49380,10003
1902,900,899.0,49380,10014
1903,861,860.0,49388,10012
1904,901,900.0,49381,10020
1905,956,955.0,49378,10014
1906,932,931.0,49380,10003
1907,951,950.0,49386,10001
1908,895,894.0,49385,10002
1909,901,900.0,49380,9999
1910,871,870.0,49385,10016
1911,886,885.0,49385,9999
1912,928,927.0,49390,10005
1913,901,900.0,49381,10008
1914,870,869.0,49394,10004
1915,863,862.0,49386,10000
1916,892,891.0,49386,10017
1917,883,882.0,49386,10007
1918,945,944.0,49385,10003
1919,890,889.0,49386,10003
1920,891,890.0,49383,10009
1921,888,887.0,49383,10020
1922,966,965.0,49387,10020
1923,897,896.0,49385,10004
