Run_ID,steps,T_total,N0,N_end
1924,886,885.0,49385,10017
1925,902,901.0,49383,10011
1926,923,922.0,49384,10005
1927,931,930.0,49380,10010
1928,925,924.0,49379,10018
1929,865,864.0,49389,10012
1930,879,878.0,49386,10020
1931,899,898.0,49381,10021
1932,935,934.0,49382,10012
1933,882,881.0,49386,10021
1934,866,865.0,49388,10022
1935,886,885.0,49385,10009
1936,887,886.0,49383,10001
1937,939,938.0,49379,9997
1938,876,875.0,49393,10009
1939,888,887.0,49386,10019
1940,892,891.0,49387,10015
1941,1013,1012.0,49384,10001
1942,911,910.0,49383,10003
1943,865,864.0,49390,10021
1944,892,891.0,49386,10014
1945,883,882.0,49385,10001
1946,843,842.0,49393,10018
1947,886,885.0,49387,10015
1948,891,890.0,49391,10011
1949,901,900.0,49392,10002
1950,894,893.0,49384,10001
1951,902,901.0,49380,10020
1952,902,901.0,49381,10000
1953,886,885.0,49392,9999
1954,888,887.0,49384,10000
1955,887,886.0,49385,10017
1956,905,904.0,49390,10009
1957,858,857.0,49390,10026
1958,884,883.0,49385,10004
1959,887,886.0,49391,10002
1960,897,896.0,49385,10014
1961,882,881.0,49386,10020
1962,914,913.0,49385,10006
1963,862,861.0,49393,10009
1964,901,900.0,49379,10006
1965,900,899.0,49381,10007
1966,904,903.0,49395,10017
1967,906,905.0,49385,10017
1968,934,933.0,49385,10013
1969,923,922.0,49389,10012
1970,870,869.0,49384,10010
1971,878,877.0,49386,10010
1972,928,927.0,49385,10004
1973,872,871.0,49383,10017
1974,893,892.0,49383,10015
1975,889,888.0,49381,10014
1976,939,938.0,49381,10008
1977,907,906.0,49386,10009
1978,948,947.0,49382,10015
1979,950,949.0,49378,10021
1980,903,902.0,49386,10005
1981,871,870.0,49390,10003
1982,892,891.0,49384,10004
1983,893,892.0,49384,9999
1984,938,937.0,49390,10017
1985,879,878.0,49387,10012
1986,900,899.0,49380,10013
1987,895,894.0,49389,10003
1988,895,894.0,49386,10014
1989,895,894.0,49386,10012
1990,901,900.0,49381,10005
1991,905,904.0,49389,10001
1992,885,884.0,49384,10003
1993,901,900.0,49380,10013
1994,902,901.0,49380,10006
1995,876,875.0,49392,10006
1996,912,911.0,49385,10007
1997,931,930.0,49383,10022
1998,949,948.0,49388,10014
1999,912,911.0,49389,10017
2000,934,933.0,49380,10014
2001,900,899.0,49381,10011
2002,901,900.0,49380,10016
2003,894,893.0,49389,10003
2004,889,888.0,49385,10020
2005,890,889.0,49385,10002
2006,867,866.0,49388,10021
2007,901,900.0,49379,10014
2008,901,900.0,49380,10009
2009,870,869.0,49394,10007
2010,901,900.0,49381,9998
2011,891,890.0,49396,10007
2012,902,901.0,49387,10017
2013,896,895.0,49388,10004
2014,888,887.0,49384,9998
2015,864,863.0,49390,10009
2016,896,895.0,49387,10004
2017,906,905.0,49389,10015
2018,903,902.0,49379,10015
2019,888,887.0,49385,10017
2020,882,881.0,49385,10013
2021,869,868.0,49386,10001
2022,917,916.0,49387,10008
2023,900,899.0,49384,10002
2024,876,875.0,49387,10012
2025,902,901.0,49379,9997
2026,894,893.0,49383,10003
2027,890,889.0,49388,10010
2028,863,862.0,49393,10024
2029,940,939.0,49382,10003
2030,895,894.0,49386,10002
2031,900,899.0,49381,10013
2032,905,904.0,49387,10002
2033,942,941.0,49381,10001
2034,958,957.0,49383,10009
2035,901,900.0,49380,10010
2036,896,895.0,49383,10006
2037,933,932.0,49383,10003
2038,872,871.0,49383,10018
2039,900,899.0,49380,10022
2040,914,913.0,49381,10019
2041,904,903.0,49383,10022
2042,892,891.0,49384,10002
2043,918,917.0,49381,10017
2044,878,877.0,49386,10007
2045,882,881.0,49384,10002
2046,895,894.0,49383,10004
2047,924,923.0,49386,9997
2048,932,931.0,49383,10019
2049,906,905.0,49386,10009
2050,877,876.0,49388,10006
2051,902,901.0,49378,9999
2052,900,899.0,49380,10013
2053,880,879.0,49384,10013
2054,879,878.0,49388,10005
2055,926,925.0,49380,10008
2056,895,894.0,49388,10003
2057,903,902.0,49383,10010
2058,896,895.0,49378,10007
2059,907,906.0,49386,10002
2060,907,906.0,49385,10008
2061,887,886.0,49386,10007
2062,884,883.0,49387,10013
2063,872,871.0,49382,10012
2064,900,899.0,49380,10011
2065,891,890.0,49388,10012
2066,891,890.0,49385,9998
2067,892,891.0,49385,10009
2068,902,901.0,49380,10005
2069,871,870.0,49388,10007
2070,883,882.0,49385,10004
2071,863,862.0,49390,10009
2072,904,903.0,49379,10003
2073,907,906.0,49385,9999
2074,907,906.0,49383,10005
2075,901,900.0,49379,10016
2076,901,900.0,49379,10004
2077,877,876.0,49383,9996
2078,865,864.0,49392,10020
2079,911,910.0,49386,10008
2080,896,895.0,49385,10022
2081,921,920.0,49386,10015
2082,867,866.0,49389,10007
2083,901,900.0,49379,10013
2084,901,900.0,49379,10008
2085,883,882.0,49389,10019
2086,903,902.0,49384,10003
2087,877,876.0,49387,10004
2088,912,911.0,49385,10014
2089,888,887.0,49384,10015
2090,900,899.0,49381,10021
2091,911,910.0,49387,10013
2092,954,953.0,49387,10001
2093,881,880.0,49385,10016
2094,925,924.0,49381,10017
2095,906,905.0,49385,10023
2096,897,896.0,49384,10009
2097,900,899.0,49381,10015
2098,899,898.0,49384,10001
2099,901,900.0,49380,10015
2100,889,888.0,49383,9999
2101,901,900.0,49381,10017
2102,902,901.0,49380,10005
2103,910,909.0,49385,10009
2104,901,900.0,49380,9997
2105,879,878.0,49386,10012
2106,899,898.0,49384,10018
2107,894,893.0,49391,10013
2108,874,873.0,49387,10008
2109,890,889.0,49386,9999
2110,889,888.0,49384,10001
2111,901,900.0,49380,10016
2112,929,928.0,49385,10018
2113,900,899.0,49380,10018
2114,884,883.0,49385,10014
2115,888,887.0,49385,10002
2116,892,891.0,49387,10007
2117,926,925.0,49388,10006
2118,903,902.0,49381,10004
2119,894,893.0,49387,10002
2120,931,930.0,49384,10008
2121,902,901.0,49383,10008
2122,885,884.0,49384,10010
2123,895,894.0,49385,10011
2124,889,888.0,49385,10002
2125,892,891.0,49387,10009
2126,888,887.0,49384,10012
2127,869,868.0,49393,10008
2128,877,876.0,49388,10006
2129,916,915.0,49384,10008
2130,956,955.0,49380,10017
2131,901,900.0,49380,10005
2132,902,901.0,49384,10010
2133,909,908.0,49385,10018
2134,940,939.0,49380,10008
2135,911,910.0,49386,10017
2136,877,876.0,49384,10014
2137,906,905.0,49385,10008
2138,901,900.0,49381,10007
2139,927,926.0,49384,10007
2140,908,907.0,49383,10022
2141,929,928.0,49381,10011
2142,873,872.0,49383,10000
2143,896,895.0,49380,10009
2144,902,901.0,49380,10010
2145,913,912.0,49386,10001
2146,889,888.0,49382,10020
2147,889,888.0,49384,10019
2148,913,912.0,49387,10024
2149,923,922.0,49378,10002
2150,881,880.0,49382,10015
2151,901,900.0,49381,10014
2152,901,900.0,49380,10021
2153,900,899.0,49382,10005
2154,872,871.0,49384,10004
2155,903,902.0,49384,10003
2156,890,889.0,49385,10012
2157,864,863.0,49391,10023
2158,909,908.0,49385,10004
2159,900,899.0,49381,10002
2160,901,900.0,49379,10014
2161,870,869.0,49395,10007
2162,900,899.0,49380,10014
2163,892,891.0,49384,10003
2164,882,881.0,49382,10010
2165,877,876.0,49387,10020
2166,914,913.0,49387,10021
2167,886,885.0,49383,10012
2168,890,889.0,49384,9998
2169,879,878.0,49391,10018
2170,888,887.0,49385,10012
2171,891,890.0,49385,10007
2172,896,895.0,49377,10018
2173,927,926.0,49385,10016
2174,901,900.0,49380,10008
2175,922,921.0,49386,10013
2176,884,883.0,49384,10015
2177,913,912.0,49385,9999
2178,873,872.0,49394,10005
2179,897,896.0,49386,10001
2180,939,938.0,49381,10004
2181,902,901.0,49380,10011
2182,900,899.0,49385,9998
2183,902,901.0,49380,10008
2184,924,923.0,49389,10013
2185,885,884.0,49385,10013
2186,886,885.0,49383,10009
2187,902,901.0,49381,10007
2188,882,881.0,49385,10002
2189,888,887.0,49384,10003
2190,917,916.0,49394,10017
2191,872,871.0,49391,10006
2192,926,925.0,49386,10016
2193,882,881.0,49387,10017
2194,903,902.0,49380,9999
2195,928,927.0,49383,9998
2196,901,900.0,49381,10015
2197,870,869.0,49386,10005
2198,904,903.0,49385,10012
2199,888,887.0,49386,10009
2200,877,876.0,49388,9994
2201,900,899.0,49380,10011
2202,900,899.0,49381,10018
2203,895,894.0,49383,10006
2204,947,946.0,49379,10013
2205,888,887.0,49385,10006
2206,886,885.0,49385,9998
2207,895,894.0,49388,10004
2208,899,898.0,49380,10015
2209,879,878.0,49387,10010
2210,894,893.0,49383,10015
2211,901,900.0,49382,10005
2212,940,939.0,49381,10010
2213,945,944.0,49385,10001
2214,894,893.0,49386,10017
2215,885,884.0,49385,10008
2216,882,881.0,49383,10002
2217,888,887.0,49386,10013
2218,906,905.0,49385,10001
2219,879,878.0,49396,10000
2220,901,900.0,49380,10016
2221,883,882.0,49385,10018
2222,879,878.0,49387,9997
2223,891,890.0,49385,10021
2224,894,893.0,49384,10009
2225,873,872.0,49394,10011
2226,892,891.0,49387,10011
2227,909,908.0,49379,10018
2228,914,913.0,49385,10015
2229,908,907.0,49381,10012
2230,880,879.0,49383,10016
2231,884,883.0,49392,10016
2232,886,885.0,49385,10001
2233,868,867.0,49386,10008
2234,890,889.0,49383,10004
2235,886,885.0,49393,10009
2236,889,888.0,49382,10009
2237,897,896.0,49378,10000
2238,902,901.0,49381,10002
2239,935,934.0,49389,10007
2240,894,893.0,49384,10001
2241,892,891.0,49386,10014
2242,903,902.0,49383,10006
2243,868,867.0,49389,10013
2244,894,893.0,49384,10005
2245,957,956.0,49378,10004
2246,881,880.0,49391,10014
2247,901,900.0,49381,10010
2248,899,898.0,49380,10019
2249,885,884.0,49392,10001
