gen,id,evac,cost,rank,widths
1,1,1446.64,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1174.13,3545.84,0,"[0,4,2,2,4,0,2,0,2,0,0,4,4,4,0]"
1,3,1245.7,2872.44,0,"[4,0,2,2,2,0,2,2,4,0,2,0,0,4,2]"
1,4,1151.35,3809.19,0,"[4,0,2,2,4,0,4,0,2,0,2,2,4,4,2]"
1,5,1268.67,1303.84,0,"[2,0,2,0,0,2,0,2,4,0,0,0,2,0,0]"
1,6,1429.54,751.85,0,"[0,0,0,2,0,0,0,0,2,0,0,2,0,2,0]"
1,7,1182.05,2964.07,0,"[0,2,2,0,2,0,2,2,2,0,0,2,4,4,4]"
1,8,1248.63,1993.58,0,"[0,0,2,2,2,0,0,2,4,0,0,2,2,2,2]"
1,9,1154.81,3653.06,0,"[4,4,2,0,4,2,4,0,2,0,0,0,4,2,0]"
1,10,1151.69,4896.29,1,"[4,4,4,4,4,2,0,4,4,0,2,4,4,0,0]"
1,11,1154.45,4356.66,1,"[4,2,2,4,4,0,2,2,2,0,4,0,4,4,2]"
1,12,1152.17,4703.43,1,"[4,4,2,2,4,4,4,0,2,0,0,4,4,2,0]"
1,13,1367.33,1586.85,1,"[4,0,0,0,2,0,0,4,2,0,0,0,0,0,0]"
1,14,1222.36,3054.02,1,"[0,0,2,2,2,0,4,2,4,0,4,2,2,4,0]"
1,15,1190.38,3124.16,1,"[4,4,2,2,4,0,2,0,2,0,0,0,2,2,0]"
1,16,1188.92,3589.95,1,"[2,4,2,4,4,2,0,2,4,0,0,2,4,0,0]"
1,17,1282.67,2026.1,1,"[2,0,2,2,0,2,4,0,2,0,0,2,0,2,0]"
1,18,1248.63,2394.46,1,"[0,4,0,0,0,0,4,0,4,0,0,2,4,2,4]"
1,19,1156.92,4109.45,1,"[4,0,2,2,4,0,4,2,2,0,2,2,4,4,2]"
1,20,1165.7,3890.42,1,"[2,0,4,0,2,4,4,2,2,0,2,2,4,4,0]"
1,21,1185.41,3654.39,1,"[0,2,2,2,4,0,0,2,4,2,0,4,4,4,2]"
1,22,1232.96,3091.59,2,"[2,0,4,2,2,4,2,0,4,0,2,0,0,4,2]"
1,23,1192.36,3197.51,2,"[4,2,4,2,0,4,4,0,0,0,0,0,2,2,2]"
1,24,1209.54,3132.72,2,"[4,4,0,0,4,0,2,0,4,2,0,0,4,2,0]"
1,25,1253.85,2397.6,2,"[4,0,2,0,2,0,4,2,0,0,0,0,0,2,2]"
1,26,1161.88,4121.66,2,"[4,2,2,0,2,4,4,2,2,0,0,2,4,2,4]"
1,27,1159.49,4243.36,2,"[4,4,2,0,4,2,0,0,4,2,0,4,4,4,0]"
1,28,1206.16,3229.8,3,"[2,2,4,2,0,0,2,0,0,4,0,4,2,2,4]"
1,29,1200.31,3580.18,3,"[4,4,2,2,4,0,0,2,4,2,0,0,2,2,2]"
1,30,1205.55,3546.96,3,"[2,4,2,4,4,0,0,2,4,0,0,2,2,2,2]"
1,31,1205.75,3479.08,3,"[4,0,2,2,0,2,2,4,0,4,0,2,4,0,4]"
1,32,1308.57,2452.14,3,"[4,0,0,0,2,0,4,2,0,4,0,0,0,2,0]"
1,33,1368.14,2418.62,3,"[0,4,0,0,0,4,4,0,0,2,0,2,0,0,2]"
1,34,1271.27,3162.93,3,"[2,4,0,4,2,0,0,2,4,0,4,0,2,2,2]"
1,35,1288.09,2835.71,3,"[2,4,0,0,2,0,2,4,4,0,0,2,2,0,2]"
1,36,1298.4,2768.72,3,"[2,0,2,0,0,2,4,4,0,0,0,2,0,2,4]"
1,37,1162.33,4121.66,3,"[4,2,2,0,2,4,4,2,2,0,0,2,4,2,4]"
1,38,1364.56,2531.77,4,"[0,2,0,2,2,4,2,0,0,4,0,0,0,0,4]"
1,39,1168.32,4515.37,4,"[4,2,2,0,2,4,4,4,4,0,2,4,4,0,2]"
1,40,1296.27,3159.61,4,"[0,0,0,2,2,2,4,2,4,0,4,2,2,4,0]"
2,41,1446.64,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,42,1151.35,3809.19,0,"[4,0,2,2,4,0,4,0,2,0,2,2,4,4,2]"
2,43,1268.67,1303.84,0,"[2,0,2,0,0,2,0,2,4,0,0,0,2,0,0]"
2,44,1248.63,1993.58,0,"[0,0,2,2,2,0,0,2,4,0,0,2,2,2,2]"
2,45,1154.81,3653.06,0,"[4,4,2,0,4,2,4,0,2,0,0,0,4,2,0]"
2,46,1137.0,5688.44,0,"[4,4,4,4,4,2,2,4,4,2,0,4,4,2,4]"
2,47,1155.29,3417.92,0,"[4,0,2,2,2,0,4,0,2,0,2,2,4,4,2]"
2,48,1416.77,506.55,0,"[0,0,0,0,0,0,0,0,4,2,0,0,0,2,0]"
2,49,1258.51,1771.59,0,"[0,4,0,0,0,0,4,0,0,0,0,0,4,2,0]"
2,50,1194.1,2273.42,0,"[0,0,2,2,4,0,4,0,2,0,0,0,4,2,0]"
2,51,1180.92,3093.05,0,"[2,2,2,0,2,4,0,2,2,0,0,0,4,2,4]"
2,52,1181.91,2955.65,0,"[0,2,2,0,2,0,2,2,0,0,0,2,4,4,4]"
2,53,1154.07,3815.71,1,"[4,2,2,2,2,0,2,2,2,0,2,2,4,4,2]"
2,54,1151.39,4474.56,1,"[4,4,4,2,2,2,0,4,4,0,2,4,4,0,2]"
2,55,1367.33,1586.85,1,"[4,0,0,0,2,0,0,4,2,0,0,0,0,0,0]"
2,56,1318.33,1653.75,1,"[4,0,0,0,0,0,0,4,4,0,0,0,2,2,0]"
2,57,1174.13,3545.84,1,"[0,4,2,2,4,0,2,0,2,0,0,4,4,4,0]"
2,58,1175.85,3447.95,1,"[0,2,2,0,2,0,2,2,2,0,4,2,4,4,4]"
2,59,1160.02,3709.76,1,"[4,0,2,2,2,0,4,2,0,0,2,2,4,4,2]"
2,60,1429.54,751.85,1,"[0,0,0,2,0,0,0,0,2,0,0,2,0,2,0]"
2,61,1274.37,2010.57,1,"[2,0,2,0,2,2,0,2,4,2,0,0,0,2,0]"
2,62,1283.59,1899.49,1,"[4,0,2,0,2,0,0,2,2,0,2,0,0,0,2]"
2,63,1248.63,2394.46,1,"[0,4,0,0,0,0,4,0,4,0,0,2,4,2,4]"
2,64,1227.52,2633.28,1,"[4,4,0,0,4,0,0,0,0,0,2,0,4,0,0]"
2,65,1236.0,2547.66,1,"[0,4,0,0,4,0,2,0,4,2,0,0,4,2,0]"
2,66,1182.05,2964.07,1,"[0,2,2,0,2,0,2,2,2,0,0,2,4,4,4]"
2,67,1151.69,4896.29,2,"[4,4,4,4,4,2,0,4,4,0,2,4,4,0,0]"
