sim_call,batch,evac,cost_proxy,widths
1,0,1419.5798367495745,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1201.059208847299,2935.9,"[2,0,2,4,0,0,2,2,0,2,2,4,4,0,2]"
3,0,1267.9984140808556,4245.02,"[2,0,4,0,0,4,4,4,0,4,0,4,0,4,4]"
4,0,1241.1716620756704,3991.370000000001,"[2,4,2,0,4,0,0,4,0,4,0,4,0,2,2]"
5,0,1200.3633458913127,2802.6900000000005,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
6,0,1238.5431569139778,3077.7800000000007,"[0,4,0,0,2,4,0,4,4,0,0,0,4,2,2]"
7,0,1251.684928704529,3807.1700000000005,"[4,2,2,4,0,0,4,4,4,2,0,4,0,2,2]"
8,0,1328.820477193551,4324.05,"[0,0,0,4,4,2,4,2,2,4,4,2,0,4,4]"
9,0,1323.911769829053,3413.9800000000005,"[2,0,0,2,2,2,0,4,2,2,2,2,0,4,4]"
10,0,1253.5431823705744,3290.4200000000005,"[0,2,2,2,2,0,2,2,4,2,2,2,0,4,4]"
11,0,1261.6948876871038,2967.4900000000002,"[2,2,0,4,0,0,2,4,2,0,4,2,4,0,0]"
12,0,1217.7560764416357,4996.060000000001,"[0,2,0,4,4,0,4,4,4,4,4,4,4,2,4]"
13,0,1267.0657619703475,5324.110000000001,"[4,4,0,0,4,2,4,4,0,2,2,4,0,4,4]"
14,0,1194.001711531061,4071.0300000000007,"[4,2,2,2,4,0,4,2,0,4,0,0,2,2,4]"
15,0,1221.5081949282994,5104.450000000001,"[4,2,2,4,4,4,4,4,4,0,2,2,0,2,4]"
16,0,1272.1921068621891,2273.7900000000004,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
17,0,1204.4218326547973,4582.740000000001,"[0,4,2,2,4,4,0,0,4,0,4,4,2,4,4]"
18,0,1204.4904215025015,3595.0700000000006,"[4,2,2,4,4,0,2,0,0,4,4,0,2,0,0]"
19,0,1222.2940876222883,2771.2200000000003,"[0,0,2,2,4,0,4,0,2,4,2,2,2,0,0]"
20,0,1284.330783253327,3828.5,"[4,2,0,4,0,2,4,4,2,0,2,4,2,0,2]"
21,0,1432.4813943125657,1850.5200000000002,"[0,0,0,0,0,0,0,2,4,4,4,2,0,0,4]"
22,0,1160.7108656903852,3087.6800000000003,"[2,2,2,2,2,0,2,0,2,0,4,0,4,2,4]"
23,0,1183.7033703996274,5779.540000000001,"[2,4,2,2,4,2,4,4,2,4,4,4,2,2,4]"
24,0,1220.8976382896844,3076.1200000000003,"[0,2,2,4,4,0,2,0,0,0,2,4,2,0,2]"
25,0,1217.023669765652,3451.34,"[2,0,2,0,2,4,2,0,4,4,4,2,2,0,4]"
26,0,1288.6632808069353,4244.360000000001,"[4,4,0,4,2,4,4,2,0,4,2,0,0,0,2]"
27,0,1245.1186020133277,3183.4,"[4,0,0,0,2,0,4,4,4,4,2,0,2,2,0]"
28,0,1347.7219365227254,3699.2000000000003,"[0,2,0,4,4,2,2,2,0,4,4,2,0,0,2]"
29,0,1204.8491158777422,2605.4700000000003,"[0,4,4,2,2,0,0,0,4,4,0,0,2,0,4]"
30,0,1152.0456745862957,4073.9300000000003,"[2,4,4,4,0,2,4,4,4,0,0,0,4,2,4]"
31,0,1201.441388669462,3424.09,"[4,2,4,0,0,4,0,2,0,2,2,2,2,2,0]"
32,0,1224.442659658504,3210.0,"[2,2,4,0,0,4,4,4,0,0,0,0,2,0,4]"
33,0,1329.7195292878555,3283.4500000000003,"[2,2,0,0,4,4,0,2,0,2,0,4,0,0,2]"
34,0,1168.9447003301534,3532.870000000001,"[2,0,4,4,0,2,0,0,0,2,4,4,4,4,0]"
35,0,1200.5623392274817,4770.760000000001,"[4,2,0,2,4,4,0,0,2,4,4,4,4,2,2]"
36,0,1242.628395211764,3914.4500000000003,"[4,4,0,0,2,2,0,2,0,0,4,2,2,4,2]"
37,0,1295.9615004455966,3175.8800000000006,"[0,0,2,0,0,4,2,4,2,2,4,2,0,4,0]"
38,0,1168.6230043952928,3763.66,"[2,0,4,4,2,4,4,4,0,0,0,2,4,0,0]"
39,0,1342.6968291744308,2882.1100000000006,"[0,2,0,0,4,4,2,0,4,2,2,0,0,2,2]"
40,0,1208.149298170991,4427.900000000001,"[2,0,0,2,4,2,4,2,2,2,2,4,4,4,2]"
41,1,1176.8140436693607,2417.17,"[0,4,4,0,2,0,0,0,4,4,0,0,4,0,2]"
42,1,1288.8503473699134,3262.4100000000003,"[0,4,0,2,2,4,0,4,4,0,0,0,2,2,4]"
43,1,1177.3361791334994,3870.3,"[4,2,4,0,2,4,0,2,0,0,2,2,2,4,0]"
44,1,1266.8737497721336,3468.2400000000002,"[4,4,0,0,0,2,0,2,0,2,4,2,2,2,2]"
45,1,1262.9685358097706,3754.4300000000003,"[0,2,2,0,4,0,4,2,4,4,4,4,0,0,2]"
