sim_call,batch,evac,cost_proxy,widths
1,0,1419.9040257111044,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1341.1186962243141,3021.7900000000004,"[4,0,0,0,0,2,2,4,4,4,2,0,0,2,4]"
3,0,1221.7827330701489,2828.5300000000007,"[2,2,2,0,2,0,4,0,4,4,2,0,0,2,2]"
4,0,1198.6357273003339,4186.43,"[2,4,4,2,2,2,4,2,4,0,2,2,0,2,4]"
5,0,1167.5826885312279,2596.1400000000003,"[0,0,4,2,4,0,0,0,4,4,0,2,4,0,2]"
6,0,1241.5154792995243,3615.870000000001,"[0,0,0,0,2,4,0,4,4,4,2,2,4,4,2]"
7,0,1341.7050875594696,1734.5100000000002,"[4,0,0,0,0,2,0,0,0,2,0,0,0,2,4]"
8,0,1194.7222330195364,3116.4300000000003,"[0,0,2,2,0,2,2,0,2,4,2,4,4,2,4]"
9,0,1158.3658315618989,4294.280000000001,"[0,4,2,2,4,4,4,0,0,4,0,0,4,2,4]"
10,0,1131.4824273711913,4556.400000000001,"[0,2,4,4,2,2,4,0,0,4,2,4,4,4,2]"
11,0,1220.6731146877214,4459.54,"[2,2,4,0,4,4,4,2,0,2,4,4,0,0,0]"
12,0,1149.9403684583458,4344.330000000001,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,2]"
13,0,1209.0451169146675,5410.740000000001,"[2,4,4,0,4,4,2,4,2,4,4,2,0,2,4]"
14,0,1209.3678914869927,3519.06,"[4,4,0,0,0,0,0,2,2,2,2,2,4,4,4]"
15,0,1324.0737827715357,3081.4,"[2,4,0,2,0,2,2,0,4,2,2,2,0,2,4]"
16,0,1159.9106387286163,5141.780000000001,"[4,4,4,4,4,4,0,2,4,2,0,4,2,2,2]"
17,0,1163.3183642069034,4722.760000000001,"[4,4,2,4,2,4,0,2,0,4,2,4,4,0,0]"
18,0,1155.5232553902217,4985.970000000001,"[4,4,4,2,4,0,0,4,2,4,0,2,2,4,4]"
19,0,1210.372380807774,5787.880000000001,"[4,4,2,4,4,2,2,4,2,4,4,4,0,4,0]"
20,0,1262.525593683571,3151.51,"[0,0,2,4,4,2,0,2,0,2,2,2,0,2,2]"
21,0,1203.1448314606741,4627.55,"[2,4,0,4,2,2,2,4,4,4,2,2,4,2,2]"
22,0,1145.5625366939973,4789.04,"[0,2,4,2,4,4,2,4,2,2,4,0,4,2,4]"
23,0,1190.7220062759388,3830.5400000000004,"[0,2,4,4,4,4,2,0,4,4,4,0,2,0,0]"
24,0,1146.1506893410265,4608.900000000001,"[0,0,4,4,4,2,2,4,0,2,4,2,4,2,4]"
25,0,1234.0248476566455,3126.6200000000003,"[4,4,2,0,4,0,0,4,0,0,0,2,0,0,0]"
26,0,1184.0568478590951,3811.09,"[4,0,2,4,2,0,4,4,0,2,2,2,2,2,0]"
27,0,1177.3170948476566,3319.6700000000005,"[0,2,4,4,4,0,0,0,2,4,0,2,2,4,0]"
28,0,1170.207095859905,3243.8500000000004,"[2,0,2,4,4,2,4,0,2,2,2,0,4,0,0]"
29,0,1192.670025306205,3525.8800000000006,"[0,2,4,0,2,4,0,4,2,2,2,0,2,4,0]"
30,0,1238.3185190808786,2144.1300000000006,"[4,4,4,0,0,2,0,0,0,0,0,0,0,0,2]"
31,0,1166.7693845530926,2881.4800000000005,"[2,0,4,4,2,0,4,0,4,2,0,0,2,4,0]"
32,0,1302.0104474137058,2653.4800000000005,"[0,0,0,4,2,2,0,4,0,0,2,2,2,2,0]"
33,0,1265.938042311975,4077.7700000000004,"[2,0,0,2,4,4,0,4,2,4,0,2,2,4,2]"
34,0,1206.4298714444783,3336.86,"[4,2,2,2,0,4,2,0,2,4,2,0,2,0,4]"
35,0,1307.2267243648143,4040.1300000000006,"[4,0,0,0,4,2,0,4,0,0,4,4,0,4,2]"
36,0,1203.5028565644297,3613.370000000001,"[4,0,2,2,2,4,2,2,0,0,4,2,2,0,2]"
37,0,1209.3149671019335,2869.2700000000004,"[0,0,4,4,0,4,2,0,0,0,2,4,2,2,0]"
38,0,1205.2211114485274,3795.5300000000007,"[2,4,2,4,2,4,0,0,4,0,4,4,2,0,0]"
39,0,1158.6313331308836,5154.400000000001,"[2,2,4,0,4,4,4,0,4,4,4,2,2,4,4]"
40,0,1282.5743799979755,4159.860000000001,"[0,4,2,4,0,4,4,4,4,0,4,4,0,0,2]"
41,0,1188.7324283834398,3264.3100000000004,"[2,0,4,2,0,2,2,0,2,4,2,2,2,4,2]"
42,0,1157.8510739953435,2267.55,"[0,0,4,4,2,0,0,0,0,0,4,0,4,2,0]"
43,0,1255.5872142929445,3909.0700000000006,"[2,2,0,4,2,4,2,2,2,2,2,2,2,2,2]"
44,0,1220.6834760603301,2854.4600000000005,"[4,2,0,4,0,0,0,2,4,2,2,0,4,2,2]"
45,0,1197.3026075513717,4599.280000000001,"[2,4,2,2,2,4,2,0,4,4,4,4,2,0,4]"
