gen,id,evac,cost,rank,widths
1,1,1420.95,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1259.52,2490.23,0,"[0,4,4,2,0,0,2,0,4,0,2,4,0,0,2]"
1,3,1144.63,3937.8,0,"[0,4,4,0,2,0,4,2,0,0,4,0,4,4,4]"
1,4,1419.84,16.76,0,"[0,0,0,0,0,0,0,0,4,0,0,0,0,0,0]"
1,5,1269.95,1585.22,0,"[4,0,2,0,4,0,0,0,4,0,0,0,0,0,0]"
1,6,1160.02,3257.53,0,"[0,2,4,0,4,0,4,0,0,2,0,0,4,4,2]"
1,7,1138.96,4138.24,0,"[0,4,4,2,2,0,4,2,4,0,4,0,4,4,4]"
1,8,1150.17,3557.96,0,"[2,0,4,2,2,0,4,4,2,4,0,0,4,2,2]"
1,9,1244.56,2511.97,0,"[2,2,0,2,0,0,2,2,2,0,2,2,4,2,0]"
1,10,1191.52,2521.36,0,"[0,0,4,2,2,0,4,0,4,0,0,0,2,4,4]"
1,11,1303.5,1157.75,0,"[0,0,2,0,2,0,0,0,0,0,0,4,0,0,0]"
1,12,1265.25,2064.6,0,"[2,2,0,0,0,0,0,2,0,2,0,4,4,0,0]"
1,13,1160.48,3087.68,0,"[2,2,2,2,2,0,2,0,2,0,4,0,4,2,4]"
1,14,1145.08,4027.17,1,"[2,4,4,0,4,0,4,0,0,0,4,4,4,0,0]"
1,15,1273.97,1989.19,1,"[0,0,0,0,0,4,0,0,0,0,4,0,4,4,0]"
1,16,1141.08,4816.03,1,"[4,4,4,4,2,2,0,4,0,4,0,2,4,2,2]"
1,17,1205.49,2605.47,1,"[0,4,4,2,2,0,0,0,4,4,0,0,2,0,4]"
1,18,1197.68,2656.82,1,"[2,4,4,2,0,2,0,0,0,0,0,0,2,2,4]"
1,19,1191.84,2880.97,1,"[0,4,4,2,2,0,0,0,4,4,0,0,2,2,4]"
1,20,1392.63,1417.56,1,"[0,0,0,0,2,0,0,4,0,4,0,0,0,0,0]"
1,21,1266.93,2582.05,1,"[0,4,4,0,0,0,2,0,4,0,2,4,0,2,2]"
