sim_call,batch,evac,cost_proxy,widths
1,0,1446.415279831473,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1284.0824201421945,2026.1000000000001,"[2,0,2,2,0,2,4,0,2,0,0,2,0,2,0]"
3,0,1212.5463914602283,3500.3900000000003,"[2,0,4,0,2,4,2,2,0,2,0,0,2,4,4]"
4,0,1258.4769409953615,3346.7200000000007,"[4,0,2,0,4,2,4,2,0,2,4,0,0,0,0]"
5,0,1207.7866434402156,3229.8,"[2,2,4,2,0,0,2,0,0,4,0,4,2,2,4]"
6,0,1191.495960015394,3197.51,"[4,2,4,2,0,4,4,0,0,0,0,0,2,2,2]"
7,0,1360.029174178128,4072.6300000000006,"[0,4,0,0,0,4,4,2,0,4,4,4,0,4,0]"
8,0,1222.0337539751665,3054.0200000000004,"[0,0,2,2,2,0,4,2,4,0,4,2,2,4,0]"
9,0,1199.8390852559298,3580.1800000000003,"[4,4,2,2,4,0,0,2,4,2,0,0,2,2,2]"
10,0,1174.2571087119447,3545.84,"[0,4,2,2,4,0,2,0,2,0,0,4,4,4,0]"
11,0,1351.2379438514047,3977.4200000000005,"[0,4,0,2,2,2,0,2,4,4,4,4,0,2,4]"
12,0,1249.149551337884,4460.43,"[4,0,0,4,2,2,4,0,2,2,4,4,2,4,4]"
13,0,1213.0983815754826,3791.09,"[2,2,0,4,2,4,2,0,2,0,4,0,4,4,2]"
14,0,1221.7603313820414,4675.170000000001,"[4,4,4,0,2,4,4,4,2,2,0,2,0,2,2]"
15,0,1243.6817030930342,2872.4400000000005,"[4,0,2,2,2,0,2,2,4,0,2,0,0,4,2]"
16,0,1242.519542627965,4560.410000000001,"[4,4,2,0,4,4,2,4,0,4,0,2,0,0,2]"
17,0,1258.3620439952197,3648.21,"[2,4,0,0,2,2,2,4,4,0,2,0,2,4,2]"
18,0,1251.810792197533,3976.4900000000002,"[4,2,0,0,4,0,4,4,0,4,0,0,2,2,4]"
19,0,1260.8963215783183,3606.6000000000004,"[0,4,2,2,4,0,2,4,0,2,0,0,0,4,2]"
20,0,1168.8848447406267,4515.370000000001,"[4,2,2,0,2,4,4,4,4,0,2,4,4,0,2]"
21,0,1239.2385201239645,4589.760000000001,"[4,2,2,2,4,4,2,2,0,4,4,0,0,2,2]"
22,0,1208.9922643764305,3751.2000000000003,"[4,2,2,0,0,2,4,0,4,2,0,4,2,4,4]"
23,0,1304.9219246895825,4810.410000000001,"[4,4,0,4,4,2,4,4,2,4,2,0,0,0,4]"
24,0,1216.6411817132207,4313.31,"[4,4,2,4,4,0,2,0,2,4,4,0,0,4,0]"
25,0,1309.68896068383,2452.1400000000003,"[4,0,0,0,2,0,4,2,0,4,0,0,0,2,0]"
26,0,1155.9261976138873,4109.45,"[4,0,2,2,4,0,4,2,2,0,2,2,4,4,2]"
27,0,1344.462723571472,3163.7400000000002,"[4,2,0,2,4,2,2,2,4,0,2,0,0,0,2]"
28,0,1161.8353703741213,4121.660000000001,"[4,2,2,0,2,4,4,2,2,0,0,2,4,2,4]"
29,0,1209.8940752293952,3132.7200000000003,"[4,4,0,0,4,0,2,0,4,2,0,0,4,2,0]"
30,0,1165.7340942696835,3890.4200000000005,"[2,0,4,0,2,4,4,2,2,0,2,2,4,4,0]"
31,0,1183.8287913467966,4403.400000000001,"[4,4,2,2,0,2,4,4,2,2,2,4,4,0,0]"
