gen,id,evac,cost,rank,widths
1,1,1420.95,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1348.1,1734.51,0,"[4,0,0,0,0,2,0,0,0,2,0,0,0,2,4]"
1,3,1238.28,2144.13,0,"[4,4,4,0,0,2,0,0,0,0,0,0,0,0,2]"
1,4,1151.62,3432.48,0,"[4,0,4,2,0,4,0,0,2,4,0,0,4,4,4]"
1,5,1329.04,1965.81,0,"[4,0,0,0,0,2,2,0,0,2,0,0,0,2,4]"
1,6,1125.85,4014.92,0,"[2,4,4,4,2,2,2,0,4,2,4,0,4,2,0]"
1,7,1135.72,3985.56,0,"[0,2,4,2,4,2,4,0,2,0,0,2,4,4,4]"
1,8,1158.13,2441.22,0,"[2,0,4,4,0,2,4,0,2,0,2,0,4,0,0]"
1,9,1409.95,1895.82,1,"[0,0,0,0,0,4,0,0,0,0,0,4,0,4,2]"
1,10,1380.76,1913.89,1,"[0,0,0,0,2,4,0,0,0,2,2,2,0,0,2]"
1,11,1281.67,2299.39,1,"[0,0,2,4,0,2,2,0,0,2,2,2,0,2,2]"
1,12,1155.16,3886.86,1,"[4,0,2,4,2,4,4,0,4,2,2,2,4,0,2]"
1,13,1363.42,2000.66,1,"[0,2,0,0,4,0,0,4,0,0,0,2,0,0,0]"
1,14,1130.42,4556.4,1,"[0,2,4,4,2,2,4,0,0,4,2,4,4,4,2]"
1,15,1132.59,4412.55,1,"[2,2,4,0,4,4,0,0,0,0,4,2,4,4,4]"
1,16,1150.61,4344.33,1,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,2]"
1,17,1151.06,4175.23,1,"[0,2,4,2,4,2,2,4,2,2,4,0,4,2,0]"
1,18,1167.55,2596.14,1,"[0,0,4,2,4,0,0,0,4,4,0,2,4,0,2]"
1,19,1165.58,2881.48,1,"[2,0,4,4,2,0,4,0,4,2,0,0,2,4,0]"
1,20,1162.1,3560.72,1,"[0,2,4,4,2,2,0,2,0,4,2,2,4,0,2]"
1,21,1190.53,2521.89,1,"[0,0,4,2,4,0,0,0,0,4,0,2,2,2,0]"
1,22,1145.41,4789.04,2,"[0,2,4,2,4,4,2,4,2,2,4,0,4,2,4]"
1,23,1145.95,4608.9,2,"[0,0,4,4,4,2,2,4,0,2,4,2,4,2,4]"
