gen,id,evac,cost,rank,widths
1,1,1200.57,2802.69,0,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
1,2,1220.54,2771.22,0,"[0,0,2,2,4,0,4,0,2,4,2,2,2,0,0]"
1,3,1420.71,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,4,1176.04,2916.43,0,"[2,0,4,4,0,0,2,2,0,0,2,4,4,0,2]"
1,5,1174.65,3177.77,0,"[0,4,4,2,4,0,0,2,0,0,4,0,4,0,0]"
1,6,1231.31,2213.61,0,"[2,0,2,0,0,2,0,0,2,4,2,2,2,2,0]"
1,7,1423.63,0.0,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,8,1200.69,2935.9,1,"[2,0,2,4,0,0,2,2,0,2,2,4,4,0,2]"
1,9,1185.71,3507.46,1,"[2,2,2,2,0,0,2,2,2,0,4,4,4,4,0]"
1,10,1277.31,2273.79,1,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
1,11,1261.79,2669.13,1,"[0,4,0,0,0,4,0,4,0,0,0,0,4,2,2]"
1,12,1229.39,3013.0,2,"[0,4,0,0,2,0,0,4,4,0,0,2,4,4,2]"
1,13,1202.82,3595.07,2,"[4,2,2,4,4,0,2,0,0,4,4,0,2,0,0]"
1,14,1198.06,3859.53,2,"[2,2,2,2,4,0,4,2,0,4,2,0,2,2,2]"
1,15,1193.99,3893.11,2,"[4,2,2,0,4,0,4,2,2,4,0,0,2,2,4]"
1,16,1385.93,2437.28,2,"[2,0,0,4,0,2,0,2,2,0,2,2,0,2,4]"
1,17,1261.92,2967.49,2,"[2,2,0,4,0,0,2,4,2,0,4,2,4,0,0]"
1,18,1314.25,2791.09,2,"[4,2,0,2,4,0,2,0,0,4,2,0,0,0,0]"
1,19,1259.06,3049.74,3,"[0,0,0,4,4,2,4,4,2,0,0,0,4,0,2]"
1,20,1195.2,4071.03,3,"[4,2,2,2,4,0,4,2,0,4,0,0,2,2,4]"
2,21,1420.71,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,22,1364.18,1105.13,0,"[2,0,0,0,0,0,2,0,4,0,0,2,0,2,0]"
2,23,1325.63,1279.08,0,"[0,0,0,0,0,2,0,0,2,0,2,0,2,4,0]"
2,24,1221.05,1755.28,0,"[0,0,2,2,0,0,2,2,0,0,4,0,4,0,0]"
2,25,1200.92,2342.45,0,"[0,4,2,4,0,0,0,2,2,0,0,0,4,2,2]"
2,26,1235.93,1670.35,0,"[2,0,2,0,0,0,0,0,4,4,0,2,2,2,0]"
2,27,1171.96,2557.2,0,"[2,2,4,4,0,0,0,0,0,0,2,4,4,0,0]"
2,28,1384.11,835.72,0,"[2,0,0,0,0,0,2,2,0,0,0,0,0,0,0]"
2,29,1423.63,0.0,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,30,1231.31,2213.61,1,"[2,0,2,0,0,2,0,0,2,4,2,2,2,2,0]"
2,31,1270.21,2149.38,1,"[0,0,2,2,0,0,0,2,2,4,2,2,2,0,4]"
2,32,1364.95,1702.07,1,"[0,4,0,0,4,0,2,0,2,0,0,0,0,0,0]"
2,33,1200.57,2802.69,1,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
2,34,1176.04,2916.43,1,"[2,0,4,4,0,0,2,2,0,0,2,4,4,0,2]"
2,35,1174.65,3177.77,1,"[0,4,4,2,4,0,0,2,0,0,4,0,4,0,0]"
2,36,1203.34,2562.14,1,"[2,0,2,0,0,0,2,2,0,2,2,4,4,0,2]"
2,37,1387.08,1508.02,1,"[2,0,0,4,0,2,0,0,0,0,2,2,0,0,0]"
2,38,1277.31,2273.79,2,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
2,39,1175.03,3177.77,2,"[0,4,4,2,4,0,0,2,0,0,4,0,4,0,0]"
