sim_call,batch,evac,cost_proxy,widths
1,0,1420.9511929838775,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1202.7356211136093,2935.9,"[2,0,2,4,0,0,2,2,0,2,2,4,4,0,2]"
3,0,1268.2321214453536,4245.02,"[2,0,4,0,0,4,4,4,0,4,0,4,0,4,4]"
4,0,1242.3746901077534,3991.370000000001,"[2,4,2,0,4,0,0,4,0,4,0,4,0,2,2]"
5,0,1199.3034777500961,2802.6900000000005,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
6,0,1239.1438516538049,3077.7800000000007,"[0,4,0,0,2,4,0,4,4,0,0,0,4,2,2]"
7,0,1253.6415306246456,3807.1700000000005,"[4,2,2,4,0,0,4,4,4,2,0,4,0,2,2]"
8,0,1327.355704650409,4324.05,"[0,0,0,4,4,2,4,2,2,4,4,2,0,4,4]"
9,0,1323.9941363525884,3413.9800000000005,"[2,0,0,2,2,2,0,4,2,2,2,2,0,4,4]"
10,0,1252.7094912095924,3290.4200000000005,"[0,2,2,2,2,0,2,2,4,2,2,2,0,4,4]"
11,0,1260.995051751028,2967.4900000000002,"[2,2,0,4,0,0,2,4,2,0,4,2,4,0,0]"
12,0,1217.6115553665106,4996.060000000001,"[0,2,0,4,4,0,4,4,4,4,4,4,4,2,4]"
13,0,1268.6674076399577,5324.110000000001,"[4,4,0,0,4,2,4,4,0,2,2,4,0,4,4]"
14,0,1193.9690830649572,4071.0300000000007,"[4,2,2,2,4,0,4,2,0,4,0,0,2,2,4]"
15,0,1219.8573482945799,5104.450000000001,"[4,2,2,4,4,4,4,4,4,0,2,2,0,2,4]"
16,0,1276.4487533419751,2273.7900000000004,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
17,0,1202.223428733467,4582.740000000001,"[0,4,2,2,4,4,0,0,4,0,4,4,2,4,4]"
18,0,1203.247307123615,3595.0700000000006,"[4,2,2,4,4,0,2,0,0,4,4,0,2,0,0]"
19,0,1220.7783536894128,2771.2200000000003,"[0,0,2,2,4,0,4,0,2,4,2,2,2,0,0]"
20,0,1284.9715622531446,3828.5,"[4,2,0,4,0,2,4,4,2,0,2,4,2,0,2]"
