sim_call,batch,evac,cost_proxy,widths
1,0,1423.627192538281,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1200.6883231046565,2935.9,"[2,0,2,4,0,0,2,2,0,2,2,4,4,0,2]"
3,0,1264.2439722919873,4245.02,"[2,0,4,0,0,4,4,4,0,4,0,4,0,4,4]"
4,0,1242.964712792676,3991.370000000001,"[2,4,2,0,4,0,0,4,0,4,0,4,0,2,2]"
5,0,1200.5658686273318,2802.6900000000005,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
6,0,1239.165264021389,3077.7800000000007,"[0,4,0,0,2,4,0,4,4,0,0,0,4,2,2]"
7,0,1251.6693571254962,3807.1700000000005,"[4,2,2,4,0,0,4,4,4,2,0,4,0,2,2]"
8,0,1325.928311593616,4324.05,"[0,0,0,4,4,2,4,2,2,4,4,2,0,4,4]"
9,0,1323.5902353560723,3413.9800000000005,"[2,0,0,2,2,2,0,4,2,2,2,2,0,4,4]"
10,0,1253.3934558049098,3290.4200000000005,"[0,2,2,2,2,0,2,2,4,2,2,2,0,4,4]"
11,0,1261.9181381782828,2967.4900000000002,"[2,2,0,4,0,0,2,4,2,0,4,2,4,0,0]"
12,0,1217.2007484150615,4996.060000000001,"[0,2,0,4,4,0,4,4,4,4,4,4,4,2,4]"
13,0,1267.7435115044964,5324.110000000001,"[4,4,0,0,4,2,4,4,0,2,2,4,0,4,4]"
14,0,1195.1974164995645,4071.0300000000007,"[4,2,2,2,4,0,4,2,0,4,0,0,2,2,4]"
15,0,1221.6948543708984,5104.450000000001,"[4,2,2,4,4,4,4,4,4,0,2,2,0,2,4]"
16,0,1277.3101282103216,2273.7900000000004,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
17,0,1206.3227664013286,4582.740000000001,"[0,4,2,2,4,4,0,0,4,0,4,4,2,4,4]"
18,0,1202.8220554576574,3595.0700000000006,"[4,2,2,4,4,0,2,0,0,4,4,0,2,0,0]"
19,0,1220.5444998075793,2771.2200000000003,"[0,0,2,2,4,0,4,0,2,4,2,2,2,0,0]"
20,0,1284.2096777460451,3828.5,"[4,2,0,4,0,2,4,4,2,0,2,4,2,0,2]"
21,1,1385.933859272462,2437.28,"[2,0,0,4,0,2,0,2,2,0,2,2,0,2,4]"
22,1,1294.3098011018392,5123.370000000001,"[2,2,0,4,4,2,4,4,2,4,2,4,0,4,2]"
23,1,1259.0558566769967,3049.7400000000002,"[0,0,0,4,4,2,4,4,2,0,0,0,4,0,2]"
24,1,1330.3295805314751,4059.8300000000004,"[0,4,0,0,2,4,0,2,0,4,4,2,0,4,4]"
25,1,1209.6251139332808,4449.75,"[2,0,2,4,4,0,0,4,0,4,4,4,2,4,0]"
26,1,1314.2523960949525,2791.09,"[4,2,0,2,4,0,2,0,0,4,2,0,0,0,0]"
