gen,id,evac,cost,rank,widths
1,1,1419.58,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1272.19,2273.79,0,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
1,3,1160.71,3087.68,0,"[2,2,2,2,2,0,2,0,2,0,4,0,4,2,4]"
1,4,1152.05,4073.93,0,"[2,4,4,4,0,2,4,4,4,0,0,0,4,2,4]"
1,5,1176.81,2417.17,0,"[0,4,4,0,2,0,0,0,4,4,0,0,4,0,2]"
1,6,1334.67,1646.05,0,"[0,0,0,4,0,0,2,0,0,0,2,2,2,0,4]"
1,7,1385.37,917.34,0,"[2,0,0,4,0,0,0,0,0,0,2,0,0,0,0]"
1,8,1157.85,3584.98,0,"[2,4,4,4,2,0,0,4,4,0,4,0,4,0,0]"
1,9,1148.31,4595.41,0,"[2,2,4,2,2,4,4,4,0,0,2,4,4,0,2]"
1,10,1284.04,2211.78,0,"[0,0,2,2,0,4,2,0,2,2,4,0,0,2,0]"
1,11,1175.47,2825.9,0,"[2,2,2,4,2,0,2,0,0,0,4,0,4,0,2]"
1,12,1274.03,2273.79,1,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
1,13,1168.94,3532.87,1,"[2,0,4,4,0,2,0,0,0,2,4,4,4,4,0]"
1,14,1204.85,2605.47,1,"[0,4,4,2,2,0,0,0,4,4,0,0,2,0,4]"
1,15,1184.14,2766.34,1,"[4,4,4,2,2,0,0,0,4,0,0,0,2,0,4]"
1,16,1432.48,1850.52,1,"[0,0,0,0,0,0,0,2,4,4,4,2,0,0,4]"
1,17,1168.62,3763.66,1,"[2,0,4,4,2,4,4,4,0,0,0,2,4,0,0]"
1,18,1158.69,4029.93,1,"[2,2,2,0,2,0,2,4,0,0,4,2,4,4,4]"
1,19,1177.1,3108.65,1,"[2,0,4,4,0,2,0,0,2,0,4,4,4,0,4]"
1,20,1284.18,2291.42,2,"[0,2,0,0,0,0,2,4,2,0,4,2,4,0,0]"
1,21,1206.95,2605.47,2,"[0,4,4,2,2,0,0,0,4,4,0,0,2,0,4]"
