sim_call,batch,evac,cost_proxy,widths
1,0,1420.5815457030062,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1340.3142119647737,3021.7900000000004,"[4,0,0,0,0,2,2,4,4,4,2,0,0,2,4]"
3,0,1221.117076627189,2828.5300000000007,"[2,2,2,0,2,0,4,0,4,4,2,0,0,2,2]"
4,0,1196.4682356513815,4186.43,"[2,4,4,2,2,2,4,2,4,0,2,2,0,2,4]"
5,0,1167.837230488916,2596.1400000000003,"[0,0,4,2,4,0,0,0,4,4,0,2,4,0,2]"
6,0,1238.813495293046,3615.870000000001,"[0,0,0,0,2,4,0,4,4,4,2,2,4,4,2]"
7,0,1341.8388976617068,1734.5100000000002,"[4,0,0,0,0,2,0,0,0,2,0,0,0,2,4]"
8,0,1194.1948233626886,3116.4300000000003,"[0,0,2,2,0,2,2,0,2,4,2,4,4,2,4]"
9,0,1157.253710901913,4294.280000000001,"[0,4,2,2,4,4,4,0,0,4,0,0,4,2,4]"
10,0,1132.1393521611499,4556.400000000001,"[0,2,4,4,2,2,4,0,0,4,2,4,4,4,2]"
11,0,1221.4720477781152,4459.54,"[2,2,4,0,4,4,4,2,0,2,4,4,0,0,0]"
12,0,1148.819660896852,4344.330000000001,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,2]"
13,0,1210.361384755542,5410.740000000001,"[2,4,4,0,4,4,2,4,2,4,4,2,0,2,4]"
14,0,1208.6231987043222,3519.06,"[4,4,0,0,0,0,0,2,2,2,2,2,4,4,4]"
15,0,1321.2613442656138,3081.4,"[2,4,0,2,0,2,2,0,4,2,2,2,0,2,4]"
16,0,1160.26029861322,5141.780000000001,"[4,4,4,4,4,4,0,2,4,2,0,4,2,2,2]"
17,0,1163.757997773054,4722.760000000001,"[4,4,2,4,2,4,0,2,0,4,2,4,4,0,0]"
18,0,1156.1113675473225,4985.970000000001,"[4,4,4,2,4,0,0,4,2,4,0,2,2,4,4]"
19,0,1211.1952626784087,5787.880000000001,"[4,4,2,4,4,2,2,4,2,4,4,4,0,4,0]"
20,0,1262.4446148395587,3151.51,"[0,0,2,4,4,2,0,2,0,2,2,2,0,2,2]"
21,1,1127.618038262982,4165.240000000001,"[4,0,4,2,4,2,0,0,2,4,2,2,4,2,4]"
22,1,1225.1288713432534,3940.0200000000004,"[0,4,2,2,0,0,2,4,2,4,0,4,2,4,4]"
23,1,1213.1993015487399,4075.5400000000004,"[2,2,4,0,2,2,4,0,4,4,2,4,0,2,4]"
24,1,1153.5883409251949,3771.7200000000007,"[0,2,2,4,2,0,4,0,0,4,2,2,4,4,2]"
25,1,1322.1831379694304,3081.4,"[2,4,0,2,0,2,2,0,4,2,2,2,0,2,4]"
26,1,1136.2533778722543,4187.64,"[0,2,4,0,2,2,4,0,0,4,2,4,4,4,2]"
27,1,1268.4923646118027,2050.0400000000004,"[0,0,0,2,0,0,0,0,2,4,2,4,4,2,0]"
28,1,1304.383734183622,1091.2,"[0,0,2,0,0,2,2,0,0,0,0,0,0,0,4]"
29,1,1282.1937564530824,1915.1000000000001,"[0,4,2,0,0,2,0,0,0,0,0,2,0,2,2]"
30,1,1320.839528292337,3432.66,"[4,0,0,4,4,2,0,2,0,2,2,0,0,2,4]"
31,1,1218.387424840571,2816.2000000000003,"[4,4,0,0,4,0,0,0,0,4,0,0,4,0,0]"
32,1,1292.9502075108817,1716.98,"[0,0,2,4,0,2,4,0,4,0,0,0,0,0,4]"
33,1,1234.8591557849984,2484.7000000000003,"[0,0,0,0,4,0,4,0,4,4,0,2,4,0,2]"
34,1,1258.1750318858185,1480.2300000000002,"[0,0,4,2,0,0,4,0,0,4,0,0,0,0,0]"
35,1,1164.6134730235854,4218.6900000000005,"[4,4,4,2,4,0,0,4,0,2,0,0,2,2,4]"
36,1,1419.437728515032,297.11000000000007,"[0,0,0,0,0,0,0,0,4,0,0,2,0,0,0]"
37,1,1259.267973479097,2661.2200000000003,"[4,4,0,2,0,0,0,0,0,4,0,0,2,2,4]"
38,1,1218.1193440631644,4063.1600000000008,"[4,0,4,0,4,2,0,4,2,2,0,2,0,4,4]"
39,1,1135.1547727502784,2910.0,"[0,2,4,0,2,0,4,0,4,0,2,0,4,4,2]"
40,1,1248.2882427371192,3663.8500000000004,"[2,2,2,4,0,2,4,0,0,4,2,4,0,2,2]"
41,2,1144.7642392954754,4228.620000000001,"[0,2,4,0,4,4,4,0,4,0,0,4,4,4,2]"
42,2,1161.687021965786,2734.76,"[0,0,4,0,2,0,4,0,4,4,2,2,4,0,2]"
43,2,1248.2911418159733,2199.9800000000005,"[0,0,0,2,4,0,0,0,4,4,0,2,4,0,2]"
44,2,1135.9942615649359,3838.5800000000004,"[4,0,4,4,4,0,4,0,4,4,0,2,4,0,2]"
45,2,1301.1867901609476,1304.7400000000002,"[0,0,2,4,0,2,2,0,4,0,0,0,0,0,2]"
46,2,1126.1131845328475,4165.240000000001,"[4,0,4,2,4,2,0,0,2,4,2,2,4,2,4]"
47,2,1414.6348071667173,1884.3400000000001,"[0,0,0,2,0,0,0,4,0,0,4,0,0,2,4]"
48,2,1211.2180828019032,2539.1800000000003,"[4,0,2,0,0,2,2,0,0,4,0,0,2,2,4]"
49,2,1299.4489249924081,758.6300000000001,"[0,0,2,0,0,2,2,0,4,0,0,0,0,0,0]"
50,2,1312.7729567770016,1233.66,"[0,0,2,4,0,2,0,0,0,0,0,0,0,0,4]"
51,2,1423.6055693896144,8.42,"[0,0,0,0,0,0,0,0,2,0,0,0,0,0,0]"
52,2,1390.8198279178055,1364.42,"[0,0,0,2,0,0,4,0,0,4,0,2,0,0,0]"
53,2,1256.3030266221278,2887.1000000000004,"[0,2,0,2,0,2,4,0,2,4,2,4,4,0,0]"
54,2,1263.2829324830448,2815.84,"[0,0,0,2,0,4,0,0,0,4,2,4,4,2,2]"
55,2,1166.4712885919628,2010.6100000000004,"[0,0,4,0,2,2,0,0,4,0,0,0,4,4,0]"
56,2,1306.287401558862,1527.92,"[0,2,0,4,0,0,4,0,0,0,0,0,2,0,2]"
57,2,1425.1259935216115,910.85,"[0,0,0,0,0,4,0,0,4,0,0,2,0,0,0]"
58,2,1421.6215568377365,297.11000000000007,"[0,0,0,0,0,0,0,0,4,0,0,2,0,0,0]"
59,2,1257.5670128555523,1480.2300000000002,"[0,0,4,2,0,0,4,0,0,4,0,0,0,0,0]"
60,2,1280.821614535884,2052.65,"[0,2,2,4,0,2,4,0,4,0,0,0,0,0,4]"
61,3,1288.1549367344874,841.0100000000001,"[0,0,4,0,0,0,0,0,4,4,0,0,0,0,0]"
62,3,1413.1960684279786,1541.71,"[0,0,0,2,0,0,4,4,0,0,0,2,0,0,0]"
63,3,1256.799437189999,1351.5600000000002,"[2,0,4,2,0,0,0,0,4,0,0,2,0,0,2]"
64,3,1252.7862313999394,1851.92,"[0,0,0,0,4,0,0,0,4,4,0,2,4,0,0]"
65,3,1234.6977416742584,3389.81,"[0,4,4,0,2,4,4,0,2,4,2,0,0,0,2]"
66,3,1213.3329345075413,2344.4700000000003,"[0,2,4,2,2,0,4,0,4,0,0,0,0,4,0]"
67,3,1422.191808887539,16.76,"[0,0,0,0,0,0,0,0,4,0,0,0,0,0,0]"
68,3,1419.207122178358,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
69,3,1265.576698046361,1242.0900000000001,"[0,0,4,2,0,0,2,0,0,4,0,0,0,0,0]"
70,3,1240.6882781658062,2156.5600000000004,"[0,4,4,2,0,0,4,0,0,4,0,0,0,0,0]"
71,3,1289.9856797246684,941.69,"[0,0,4,0,0,2,2,0,0,0,0,0,0,0,0]"
72,3,1356.4435064277761,1768.8200000000002,"[0,4,0,2,0,0,4,0,2,4,0,0,0,0,0]"
73,3,1403.739855248507,489.7900000000001,"[0,0,0,0,0,0,0,0,0,2,0,0,0,2,0]"
74,3,1119.638187063468,4500.910000000001,"[4,2,4,2,4,2,0,0,2,4,2,2,4,2,4]"
75,3,1188.8069339001922,1610.38,"[0,0,4,0,0,2,0,0,2,0,0,0,4,4,0]"
76,3,1386.1041077032087,408.65000000000003,"[0,0,0,0,2,0,0,0,4,0,0,0,0,0,0]"
77,3,1235.062674359753,1448.88,"[0,0,2,0,2,0,2,0,0,0,0,2,2,0,2]"
78,3,1287.5749671019335,1195.3200000000002,"[0,4,2,0,0,2,0,0,2,0,0,0,0,0,0]"
79,3,1305.2711377669805,1091.2,"[0,0,2,0,0,2,2,0,0,0,0,0,0,0,4]"
80,3,1243.7936643384958,2176.7100000000005,"[0,0,4,2,2,2,4,0,0,4,0,0,0,0,0]"
81,4,1301.8862233019536,983.1400000000002,"[0,0,2,0,0,2,2,0,0,0,2,0,0,0,0]"
82,4,1287.5962384856766,1203.66,"[0,4,2,0,0,2,0,0,4,0,0,0,0,0,0]"
83,4,1270.6839518169857,1499.0100000000002,"[0,0,0,0,0,2,0,0,4,0,0,2,4,4,0]"
84,4,1161.6472254276748,2241.9100000000003,"[0,0,4,0,2,2,2,0,4,0,0,0,4,4,0]"
85,4,1312.4712663225023,518.9900000000001,"[0,0,2,0,0,2,0,0,2,0,0,0,0,0,0]"
86,4,1251.181269359247,2288.26,"[0,4,4,4,0,4,2,0,0,0,0,0,0,0,0]"
87,4,1269.059680129568,1532.66,"[0,0,4,0,2,2,0,0,4,0,2,0,0,0,2]"
88,4,1258.669736815467,2168.6600000000003,"[0,0,0,0,0,0,4,0,0,4,4,2,4,0,2]"
89,4,1239.728053446705,2723.2800000000007,"[0,0,4,0,4,2,0,0,2,4,2,2,0,2,0]"
90,4,1338.8762840368458,1972.15,"[4,2,0,2,0,0,2,0,0,0,0,2,0,0,4]"
91,4,1189.8892904140096,2514.3,"[0,0,4,0,0,0,4,4,4,0,2,2,4,0,2]"
92,4,1271.708924992408,2129.0400000000004,"[0,0,2,0,2,2,2,0,4,2,4,2,0,0,0]"
93,4,1307.2117056382226,951.5200000000001,"[0,0,2,0,0,2,0,0,4,4,0,0,0,0,0]"
94,4,1288.62158315619,991.9700000000001,"[0,0,4,0,0,0,2,0,2,0,0,0,0,0,4]"
95,4,1241.9734284846645,2448.53,"[0,0,4,0,4,0,0,0,0,4,0,4,0,2,0]"
96,4,1422.334740358336,580.38,"[0,0,0,0,0,0,0,0,4,2,0,0,0,0,4]"
97,4,1271.3166170665047,1076.39,"[0,4,4,0,0,0,0,0,0,0,0,0,0,0,0]"
98,4,1270.6316469278268,1210.3200000000002,"[0,0,0,0,0,2,0,0,2,0,0,0,4,4,0]"
99,4,1157.4778317643486,2669.9,"[4,0,2,2,2,0,2,0,2,0,0,2,4,2,2]"
100,4,1236.055402368661,2168.76,"[0,0,4,0,0,2,0,0,0,4,2,2,2,0,4]"
101,5,1431.3997094847657,1303.5700000000002,"[0,0,0,2,0,0,2,4,0,0,0,2,0,0,0]"
102,5,1162.1415325437797,1969.0500000000002,"[4,0,2,0,2,0,0,0,2,0,0,0,4,2,2]"
103,5,1213.9971677295275,1106.0900000000001,"[0,0,2,0,0,2,2,0,4,0,0,0,4,0,0]"
104,5,1277.879451361474,1262.92,"[0,0,4,0,0,2,0,0,2,0,0,0,0,4,0]"
105,5,1249.9765411478895,3029.2900000000004,"[0,4,2,2,4,2,2,0,4,0,0,0,0,2,4]"
106,5,1167.0245348719507,2597.1400000000003,"[4,0,4,0,0,2,0,0,2,4,2,2,4,0,0]"
107,5,1337.316594797044,1562.65,"[4,0,0,2,0,0,2,0,0,0,0,2,0,2,0]"
108,5,1203.939114282822,1984.4600000000003,"[0,0,2,0,2,0,0,4,2,0,0,2,4,0,2]"
109,5,1162.1146209130482,2241.9100000000003,"[0,0,4,0,2,2,2,0,4,0,0,0,4,4,0]"
110,5,1421.8445439821844,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
111,5,1173.4433788845024,2154.9,"[0,0,4,0,2,4,0,0,0,0,2,0,4,0,2]"
112,5,1357.184700880656,1701.4100000000003,"[0,2,0,0,0,0,4,0,0,0,0,0,0,4,4]"
113,5,1393.6151351351352,993.3700000000001,"[0,0,0,0,2,0,0,4,0,0,0,0,0,0,0]"
114,5,1420.617967405608,16.76,"[0,0,0,0,0,0,0,0,4,0,0,0,0,0,0]"
115,5,1157.5790980868508,2511.7100000000005,"[0,0,4,2,2,2,0,0,2,0,0,0,4,4,4]"
116,5,1128.0249215507642,4781.9800000000005,"[4,4,4,0,2,2,2,4,4,4,2,2,4,2,0]"
117,5,1288.1977275027837,1195.3200000000002,"[0,4,2,0,0,2,0,0,2,0,0,0,0,0,0]"
118,5,1286.3842494179573,1195.3200000000002,"[0,4,2,0,0,2,0,0,2,0,0,0,0,0,0]"
119,5,1287.9733151128655,608.8900000000001,"[0,0,2,0,2,0,0,0,4,0,0,0,0,0,0]"
120,5,1233.0781050713636,2185.01,"[2,4,0,0,0,2,0,0,2,0,0,0,4,4,0]"
121,6,1304.4406680838142,3641.6700000000005,"[4,0,0,2,4,2,0,2,2,4,4,2,0,2,0]"
122,6,1185.9939953436583,1314.5500000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,4]"
123,6,1411.6108897661704,558.3900000000001,"[0,0,0,0,0,2,2,0,4,0,0,0,0,0,0]"
124,6,1272.463510476769,1076.39,"[0,4,4,0,0,0,0,0,0,0,0,0,0,0,0]"
125,6,1127.1286891385769,4044.460000000001,"[4,0,4,2,4,4,0,0,2,0,2,2,4,2,4]"
126,6,1131.1950663022574,4461.25,"[4,0,4,2,4,2,0,2,2,4,2,2,4,2,4]"
