gen,id,evac,cost,rank,widths
1,1,1420.58,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1167.84,2596.14,0,"[0,0,4,2,4,0,0,0,4,4,0,2,4,0,2]"
1,3,1127.62,4165.24,0,"[4,0,4,2,4,2,0,0,2,4,2,2,4,2,4]"
1,4,1304.38,1091.2,0,"[0,0,2,0,0,2,2,0,0,0,0,0,0,0,4]"
1,5,1234.86,2484.7,0,"[0,0,0,0,4,0,4,0,4,4,0,2,4,0,2]"
1,6,1258.18,1480.23,0,"[0,0,4,2,0,0,4,0,0,4,0,0,0,0,0]"
1,7,1419.44,297.11,0,"[0,0,0,0,0,0,0,0,4,0,0,2,0,0,0]"
1,8,1135.15,2910.0,0,"[0,2,4,0,2,0,4,0,4,0,2,0,4,4,2]"
1,9,1218.39,2816.2,1,"[4,4,0,0,4,0,0,0,0,4,0,0,4,0,0]"
1,10,1132.14,4556.4,1,"[0,2,4,4,2,2,4,0,0,4,2,4,4,4,2]"
1,11,1268.49,2050.04,1,"[0,0,0,2,0,0,0,0,2,4,2,4,4,2,0]"
1,12,1282.19,1915.1,1,"[0,4,2,0,0,2,0,0,0,0,0,2,0,2,2]"
1,13,1292.95,1716.98,1,"[0,0,2,4,0,2,4,0,4,0,0,0,0,0,4]"
1,14,1259.27,2661.22,1,"[4,4,0,2,0,0,0,0,0,4,0,0,2,2,4]"
1,15,1194.19,3116.43,1,"[0,0,2,2,0,2,2,0,2,4,2,4,4,2,4]"
1,16,1153.59,3771.72,1,"[0,2,2,4,2,0,4,0,0,4,2,2,4,4,2]"
1,17,1136.25,4187.64,1,"[0,2,4,0,2,2,4,0,0,4,2,4,4,4,2]"
1,18,1341.84,1734.51,2,"[4,0,0,0,0,2,0,0,0,2,0,0,0,2,4]"
1,19,1148.82,4344.33,2,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,2]"
1,20,1221.12,2828.53,2,"[2,2,2,0,2,0,4,0,4,4,2,0,0,2,2]"
2,21,1420.58,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,22,1419.44,297.11,0,"[0,0,0,0,0,0,0,0,4,0,0,2,0,0,0]"
2,23,1135.15,2910.0,0,"[0,2,4,0,2,0,4,0,4,0,2,0,4,4,2]"
2,24,1161.69,2734.76,0,"[0,0,4,0,2,0,4,0,4,4,2,2,4,0,2]"
2,25,1126.11,4165.24,0,"[4,0,4,2,4,2,0,0,2,4,2,2,4,2,4]"
2,26,1299.45,758.63,0,"[0,0,2,0,0,2,2,0,4,0,0,0,0,0,0]"
