sim_call,batch,evac,cost_proxy,widths
1,0,1420.6000789553598,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1341.789013058002,3021.7900000000004,"[4,0,0,0,0,2,2,4,4,4,2,0,0,2,4]"
3,0,1222.6119303573237,2828.5300000000007,"[2,2,2,0,2,0,4,0,4,4,2,0,0,2,2]"
4,0,1198.7384897256807,4186.43,"[2,4,4,2,2,2,4,2,4,0,2,2,0,2,4]"
5,0,1170.5218098997873,2596.1400000000003,"[0,0,4,2,4,0,0,0,4,4,0,2,4,0,2]"
6,0,1240.06205081486,3615.870000000001,"[0,0,0,0,2,4,0,4,4,4,2,2,4,4,2]"
7,0,1343.120508148598,1734.5100000000002,"[4,0,0,0,0,2,0,0,0,2,0,0,0,2,4]"
8,0,1193.0084927624255,3116.4300000000003,"[0,0,2,2,0,2,2,0,2,4,2,4,4,2,4]"
9,0,1159.6954752505314,4294.280000000001,"[0,4,2,2,4,4,4,0,0,4,0,0,4,2,4]"
10,0,1130.8184735297093,4556.400000000001,"[0,2,4,4,2,2,4,0,0,4,2,4,4,4,2]"
11,0,1221.294756554307,4459.54,"[2,2,4,0,4,4,4,2,0,2,4,4,0,0,0]"
12,0,1148.2435894321288,4344.330000000001,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,2]"
13,0,1208.156364004454,5410.740000000001,"[2,4,4,0,4,4,2,4,2,4,4,2,0,2,4]"
14,0,1210.3309393663326,3519.06,"[4,4,0,0,0,0,0,2,2,2,2,2,4,4,4]"
15,0,1322.9573296892397,3081.4,"[2,4,0,2,0,2,2,0,4,2,2,2,0,2,4]"
16,0,1160.3426358943211,5141.780000000001,"[4,4,4,4,4,4,0,2,4,2,0,4,2,2,2]"
17,0,1164.1062718898675,4722.760000000001,"[4,4,2,4,2,4,0,2,0,4,2,4,4,0,0]"
18,0,1154.6694503492256,4985.970000000001,"[4,4,4,2,4,0,0,4,2,4,0,2,2,4,4]"
19,0,1211.8353072173297,5787.880000000001,"[4,4,2,4,4,2,2,4,2,4,4,4,0,4,0]"
20,0,1262.681718797449,3151.51,"[0,0,2,4,4,2,0,2,0,2,2,2,0,2,2]"
21,0,1203.4986577588827,4627.55,"[2,4,0,4,2,2,2,4,4,4,2,2,4,2,2]"
22,0,1145.7301204575363,4789.04,"[0,2,4,2,4,4,2,4,2,2,4,0,4,2,4]"
23,0,1191.349964571313,3830.5400000000004,"[0,2,4,4,4,4,2,0,4,4,4,0,2,0,0]"
24,0,1147.5431733981172,4608.900000000001,"[0,0,4,4,4,2,2,4,0,2,4,2,4,2,4]"
25,0,1234.207122178358,3126.6200000000003,"[4,4,2,0,4,0,0,4,0,0,0,2,0,0,0]"
26,0,1184.3851412086244,3811.09,"[4,0,2,4,2,0,4,4,0,2,2,2,2,2,0]"
27,0,1178.1136815467153,3319.6700000000005,"[0,2,4,4,4,0,0,0,2,4,0,2,2,4,0]"
28,0,1169.0793450754124,3243.8500000000004,"[2,0,2,4,4,2,4,0,2,2,2,0,4,0,0]"
29,0,1192.2549296487498,3525.8800000000006,"[0,2,4,0,2,4,0,4,2,2,2,0,2,4,0]"
30,0,1238.36090697439,2144.1300000000006,"[4,4,4,0,0,2,0,0,0,0,0,0,0,0,2]"
31,0,1165.5160390727808,2881.4800000000005,"[2,0,4,4,2,0,4,0,4,2,0,0,2,4,0]"
32,0,1302.9776151432332,2653.4800000000005,"[0,0,0,4,2,2,0,4,0,0,2,2,2,2,0]"
33,0,1267.9528869318758,4077.7700000000004,"[2,0,0,2,4,4,0,4,2,4,0,2,2,4,2]"
34,0,1208.8000668083814,3336.86,"[4,2,2,2,0,4,2,0,2,4,2,0,2,0,4]"
35,0,1307.5687721429294,4040.1300000000006,"[4,0,0,0,4,2,0,4,0,0,4,4,0,4,2]"
36,0,1206.717799372406,3613.370000000001,"[4,0,2,2,2,4,2,2,0,0,4,2,2,0,2]"
37,0,1208.9127583763538,2869.2700000000004,"[0,0,4,4,0,4,2,0,0,0,2,4,2,2,0]"
38,0,1204.7492418260956,3795.5300000000007,"[2,4,2,4,2,4,0,0,4,0,4,4,2,0,0]"
39,0,1158.8119587002732,5154.400000000001,"[2,2,4,0,4,4,4,0,4,4,4,2,2,4,4]"
40,0,1282.9219151736006,4159.860000000001,"[0,4,2,4,0,4,4,4,4,0,4,4,0,0,2]"
41,1,1261.055174612815,3904.0300000000007,"[0,4,0,0,4,0,0,4,4,4,2,2,2,4,2]"
42,1,1152.8470847251747,3712.8300000000004,"[4,0,4,2,0,4,0,0,2,4,0,2,4,4,4]"
43,1,1256.7988865269765,2418.6300000000006,"[4,0,2,0,0,2,0,0,0,2,4,0,0,2,4]"
44,1,1338.654059115295,2596.1000000000004,"[4,0,0,4,0,2,0,0,0,2,4,0,0,2,4]"
45,1,1230.7520336066402,2818.01,"[4,4,4,0,0,2,0,0,2,4,2,0,0,0,2]"
46,1,1245.6293805040996,3611.0700000000006,"[0,4,2,2,2,2,2,0,0,4,0,4,0,2,4]"
47,1,1208.6819232715864,3293.46,"[0,0,4,4,0,4,2,0,0,4,2,4,2,2,0]"
48,1,1223.576762830246,2927.2900000000004,"[4,4,4,0,4,2,0,0,0,0,0,0,0,0,2]"
49,1,1160.5010729830956,5141.780000000001,"[4,4,4,4,4,4,0,2,4,2,0,4,2,2,2]"
50,1,1131.6146644397209,4854.81,"[0,2,4,4,2,4,4,0,0,4,2,4,4,4,2]"
51,1,1214.0626480412996,2644.76,"[0,0,4,4,0,4,2,0,4,0,0,4,2,2,0]"
52,1,1282.2555754631035,4159.860000000001,"[0,4,2,4,0,4,4,4,4,0,4,4,0,0,2]"
53,1,1401.492509363296,616.0200000000001,"[0,2,0,0,0,0,0,0,0,0,0,2,0,0,0]"
54,1,1204.31823666363,3779.4400000000005,"[4,0,2,2,2,4,2,2,0,0,4,2,2,0,4]"
55,1,1263.5570634679623,1921.1900000000003,"[0,0,4,0,4,0,0,0,0,0,0,4,0,0,2]"
56,1,1284.5357607045248,551.8000000000001,"[0,0,0,2,0,0,0,0,4,0,0,0,4,0,0]"
57,1,1149.0497034112764,3915.91,"[0,0,4,4,2,4,4,0,2,2,0,4,4,4,0]"
58,1,1168.7598643587407,4326.13,"[2,2,4,2,4,0,2,4,4,2,4,0,2,2,4]"
59,1,1135.1587529102135,4835.55,"[0,4,4,2,4,0,0,4,2,2,4,2,4,4,4]"
60,1,1135.8716570503088,4787.79,"[4,2,4,2,4,4,2,4,2,4,0,0,4,2,0]"
61,1,1244.5861686405508,3723.3300000000004,"[4,0,4,0,0,4,2,4,4,4,2,0,0,2,4]"
62,1,1193.1173681546716,3517.46,"[0,2,4,0,2,4,0,4,0,2,2,0,2,4,0]"
63,1,1341.2751189391638,1424.1800000000003,"[4,0,0,0,0,0,0,0,0,2,0,0,0,2,4]"
64,1,1401.875811316935,860.29,"[0,2,0,0,0,2,0,0,0,2,0,0,0,0,0]"
65,1,1183.8510102237067,2759.1000000000004,"[2,0,2,4,0,4,4,0,2,2,2,0,4,0,0]"
66,1,1403.0056210142727,1265.8400000000001,"[0,0,0,0,4,2,0,0,0,0,0,0,0,0,2]"
67,1,1145.573033707865,4510.370000000001,"[4,4,2,4,4,4,0,0,0,2,0,2,4,2,2]"
68,1,1201.600512197591,4263.56,"[0,4,2,2,4,4,4,2,0,4,0,0,2,2,2]"
69,1,1148.926449033303,4344.330000000001,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,2]"
70,1,1158.1199230691366,2479.7200000000003,"[4,4,4,0,0,2,0,0,0,0,0,0,4,0,2]"
71,1,1227.2672234031784,3387.1700000000005,"[0,2,0,2,4,4,0,0,2,0,2,0,4,4,4]"
72,1,1208.3699868407734,3590.1900000000005,"[2,0,4,0,0,2,2,4,2,2,2,4,2,4,0]"
73,1,1260.474367850997,2144.42,"[0,0,0,4,4,2,0,0,0,0,0,0,4,0,4]"
74,1,1230.4799878530216,2616.15,"[4,4,2,0,0,0,4,0,4,4,2,0,0,0,0]"
75,1,1163.1735499544488,4875.2300000000005,"[2,2,4,2,4,4,4,2,4,2,4,0,2,2,4]"
76,1,1138.508207308432,4767.75,"[0,2,4,0,4,4,2,0,0,4,4,2,4,4,4]"
77,1,1279.143714950906,3011.1000000000004,"[0,0,0,0,2,4,2,4,0,2,2,0,2,4,0]"
78,1,1200.3124324324324,3019.92,"[0,2,4,0,2,2,0,4,2,0,2,2,2,2,0]"
79,1,1194.7886486486486,4268.31,"[4,4,4,0,4,2,2,0,4,4,0,4,0,2,0]"
80,1,1364.343222998279,2525.1900000000005,"[2,0,0,0,0,2,2,4,4,2,2,0,0,2,4]"
81,2,1248.7859884603704,3530.5200000000004,"[0,0,0,4,4,4,0,4,0,2,0,2,4,0,4]"
82,2,1148.167658669906,3526.21,"[0,0,4,4,4,2,2,0,0,0,4,0,4,2,4]"
83,2,1233.7451675270777,3559.7300000000005,"[0,0,0,0,4,2,2,4,0,2,4,0,4,2,4]"
84,2,1239.5172082194554,3371.7300000000005,"[4,0,4,4,0,2,0,4,0,2,0,2,0,2,4]"
85,2,1215.7620811823058,3415.8500000000004,"[4,4,0,4,0,4,0,0,0,2,0,0,4,2,4]"
86,2,1270.2019475655432,2130.2200000000003,"[0,0,2,0,2,2,0,0,0,2,0,4,0,2,2]"
87,2,1146.0364682660188,3997.5700000000006,"[4,0,4,0,4,4,2,0,2,4,0,2,4,0,4]"
88,2,1171.5425144245369,2340.3300000000004,"[0,0,4,2,0,0,0,0,0,4,0,2,4,4,2]"
89,2,1286.7215254580424,2175.5600000000004,"[2,0,0,4,4,2,0,0,4,2,0,0,2,0,0]"
90,2,1136.0151685393257,3091.6100000000006,"[0,0,4,4,2,0,4,0,0,0,2,0,4,4,4]"
91,2,1326.1528818706347,958.1100000000001,"[0,0,0,0,4,0,0,0,0,0,0,0,2,0,0]"
92,2,1224.918198198198,3044.0200000000004,"[4,4,4,0,2,0,0,4,2,2,0,0,0,0,2]"
93,2,1167.940184229173,2386.2400000000002,"[0,0,4,2,4,0,0,0,4,2,0,2,4,0,2]"
94,2,1221.4119597125216,3002.8300000000004,"[0,0,4,4,2,4,4,0,2,2,0,0,0,4,0]"
95,2,1359.928302459763,1208.7700000000002,"[0,0,0,0,2,2,0,0,4,2,0,0,0,2,0]"
96,2,1233.9472001214697,1781.53,"[4,2,0,2,0,0,0,0,0,0,0,0,4,0,4]"
97,2,1244.8391578094947,2610.9800000000005,"[0,0,0,4,4,2,4,0,0,0,0,0,4,0,4]"
98,2,1129.594432634882,4033.210000000001,"[0,4,4,2,4,0,0,0,2,0,4,2,4,4,4]"
99,2,1246.2035874076325,3116.76,"[0,4,0,4,4,2,0,2,0,0,0,0,4,0,4]"
100,2,1134.182953740257,4835.55,"[0,4,4,2,4,0,0,4,2,2,4,2,4,4,4]"
101,2,1123.0785180686305,5274.85,"[4,4,4,4,4,4,4,0,2,4,0,2,4,0,4]"
102,2,1192.7175969227656,4391.31,"[4,0,0,2,4,2,4,0,4,4,0,4,4,4,2]"
103,2,1271.073023585383,2332.42,"[0,0,0,2,0,4,0,0,4,0,0,4,4,2,4]"
104,2,1175.9269156797247,3090.0200000000004,"[0,4,2,2,4,0,4,0,0,4,0,0,4,0,0]"
105,2,1421.252933495293,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
106,2,1170.9834629011034,4633.6,"[2,2,4,2,4,2,2,4,4,2,4,0,2,2,4]"
107,2,1174.5045348719507,3312.8900000000003,"[2,2,2,4,4,2,2,0,2,4,0,0,4,0,0]"
108,2,1119.151847352971,5314.4400000000005,"[4,4,4,2,4,4,2,4,2,2,2,0,4,2,2]"
109,2,1153.4180908998887,3712.8300000000004,"[4,0,4,2,0,4,0,0,2,4,0,2,4,4,4]"
110,2,1292.4520153861727,855.0,"[0,0,0,2,0,0,0,2,4,0,0,0,4,0,0]"
111,2,1362.739297499747,1764.88,"[2,0,0,4,0,0,0,0,2,2,2,0,0,2,4]"
112,2,1159.4789958497822,3058.3,"[4,4,2,0,0,2,4,0,4,2,2,0,4,0,0]"
113,2,1171.2649751999188,2530.8100000000004,"[4,0,4,0,2,0,4,0,4,2,0,0,2,2,0]"
114,2,1236.7963670411987,2226.19,"[2,4,4,4,0,2,0,0,0,0,0,0,0,0,2]"
115,2,1268.1407541249114,1226.25,"[4,0,2,0,0,0,0,0,4,4,0,0,0,0,0]"
116,2,1355.6302915274825,1389.9,"[0,4,0,0,0,0,4,0,0,0,2,0,0,0,0]"
117,2,1235.8642797854034,3722.0400000000004,"[2,4,2,4,4,2,4,0,4,4,0,0,0,0,2]"
118,2,1260.3784947869217,2152.84,"[0,0,0,4,4,2,0,0,2,0,0,0,4,0,4]"
119,2,1420.6717734588522,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
120,2,1148.6968235651382,4509.610000000001,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,4]"
121,3,1234.4125943921451,2615.6800000000003,"[2,0,0,2,4,0,0,2,4,0,2,2,4,0,2]"
122,3,1191.6713311063872,1162.25,"[0,0,4,2,0,0,0,0,4,2,0,0,4,0,0]"
123,3,1225.2197266929852,2907.2700000000004,"[4,4,4,0,0,0,4,0,0,4,0,0,0,0,4]"
124,3,1135.1190616459155,4223.820000000001,"[4,4,4,4,4,4,0,0,2,0,0,2,4,0,2]"
125,3,1153.2562546816478,2732.2200000000003,"[0,0,4,2,2,0,0,0,0,4,0,2,4,4,2]"
126,3,1137.510369470594,4327.09,"[0,0,4,4,4,2,4,0,0,0,4,4,4,2,4]"
127,3,1138.6848486688937,4130.610000000001,"[4,2,4,2,4,4,0,0,4,4,0,2,4,0,2]"
128,3,1159.0714900293553,3689.9700000000007,"[2,0,4,0,4,0,2,4,2,4,0,2,4,0,4]"
129,3,1144.870328980666,3373.36,"[4,4,4,2,0,4,0,0,0,0,2,0,4,0,4]"
130,3,1226.9282214799068,2079.6600000000003,"[4,4,0,0,0,2,0,0,0,0,0,0,4,0,2]"
