sim_call,batch,evac,cost_proxy,widths
1,0,1420.9510628606133,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1339.4773418362183,3021.7900000000004,"[4,0,0,0,0,2,2,4,4,4,2,0,0,2,4]"
3,0,1222.0948830853324,2828.5300000000007,"[2,2,2,0,2,0,4,0,4,4,2,0,0,2,2]"
4,0,1198.235238384452,4186.43,"[2,4,4,2,2,2,4,2,4,0,2,2,0,2,4]"
5,0,1167.551773458852,2596.1400000000003,"[0,0,4,2,4,0,0,0,4,4,0,2,4,0,2]"
6,0,1239.7417309444277,3615.870000000001,"[0,0,0,0,2,4,0,4,4,4,2,2,4,4,2]"
7,0,1348.0972466848873,1734.5100000000002,"[4,0,0,0,0,2,0,0,0,2,0,0,0,2,4]"
8,0,1194.4590201437393,3116.4300000000003,"[0,0,2,2,0,2,2,0,2,4,2,4,4,2,4]"
9,0,1158.4280524344567,4294.280000000001,"[0,4,2,2,4,4,4,0,0,4,0,0,4,2,4]"
10,0,1130.4229517157607,4556.400000000001,"[0,2,4,4,2,2,4,0,0,4,2,4,4,4,2]"
11,0,1222.5981759287376,4459.54,"[2,2,4,0,4,4,4,2,0,2,4,4,0,0,0]"
12,0,1150.612002226946,4344.330000000001,"[4,4,2,4,4,2,4,0,4,4,0,0,4,0,2]"
13,0,1209.3128231602388,5410.740000000001,"[2,4,4,0,4,4,2,4,2,4,4,2,0,2,4]"
14,0,1209.912649053548,3519.06,"[4,4,0,0,0,0,0,2,2,2,2,2,4,4,4]"
15,0,1324.2201133717988,3081.4,"[2,4,0,2,0,2,2,0,4,2,2,2,0,2,4]"
16,0,1160.5814171474847,5141.780000000001,"[4,4,4,4,4,4,0,2,4,2,0,4,2,2,2]"
17,0,1162.8158922967912,4722.760000000001,"[4,4,2,4,2,4,0,2,0,4,2,4,4,0,0]"
18,0,1155.8571515335561,4985.970000000001,"[4,4,4,2,4,0,0,4,2,4,0,2,2,4,4]"
19,0,1210.6871869622432,5787.880000000001,"[4,4,2,4,4,2,2,4,2,4,4,4,0,4,0]"
20,0,1261.2288187063468,3151.51,"[0,0,2,4,4,2,0,2,0,2,2,2,0,2,2]"
21,0,1203.9853871849377,4627.55,"[2,4,0,4,2,2,2,4,4,4,2,2,4,2,2]"
22,0,1145.4052130782468,4789.04,"[0,2,4,2,4,4,2,4,2,2,4,0,4,2,4]"
23,0,1191.3944225124,3830.5400000000004,"[0,2,4,4,4,4,2,0,4,4,4,0,2,0,0]"
24,0,1145.9486243546917,4608.900000000001,"[0,0,4,4,4,2,2,4,0,2,4,2,4,2,4]"
25,0,1234.3867172790767,3126.6200000000003,"[4,4,2,0,4,0,0,4,0,0,0,2,0,0,0]"
26,0,1184.5022320072883,3811.09,"[4,0,2,4,2,0,4,4,0,2,2,2,2,2,0]"
27,0,1177.6895991497115,3319.6700000000005,"[0,2,4,4,4,0,0,0,2,4,0,2,2,4,0]"
28,0,1168.8520244964066,3243.8500000000004,"[2,0,2,4,4,2,4,0,2,2,2,0,4,0,0]"
29,0,1191.6407328676992,3525.8800000000006,"[0,2,4,0,2,4,0,4,2,2,2,0,2,4,0]"
30,0,1238.2807844923575,2144.1300000000006,"[4,4,4,0,0,2,0,0,0,0,0,0,0,0,2]"
31,0,1166.1852758376353,2881.4800000000005,"[2,0,4,4,2,0,4,0,4,2,0,0,2,4,0]"
32,0,1303.6077032088267,2653.4800000000005,"[0,0,0,4,2,2,0,4,0,0,2,2,2,2,0]"
33,0,1268.5098339912947,4077.7700000000004,"[2,0,0,2,4,4,0,4,2,4,0,2,2,4,2]"
34,0,1206.8705860917096,3336.86,"[4,2,2,2,0,4,2,0,2,4,2,0,2,0,4]"
35,0,1309.5179957485575,4040.1300000000006,"[4,0,0,0,4,2,0,4,0,0,4,4,0,4,2]"
36,0,1206.6176920740963,3613.370000000001,"[4,0,2,2,2,4,2,2,0,0,4,2,2,0,2]"
37,0,1210.9830711610487,2869.2700000000004,"[0,0,4,4,0,4,2,0,0,0,2,4,2,2,0]"
38,0,1204.8492377771029,3795.5300000000007,"[2,4,2,4,2,4,0,0,4,0,4,4,2,0,0]"
39,0,1159.1638060532443,5154.400000000001,"[2,2,4,0,4,4,4,0,4,4,4,2,2,4,4]"
40,0,1282.3544083409251,4159.860000000001,"[0,4,2,4,0,4,4,4,4,0,4,4,0,0,2]"
41,1,1259.4402267435976,3904.0300000000007,"[0,4,0,0,4,0,0,4,4,4,2,2,2,4,2]"
42,1,1151.6196052232008,3432.4800000000005,"[4,0,4,2,0,4,0,0,2,4,0,0,4,4,4]"
43,1,1165.5822846441947,2881.4800000000005,"[2,0,4,4,2,0,4,0,4,2,0,0,2,4,0]"
44,1,1329.0412086243546,1965.8100000000004,"[4,0,0,0,0,2,2,0,0,2,0,0,0,2,4]"
45,1,1222.8076404494382,3605.0700000000006,"[0,4,4,0,4,0,2,2,0,2,0,2,0,4,2]"
46,1,1221.020105273813,3175.75,"[4,4,0,4,0,4,0,0,2,0,2,0,4,0,4]"
47,1,1166.0988014981274,3779.8900000000003,"[4,4,2,4,0,2,2,0,0,2,0,4,4,2,0]"
48,1,1198.6624385059217,2873.34,"[0,0,2,2,2,2,0,2,2,0,2,4,4,0,4]"
49,1,1253.0202085231297,4056.7600000000007,"[4,2,0,4,0,4,4,0,4,2,0,4,2,4,2]"
50,1,1162.1019455410467,3560.7200000000007,"[0,2,4,4,2,2,0,2,0,4,2,2,4,0,2]"
51,1,1281.6659479704424,2299.3900000000003,"[0,0,2,4,0,2,2,0,0,2,2,2,0,2,2]"
52,1,1355.378117218342,2888.1800000000003,"[4,0,0,0,0,2,0,4,0,2,0,4,0,2,4]"
53,1,1182.9993784796031,3744.8800000000006,"[4,4,4,4,0,0,0,2,4,2,0,4,2,2,2]"
54,1,1409.9463508452272,1895.8200000000002,"[0,0,0,0,0,4,0,0,0,0,0,4,0,4,2]"
55,1,1255.8306933900192,4048.120000000001,"[2,0,0,4,2,2,4,4,4,4,0,2,2,4,2]"
56,1,1125.8523980159935,4014.9200000000005,"[2,4,4,4,2,2,2,0,4,2,4,0,4,2,0]"
57,1,1217.296693997368,3128.2300000000005,"[2,4,4,2,0,2,2,0,4,2,2,2,0,2,0]"
58,1,1261.1353679522217,3151.51,"[0,0,2,4,4,2,0,2,0,2,2,2,0,2,2]"
59,1,1193.0055086547222,4190.320000000001,"[4,0,2,4,2,4,2,4,2,2,2,2,2,2,0]"
60,1,1160.4520842190507,4269.2300000000005,"[2,4,2,2,0,2,4,0,2,4,2,4,4,4,0]"
61,1,1135.7229668994837,3985.560000000001,"[0,2,4,2,4,2,4,0,2,0,0,2,4,4,4]"
62,1,1175.8476272902117,4216.7,"[4,4,4,4,0,2,0,0,0,4,0,4,2,4,2]"
63,1,1171.2218240712623,3518.2700000000004,"[0,0,4,4,0,0,2,4,0,2,4,2,4,2,4]"
64,1,1151.0573985221176,4175.2300000000005,"[0,2,4,2,4,2,2,4,2,2,4,0,4,2,0]"
65,1,1380.7635013665351,1913.8900000000003,"[0,0,0,0,2,4,0,0,0,2,2,2,0,0,2]"
66,1,1195.6146978439112,3413.3500000000004,"[0,2,4,4,0,0,4,2,0,0,4,0,2,4,4]"
67,1,1190.5250976819516,2521.8900000000003,"[0,0,4,2,4,0,0,0,0,4,0,2,2,2,0]"
68,1,1155.163953841482,3886.86,"[4,0,2,4,2,4,4,0,4,2,2,2,4,0,2]"
69,1,1208.75879441239,3843.4800000000005,"[0,4,4,2,4,2,0,0,0,4,2,2,0,4,0]"
70,1,1177.9265097681953,4976.2300000000005,"[4,4,2,4,4,0,0,4,2,4,0,2,2,4,4]"
71,1,1148.250508148598,4808.02,"[4,4,2,4,4,4,4,0,4,4,0,0,4,0,4]"
72,1,1158.1259540439316,2441.2200000000003,"[2,0,4,4,0,2,4,0,2,0,2,0,4,0,0]"
73,1,1198.9598289300536,4682.990000000001,"[0,0,4,0,4,4,2,4,4,2,4,4,2,2,4]"
74,1,1132.5872881870635,4412.55,"[2,2,4,0,4,4,0,0,0,0,4,2,4,4,4]"
75,1,1363.4233677497723,2000.6600000000003,"[0,2,0,0,4,0,0,4,0,0,0,2,0,0,0]"
76,1,1174.1820882680433,4020.1400000000003,"[4,4,2,4,2,0,0,4,4,2,2,0,2,4,0]"
77,1,1287.054606741573,2959.8700000000003,"[2,0,0,2,2,2,0,4,4,2,4,2,2,0,0]"
