gen,id,evac,cost,rank,widths
1,1,1422.46,0.0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,1160.76,3087.68,0,"[2,2,2,2,2,0,2,0,2,0,4,0,4,2,4]"
1,3,1174.65,2417.17,0,"[0,4,4,0,2,0,0,0,4,4,0,0,4,0,2]"
1,4,1278.21,2180.72,0,"[0,2,0,2,0,0,2,2,2,0,4,2,4,0,0]"
1,5,1421.06,377.71,0,"[0,0,0,4,0,0,0,0,0,0,0,0,0,0,0]"
1,6,1311.34,1263.27,0,"[0,2,0,0,0,0,4,0,0,0,0,2,2,0,0]"
1,7,1149.31,3710.47,0,"[2,0,4,4,2,2,0,0,0,0,4,4,4,4,0]"
1,8,1235.54,2235.48,0,"[2,2,0,0,0,0,2,0,2,2,2,2,4,2,0]"
1,9,1302.59,1871.36,0,"[0,0,0,0,4,0,4,0,4,4,0,0,2,0,0]"
1,10,1172.19,3402.67,1,"[2,4,4,4,0,2,0,2,0,2,4,0,4,0,0]"
1,11,1168.52,3501.24,1,"[4,2,2,0,2,4,4,0,0,0,0,4,4,0,0]"
1,12,1173.11,3133.37,1,"[2,2,2,4,2,2,2,0,0,0,4,0,4,0,2]"
1,13,1199.95,2802.69,1,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
1,14,1206.0,2605.47,1,"[0,4,4,2,2,0,0,0,4,4,0,0,2,0,4]"
1,15,1196.67,3124.5,1,"[2,0,4,4,0,4,0,4,0,2,0,2,4,0,0]"
1,16,1335.4,1646.05,1,"[0,0,0,4,0,0,2,0,0,0,2,2,2,0,4]"
1,17,1153.44,4073.93,1,"[2,4,4,4,0,2,4,4,4,0,0,0,4,2,4]"
1,18,1165.66,3763.66,1,"[2,0,4,4,2,4,4,4,0,0,0,2,4,0,0]"
1,19,1163.9,4010.43,1,"[0,4,2,0,4,0,2,2,0,0,4,2,4,4,2]"
1,20,1273.97,2273.79,1,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
1,21,1302.67,2176.03,1,"[0,0,2,4,0,0,0,0,2,0,4,4,0,4,0]"
1,22,1169.13,3532.87,2,"[2,0,4,4,0,2,0,0,0,2,4,4,4,4,0]"
1,23,1187.49,3448.96,2,"[4,2,2,2,4,0,2,0,2,4,2,0,2,2,0]"
1,24,1200.27,2935.9,2,"[2,0,2,4,0,0,2,2,0,2,2,4,4,0,2]"
1,25,1218.89,2771.22,2,"[0,0,2,2,4,0,4,0,2,4,2,2,2,0,0]"
1,26,1435.58,1850.52,2,"[0,0,0,0,0,0,0,2,4,4,4,2,0,0,4]"
1,27,1160.92,5256.36,2,"[2,2,2,2,4,4,4,4,2,4,0,4,4,2,2]"
1,28,1165.46,4233.55,2,"[2,4,4,2,4,2,2,0,2,2,2,0,2,4,2]"
1,29,1164.84,4767.98,2,"[2,0,2,4,2,2,4,2,2,4,4,4,4,2,4]"
