sim_call,batch,evac,cost_proxy,widths
1,0,1443.4640057525976,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1283.2853815147157,2026.1000000000001,"[2,0,2,2,0,2,4,0,2,0,0,2,0,2,0]"
3,0,1211.3184245174095,3500.3900000000003,"[2,0,4,0,2,4,2,2,0,2,0,0,2,4,4]"
4,0,1256.2334258340254,3346.7200000000007,"[4,0,2,0,4,2,4,2,0,2,4,0,0,0,0]"
5,0,1206.246896838097,3229.8,"[2,2,4,2,0,0,2,0,0,4,0,4,2,2,4]"
6,0,1191.1999088496832,3197.51,"[4,2,4,2,0,4,4,0,0,0,0,0,2,2,2]"
7,0,1360.0633677003786,4072.6300000000006,"[0,4,0,0,0,4,4,2,0,4,4,4,0,4,0]"
8,0,1223.280794628208,3054.0200000000004,"[0,0,2,2,2,0,4,2,4,0,4,2,2,4,0]"
9,0,1199.9601126212806,3580.1800000000003,"[4,4,2,2,4,0,0,2,4,2,0,0,2,2,2]"
10,0,1175.404837043489,3545.84,"[0,4,2,2,4,0,2,0,2,0,0,4,4,4,0]"
11,0,1350.7257803479918,3977.4200000000005,"[0,4,0,2,2,2,0,2,4,4,4,4,0,2,4]"
12,0,1247.208945897223,4460.43,"[4,0,0,4,2,2,4,0,2,2,4,4,2,4,4]"
13,0,1213.8895359436083,3791.09,"[2,2,0,4,2,4,2,0,2,0,4,0,4,4,2]"
14,0,1222.1265571512488,4675.170000000001,"[4,4,4,0,2,4,4,4,2,2,0,2,0,2,2]"
15,0,1243.5294699102676,2872.4400000000005,"[4,0,2,2,2,0,2,2,4,0,2,0,0,4,2]"
16,0,1243.2007636371002,4560.410000000001,"[4,4,2,0,4,4,2,4,0,4,0,2,0,0,2]"
17,0,1260.6733537239968,3648.21,"[2,4,0,0,2,2,2,4,4,0,2,0,2,4,2]"
18,0,1252.5107770058132,3976.4900000000002,"[4,2,0,0,4,0,4,4,0,4,0,0,2,2,4]"
19,0,1260.912237436448,3606.6000000000004,"[0,4,2,2,4,0,2,4,0,2,0,0,0,4,2]"
20,0,1168.779097206749,4515.370000000001,"[4,2,2,0,2,4,4,4,4,0,2,4,4,0,2]"
21,0,1237.842866981304,4589.760000000001,"[4,2,2,2,4,4,2,2,0,4,4,0,0,2,2]"
22,0,1209.840061577103,3751.2000000000003,"[4,2,2,0,0,2,4,0,4,2,0,4,2,4,4]"
23,0,1305.3875751990115,4810.410000000001,"[4,4,0,4,4,2,4,4,2,4,2,0,0,0,4]"
24,0,1217.411956896028,4313.31,"[4,4,2,4,4,0,2,0,2,4,4,0,0,4,0]"
25,0,1308.2144402357753,2452.1400000000003,"[4,0,0,0,2,0,4,2,0,4,0,0,0,2,0]"
26,0,1157.5453898195224,4109.45,"[4,0,2,2,4,0,4,2,2,0,2,2,4,4,2]"
27,0,1345.4889890417062,3163.7400000000002,"[4,2,0,2,4,2,2,2,4,0,2,0,0,0,2]"
28,0,1160.9913974356377,4121.660000000001,"[4,2,2,0,2,4,4,2,2,0,0,2,4,2,4]"
29,0,1209.1350321051673,3132.7200000000003,"[4,4,0,0,4,0,2,0,4,2,0,0,4,2,0]"
30,0,1165.359506978063,3890.4200000000005,"[2,0,4,0,2,4,4,2,2,0,2,2,4,4,0]"
31,0,1183.1806173914806,4403.400000000001,"[4,4,2,2,0,2,4,4,2,2,2,4,4,0,0]"
32,0,1257.722324738196,4295.7300000000005,"[4,2,0,2,4,4,4,4,2,0,0,0,2,4,0]"
33,0,1223.5317841155381,3697.0,"[0,0,4,0,4,0,2,4,4,0,4,4,2,2,2]"
34,0,1314.162136158318,3431.4200000000005,"[0,0,0,0,4,4,2,4,0,4,0,2,2,0,4]"
35,0,1329.903731086309,3056.2200000000003,"[0,2,0,2,2,4,4,0,4,4,0,0,0,2,4]"
36,0,1215.5857056047319,3498.9300000000003,"[4,4,0,0,2,2,4,0,4,4,0,2,4,0,0]"
37,0,1247.4218943061435,2394.4600000000005,"[0,4,0,0,0,0,4,0,4,0,0,2,4,2,4]"
38,0,1260.0735167817863,4206.39,"[2,2,2,2,4,0,2,4,0,4,2,4,0,0,4]"
39,0,1152.4737537726105,4896.29,"[4,4,4,4,4,2,0,4,4,0,2,4,4,0,0]"
40,0,1206.070538191983,3546.96,"[2,4,2,4,4,0,0,2,4,0,0,2,2,2,2]"
41,0,1273.8194028641456,2075.9500000000003,"[4,0,2,0,0,0,2,0,4,0,4,2,0,2,0]"
