sim_call,batch,evac,cost_proxy,widths
1,0,1422.460043141862,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1200.2679761398392,2935.9,"[2,0,2,4,0,0,2,2,0,2,2,4,4,0,2]"
3,0,1265.0955551729724,4245.02,"[2,0,4,0,0,4,4,4,0,4,0,4,0,4,4]"
4,0,1241.6886879202787,3991.370000000001,"[2,4,2,0,4,0,0,4,0,4,0,4,0,2,2]"
5,0,1199.9510795811307,2802.6900000000005,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
6,0,1238.6659648376578,3077.7800000000007,"[0,4,0,0,2,4,0,4,4,0,0,0,4,2,2]"
7,0,1251.6102740419672,3807.1700000000005,"[4,2,2,4,0,0,4,4,4,2,0,4,0,2,2]"
8,0,1328.3801506927005,4324.05,"[0,0,0,4,4,2,4,2,2,4,4,2,0,4,4]"
9,0,1328.6778639714819,3413.9800000000005,"[2,0,0,2,2,2,0,4,2,2,2,2,0,4,4]"
10,0,1252.7881106700154,3290.4200000000005,"[0,2,2,2,2,0,2,2,4,2,2,2,0,4,4]"
11,0,1262.2388071945068,2967.4900000000002,"[2,2,0,4,0,0,2,4,2,0,4,2,4,0,0]"
12,0,1216.4088483117619,4996.060000000001,"[0,2,0,4,4,0,4,4,4,4,4,4,4,2,4]"
13,0,1268.7749189824192,5324.110000000001,"[4,4,0,0,4,2,4,4,0,2,2,4,0,4,4]"
14,0,1196.6901014765751,4071.0300000000007,"[4,2,2,2,4,0,4,2,0,4,0,0,2,2,4]"
15,0,1221.2737503038159,5104.450000000001,"[4,2,2,4,4,4,4,4,4,0,2,2,0,2,4]"
16,0,1273.9654257473874,2273.7900000000004,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
17,0,1203.6775232423893,4582.740000000001,"[0,4,2,2,4,4,0,0,4,0,4,4,2,4,4]"
18,0,1202.13090680764,3595.0700000000006,"[4,2,2,4,4,0,2,0,0,4,4,0,2,0,0]"
19,0,1218.8924105243968,2771.2200000000003,"[0,0,2,2,4,0,4,0,2,4,2,2,2,0,0]"
20,0,1286.2270482672013,3828.5,"[4,2,0,4,0,2,4,4,2,0,2,4,2,0,2]"
21,0,1435.5779044802723,1850.5200000000002,"[0,0,0,0,0,0,0,2,4,4,4,2,0,0,4]"
22,0,1160.7550991472726,3087.6800000000003,"[2,2,2,2,2,0,2,0,2,0,4,0,4,2,4]"
23,0,1185.1537420753073,5779.540000000001,"[2,4,2,2,4,2,4,4,2,4,4,4,2,2,4]"
24,0,1220.540074132588,3076.1200000000003,"[0,2,2,4,4,0,2,0,0,0,2,4,2,0,2]"
25,0,1216.6554606955501,3451.34,"[2,0,2,0,2,4,2,0,4,4,4,2,2,0,4]"
26,0,1288.5720388074212,4244.360000000001,"[4,4,0,4,2,4,4,2,0,4,2,0,0,0,2]"
27,0,1245.2961151283143,3183.4,"[4,0,0,0,2,0,4,4,4,4,2,0,2,2,0]"
28,0,1348.437407842502,3699.2000000000003,"[0,2,0,4,4,2,2,2,0,4,4,2,0,0,2]"
29,0,1206.0033035587694,2605.4700000000003,"[0,4,4,2,2,0,0,0,4,4,0,0,2,0,4]"
30,0,1153.4363310445406,4073.9300000000003,"[2,4,4,4,0,2,4,4,4,0,0,0,4,2,4]"
31,0,1202.570432035,3424.09,"[4,2,4,0,0,4,0,2,0,2,2,2,2,2,0]"
32,0,1224.4933847805391,3210.0,"[2,2,4,0,0,4,4,4,0,0,0,0,2,0,4]"
33,0,1329.0480981122905,3283.4500000000003,"[2,2,0,0,4,4,0,2,0,2,0,4,0,0,2]"
34,0,1169.1279840392133,3532.870000000001,"[2,0,4,4,0,2,0,0,0,2,4,4,4,4,0]"
35,0,1200.724518442,4770.760000000001,"[4,2,0,2,4,4,0,0,2,4,4,4,4,2,2]"
36,0,1240.0327601223391,3914.4500000000003,"[4,4,0,0,2,2,0,2,0,0,4,2,2,4,2]"
