sim_call,batch,evac,cost_proxy,widths
1,0,1422.6738029652436,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1202.6397561321423,2935.9,"[2,0,2,4,0,0,2,2,0,2,2,4,4,0,2]"
3,0,1265.52310013773,4245.02,"[2,0,4,0,0,4,4,4,0,4,0,4,0,4,4]"
4,0,1241.4617353965812,3991.370000000001,"[2,4,2,0,4,0,0,4,0,4,0,4,0,2,2]"
5,0,1199.8970731806119,2802.6900000000005,"[0,4,2,0,4,0,0,2,2,0,4,0,4,0,0]"
6,0,1238.5877367280389,3077.7800000000007,"[0,4,0,0,2,4,0,4,4,0,0,0,4,2,2]"
7,0,1252.6569563720327,3807.1700000000005,"[4,2,2,4,0,0,4,4,4,2,0,4,0,2,2]"
8,0,1327.898019120149,4324.05,"[0,0,0,4,4,2,4,2,2,4,4,2,0,4,4]"
9,0,1324.5859606659646,3413.9800000000005,"[2,0,0,2,2,2,0,4,2,2,2,2,0,4,4]"
10,0,1253.8004455966945,3290.4200000000005,"[0,2,2,2,2,0,2,2,4,2,2,2,0,4,4]"
11,0,1260.1727420955622,2967.4900000000002,"[2,2,0,4,0,0,2,4,2,0,4,2,4,0,0]"
12,0,1216.0419922626643,4996.060000000001,"[0,2,0,4,4,0,4,4,4,4,4,4,4,2,4]"
13,0,1269.3214939641903,5324.110000000001,"[4,4,0,0,4,2,4,4,0,2,2,4,0,4,4]"
14,0,1194.4098529501123,4071.0300000000007,"[4,2,2,2,4,0,4,2,0,4,0,0,2,2,4]"
15,0,1219.0077189500123,5104.450000000001,"[4,2,2,4,4,4,4,4,4,0,2,2,0,2,4]"
16,0,1272.615353844284,2273.7900000000004,"[2,0,2,0,0,0,0,0,0,4,2,4,0,4,0]"
17,0,1204.8916215997244,4582.740000000001,"[0,4,2,2,4,4,0,0,4,0,4,4,2,4,4]"
18,0,1203.0915922302565,3595.0700000000006,"[4,2,2,4,4,0,2,0,0,4,4,0,2,0,0]"
19,0,1220.6732089688278,2771.2200000000003,"[0,0,2,2,4,0,4,0,2,4,2,2,2,0,0]"
20,0,1284.2294808693362,3828.5,"[4,2,0,4,0,2,4,4,2,0,2,4,2,0,2]"
21,0,1435.6725350401036,1850.5200000000002,"[0,0,0,0,0,0,0,2,4,4,4,2,0,0,4]"
22,0,1160.3427062445567,3087.6800000000003,"[2,2,2,2,2,0,2,0,2,0,4,0,4,2,4]"
23,0,1183.8892143160965,5779.540000000001,"[2,4,2,2,4,2,4,4,2,4,4,4,2,2,4]"
24,0,1220.1256304308197,3076.1200000000003,"[0,2,2,4,4,0,2,0,0,0,2,4,2,0,2]"
25,0,1217.2057300844624,3451.34,"[2,0,2,0,2,4,2,0,4,4,4,2,2,0,4]"
26,0,1289.4332769586001,4244.360000000001,"[4,4,0,4,2,4,4,2,0,4,2,0,0,0,2]"
27,0,1246.2642401409735,3183.4,"[4,0,0,0,2,0,4,4,4,4,2,0,2,2,0]"
28,0,1346.0713916794944,3699.2000000000003,"[0,2,0,4,4,2,2,2,0,4,4,2,0,0,2]"
29,0,1206.3153977031052,2605.4700000000003,"[0,4,4,2,2,0,0,0,4,4,0,0,2,0,4]"
30,0,1152.9574861760952,4073.9300000000003,"[2,4,4,4,0,2,4,4,4,0,0,0,4,2,4]"
31,0,1202.3340736464727,3424.09,"[4,2,4,0,0,4,0,2,0,2,2,2,2,2,0]"
32,0,1225.040838751494,3210.0,"[2,2,4,0,0,4,4,4,0,0,0,0,2,0,4]"
33,0,1328.530507170056,3283.4500000000003,"[2,2,0,0,4,4,0,2,0,2,0,4,0,0,2]"
34,0,1168.002804277815,3532.870000000001,"[2,0,4,4,0,2,0,0,0,2,4,4,4,4,0]"
35,0,1200.4144477527295,4770.760000000001,"[4,2,0,2,4,4,0,0,2,4,4,4,4,2,2]"
36,0,1242.3291061554353,3914.4500000000003,"[4,4,0,0,2,2,0,2,0,0,4,2,2,4,2]"
